"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"187","BRCA1",672,"ENSG00000012048","Non-neuronal",0.483,0.483,1.90768649390856,1.32230751464501,0.525,0.05,9.20874093087179e-60,4.63024702745164e-55
"188","BROX",148362,"ENSG00000162819","Non-neuronal",0.272,0.46,2.27011577409482,1.57352434835847,0.429,0.142,2.0201434611461e-313,1.01574833369887e-308
"189","BTBD11",121551,"ENSG00000151136","GABAergic",0.845,0.416,5.11509218950762,3.54551172946141,0.857,0.714,0,0
"190","C10orf11",83938,"ENSG00000148655","Non-neuronal",0.803,0.726,4.40202741561887,3.0512528918838,0.667,0.334,0,0
"191","C10orf90",118611,"ENSG00000154493","Non-neuronal",0.626,0.207,6.62529063413433,4.59230152344043,0.761,0.522,0,0
"192","C11orf65",160140,"ENSG00000166323","Non-neuronal",0.404,0.442,2.59176190913639,1.79647246000055,0.503,0.00600000000000001,2.35023437002543e-154,1.18172134359249e-149
"193","C12orf56",115749,"ENSG00000185306","Non-neuronal",0.531,0.451,3.20370165105135,2.22063676678149,0.58,0.16,0,0
"194","C12orf66",144577,"ENSG00000174206","Non-neuronal",0.232,0.306,1.57958009853204,1.09488149176608,0.469,0.0620000000000001,2.28027556390733e-58,1.14654535628824e-53
"195","C18orf61",497259,NA,"Glutamatergic",0.33,0.156,2.15389620276652,1.49296708016639,0.597,0.194,0,0
"196","C19orf18",147685,"ENSG00000177025","Non-neuronal",0.313,0.27,2.64536208610725,1.83362527154541,0.534,0.0680000000000001,3.80055837231989e-132,1.91095875518616e-127
"197","C19orf38",255809,"ENSG00000214212","Non-neuronal",0.332,0.399,1.94800610410444,1.35025493877356,0.481,0.038,1.38078506461802e-141,6.94272538340587e-137
"198","C1orf115",79762,"ENSG00000162817","Glutamatergic",0.561,0.055,3.19002956326061,2.21115999767697,0.757,0.514,0,0
"199","C1orf198",84886,"ENSG00000119280","Non-neuronal",0.263,0.118,3.61830555466649,2.50801829362147,0.581,0.162,0,0
"200","C1orf61",10485,"ENSG00000125462","Non-neuronal",0.58,0.798,2.59891096089646,1.80142780507172,0.531,0.0620000000000001,0,0
"201","C1orf95",375057,"ENSG00000203685","Glutamatergic",0.436,0.151,1.52312367211999,1.05574887897408,0.653,0.306,0,0
"202","C1QTNF2",114898,"ENSG00000145861","GABAergic",0.279,0.113,2.55251320498067,1.76926733137438,0.591,0.182,0,0
"203","C1QTNF3.AMACR",NA,NA,"Non-neuronal",0.236,0.317,1.65167478304538,1.14485371906986,0.472,0.056,7.65563602566544e-111,3.84933035006484e-106
"204","C2orf61",285051,"ENSG00000239605","Non-neuronal",0.216,0.285,1.55038573532253,1.07464550121917,0.47,0.0600000000000001,4.38514918498822e-35,2.20489686170393e-30
"205","C3",718,"ENSG00000125730","Non-neuronal",0.377,0.241,6.65542816176197,4.61319126574457,0.592,0.184,0,0
"206","C3orf80",401097,"ENSG00000180044","Glutamatergic",0.413,0.128,1.57911216402516,1.09455714428195,0.65,0.3,0,0
"207","C4orf19",55286,"ENSG00000154274","Non-neuronal",0.329,0.212,3.44737122261918,2.38953564330197,0.577,0.154,0,0
"208","C4orf22",255119,"ENSG00000197826","Glutamatergic",0.75,0.509,3.14959642194891,2.18313387977558,0.718,0.436,0,0
"209","C5",727,"ENSG00000106804","Non-neuronal",0.32,0.319,1.93332650747419,1.34007981775754,0.508,0.016,5.09724987234317e-27,2.56294820831287e-22
"210","C7",730,"ENSG00000112936","Non-neuronal",0.442,0.378,1.57297200440956,1.09030110995621,0.554,0.108,4.532300964214e-78,2.27888624781644e-73
"211","C8orf34",116328,"ENSG00000165084","GABAergic",0.866,0.734,2.16946848863334,1.50376096620984,0.715,0.43,0,0
"212","C8orf37.AS1",NA,NA,"Non-neuronal",0.515,0.605,1.7528543446544,1.21498604692944,0.475,0.05,4.11487680029841e-81,2.06900120395804e-76
"213","C8orf4",56892,"ENSG00000176907","GABAergic",0.321,0.025,4.60813262068674,3.19411413367532,0.65,0.3,0,0
"214","C9orf171",389799,"ENSG00000188523","Non-neuronal",0.333,0.319,1.62913133406273,1.12922779096745,0.521,0.042,5.03953027104522e-89,2.53392621558425e-84
"215","C9orf84",158401,"ENSG00000165181","Non-neuronal",0.516,0.604,1.66918315531333,1.15698959794359,0.482,0.036,6.80130580436938e-67,3.41976457149497e-62
"216","C9orf85",138241,"ENSG00000155621","Non-neuronal",0.411,0.487,1.81225583307961,1.25616002115245,0.482,0.036,7.67365202953237e-72,3.85838897696917e-67
"217","CA10",56934,"ENSG00000154975","Glutamatergic",0.825,0.416,1.59930446733454,1.10855338238986,0.802,0.604,0,0
"218","CA11",770,"ENSG00000063180","Glutamatergic",0.869,0.344,1.5341140607774,1.06336683588522,0.793,0.586,0,0
"219","CA2",760,"ENSG00000104267","Non-neuronal",0.459,0.162,4.03549234142348,2.79719013862894,0.668,0.336,0,0
"220","CA8",767,"ENSG00000178538","Non-neuronal",0.298,0.187,2.22626535753729,1.54312955575524,0.565,0.13,5.73171857810517e-144,2.88196541825706e-139
"221","CABLES1",91768,"ENSG00000134508","Non-neuronal",0.528,0.606,2.53522865719896,1.75728659581223,0.5,0,3.56052775166644e-181,1.7902689588154e-176
"222","CABP1",9478,"ENSG00000157782","Glutamatergic",0.99,0.542,2.77634617679307,1.9244165247025,0.927,0.854,0,0
"223","CACHD1",57685,"ENSG00000158966","Non-neuronal",0.492,0.46,2.41248495969916,1.67220714795874,0.542,0.0840000000000001,9.30016940661857e-92,4.67621817934188e-87
"224","CACNA2D2",9254,"ENSG00000007402","GABAergic",0.457,0.23,2.10570984860778,1.45956684463979,0.634,0.268,0,0
"225","CACNB3",784,"ENSG00000167535","Glutamatergic",0.5,0.11,1.7798117002744,1.23367146197281,0.698,0.396,0,0
"226","CACNG4",27092,"ENSG00000075461","Non-neuronal",0.235,0.262,1.84671834469006,1.28004761391024,0.493,0.014,3.51905310699633e-47,1.76941509272882e-42
"227","CACNG4",27092,"ENSG00000075461","GABAergic",0.478,0.19,1.90277704257101,1.31890454229229,0.666,0.332,0,0
"228","CADPS2",93664,"ENSG00000081803","Glutamatergic",0.967,0.552,4.21283976777414,2.92011800718346,0.938,0.876,0,0
"229","CAMK2A",815,"ENSG00000070808","Glutamatergic",0.971,0.501,2.0242005897536,1.40306893167548,0.861,0.722,0,0
"230","CAMK2N2",94032,"ENSG00000163888","GABAergic",0.396,0.14,1.80729421099606,1.25272088679423,0.633,0.266,0,0
"231","CAMKK1",84254,"ENSG00000004660","Glutamatergic",0.771,0.268,2.01327194767378,1.39549377423052,0.788,0.576,0,0
"232","CAMKK2",10645,"ENSG00000110931","Glutamatergic",0.911,0.499,1.6682552861911,1.15634644807759,0.808,0.616,0,0
"233","CAPN2",824,"ENSG00000162909","Non-neuronal",0.427,0.502,1.7601350801911,1.22003266823911,0.493,0.014,1.73681208282601e-126,8.73286483365744e-122
"234","CAPN3",825,"ENSG00000092529","Non-neuronal",0.47,0.231,4.74752107749367,3.29073084951365,0.654,0.308,0,0
"235","CAPZB",832,"ENSG00000077549","Non-neuronal",0.735,0.866,2.17355721196737,1.50659505326092,0.462,0.076,3.1106773423517e-152,1.56407967450786e-147
"236","CARD11",84433,"ENSG00000198286","Non-neuronal",0.478,0.439,3.67098948355961,2.54453601039455,0.55,0.1,7.07128251837831e-275,3.5555115630658e-270
"237","CARD8",22900,"ENSG00000105483","Non-neuronal",0.325,0.265,3.29899101420558,2.2866863201892,0.544,0.0880000000000001,2.96903610639115e-198,1.49286104465453e-193
"238","CARNS1",57571,"ENSG00000172508","Non-neuronal",0.428,0.069,6.93226872181882,4.80508251941261,0.691,0.382,0,0
"239","CASC17",101928165,NA,"Non-neuronal",0.369,0.202,2.83239982689748,1.96326995423247,0.599,0.198,8.0296262655771e-309,4.03737638259482e-304
"240","CAT",847,"ENSG00000121691","Non-neuronal",0.343,0.304,2.06532015305201,1.43157084104163,0.528,0.056,5.56233534274075e-42,2.79679783368348e-37
"241","CATSPERG",57828,"ENSG00000099338","Non-neuronal",0.282,0.32,1.79352961554691,1.24317999626711,0.486,0.028,3.99286585059699e-37,2.00765287833867e-32
"242","CBFB",865,"ENSG00000067955","Non-neuronal",0.581,0.522,2.69853074520834,1.87047897769549,0.581,0.162,1.54737149473596e-298,7.78033861268189e-294
"243","CBLN2",147381,"ENSG00000141668","Glutamatergic",0.67,0.224,3.44137441748037,2.38537897472764,0.766,0.532,0,0
"244","CBR1",873,"ENSG00000159228","Non-neuronal",0.282,0.171,3.5413728579103,2.45469261177204,0.57,0.14,0,0
"245","CCDC109B",55013,"ENSG00000005059","GABAergic",0.698,0.626,2.46241125516117,1.70681341889404,0.595,0.19,0,0
"246","CCDC144NL",339184,NA,"Glutamatergic",0.43,0.11,3.02761583742275,2.09858338152822,0.673,0.346,0,0
"247","CCDC152",100129792,"ENSG00000198865","GABAergic",0.305,0.168,1.55507756303707,1.07789762837117,0.576,0.152,0,0
"248","CCDC158",339965,"ENSG00000163749","Glutamatergic",0.388,0.157,2.06936166717022,1.43437220515786,0.63,0.26,0,0
"249","CCDC175",729665,"ENSG00000151838","Glutamatergic",0.574,0.36,1.93012113684161,1.33785802414092,0.654,0.308,0,0
"250","CCDC18",343099,"ENSG00000122483","Non-neuronal",0.438,0.547,1.50072035917985,1.04022008577442,0.466,0.0679999999999999,2.23595560223002e-82,1.12426083635728e-77
"251","CCDC39",339829,"ENSG00000284862","Glutamatergic",0.559,0.247,1.70547424256291,1.18214466275009,0.677,0.354,0,0
"252","CCDC50",152137,"ENSG00000152492","Non-neuronal",0.336,0.359,2.29285491447633,1.58928591940228,0.514,0.028,9.00112348198152e-174,4.52585489797513e-169
"253","CCDC68",80323,"ENSG00000166510","Glutamatergic",0.27,0.175,2.3486729619105,1.62797604160564,0.556,0.112,0,0
"254","CCKBR",887,"ENSG00000110148","Glutamatergic",0.394,0.087,1.80656725339127,1.25221699818008,0.655,0.31,0,0
"255","CCNJL",79616,"ENSG00000135083","GABAergic",0.427,0.351,2.12348913166193,1.47189050456115,0.562,0.124,0,0
"256","CCP110",9738,"ENSG00000103540","Non-neuronal",0.409,0.585,1.7319603232393,1.20050341489501,0.459,0.082,1.34620769457969e-290,6.76886690911615e-286
"257","CD22",933,"ENSG00000012124","Non-neuronal",0.401,0.117,5.86945973345106,4.06839946565173,0.661,0.322,0,0
"258","CD38",952,"ENSG00000004468","Non-neuronal",0.378,0.287,4.25422289749836,2.94880260687455,0.568,0.136,0,0
"259","CD4",920,"ENSG00000010610","Non-neuronal",0.252,0.193,3.8256202682382,2.65171790282229,0.538,0.0760000000000001,9.88650670396878e-243,4.97103443582254e-238
"260","CD63",967,"ENSG00000135404","Non-neuronal",0.351,0.455,1.62969840715401,1.12962085608184,0.484,0.032,2.70132688112245e-200,1.35825416909718e-195
"261","CD74",972,"ENSG00000019582","Non-neuronal",0.267,0.113,5.15524632425455,3.57334445474907,0.583,0.166,0,0
"262","CD81",975,"ENSG00000110651","Non-neuronal",0.506,0.547,2.1217308812861,1.47067177827043,0.557,0.114,0,0
"263","CD82",3732,"ENSG00000085117","Non-neuronal",0.282,0.053,4.97282037750267,3.44689642409702,0.62,0.24,0,0
"264","CD9",928,"ENSG00000010278","Non-neuronal",0.453,0.111,6.89290084501894,4.77779478660414,0.691,0.382,0,0
"265","CDC14A",8556,"ENSG00000079335","Non-neuronal",0.426,0.202,4.73688023232031,3.28335517768296,0.639,0.278,0,0
"266","CDC14B",8555,"ENSG00000081377","Non-neuronal",0.795,0.846,1.63404084991173,1.13263080803609,0.577,0.154,1.35081333237703e-160,6.79202451652495e-156
"267","CDC42EP3",10602,"ENSG00000163171","GABAergic",0.443,0.259,1.50356794297958,1.04219388045661,0.606,0.212,0,0
"268","CDC42EP4",23580,"ENSG00000179604","Non-neuronal",0.308,0.175,3.72564929598405,2.58242330526649,0.58,0.16,0,0
"269","CDH1",999,"ENSG00000039068","Non-neuronal",0.471,0.404,3.97156234519702,2.75287724199135,0.571,0.142,0,0
"270","CDH12",1010,"ENSG00000154162","Glutamatergic",0.989,0.924,1.58100423480686,1.09586862780972,0.799,0.598,0,0
"271","CDH19",28513,"ENSG00000071991","Non-neuronal",0.306,0.128,5.46986930580196,3.79142448734802,0.604,0.208,0,0
"272","CDH20",28316,"ENSG00000101542","Non-neuronal",0.834,0.573,3.07591839472773,2.13206416293799,0.79,0.58,0,0
"273","CDH22",64405,"ENSG00000149654","Glutamatergic",0.674,0.226,2.6945972845169,1.86775251050738,0.761,0.522,0,0
"274","CDH23",64072,"ENSG00000107736","Non-neuronal",0.389,0.282,3.85828526337508,2.67435955210442,0.575,0.15,0,0
"275","CDK18",5129,"ENSG00000117266","Non-neuronal",0.489,0.266,4.54147240293805,3.14790879168731,0.654,0.308,0,0
"276","CDK19",23097,"ENSG00000155111","Non-neuronal",0.857,0.868,1.89793566745777,1.31554875678251,0.553,0.106,1.30484583321582e-64,6.56089533399248e-60
"277","CDKN2B.AS1",NA,NA,"Non-neuronal",0.255,0.241,2.98111613687848,2.06635224519907,0.519,0.038,3.80040664376026e-155,1.9108824645491e-150
"278","CDYL2",124359,"ENSG00000166446","Glutamatergic",0.775,0.391,1.60486440758719,1.11240723930007,0.755,0.51,0,0
"279","CECR1",51816,"ENSG00000093072","Non-neuronal",0.34,0.324,3.18285376775644,2.20618611525497,0.526,0.052,2.08954000383502e-249,1.05064160932829e-244
"280","CECR2",27443,"ENSG00000099954","Non-neuronal",0.835,0.694,4.8812800845473,3.38344552812737,0.743,0.486,0,0
"281","CECR6",27439,"ENSG00000183307","Glutamatergic",0.277,0.05,1.55837107772201,1.08018051878918,0.613,0.226,0,0
"282","CELF2",10659,"ENSG00000048740","Glutamatergic",1,0.894,1.63232573319273,1.13144197971799,0.918,0.836,0,0
"283","CELF2.AS2",NA,NA,"Glutamatergic",0.576,0.118,1.617410391145,1.12110345243052,0.729,0.458,0,0
"284","CERCAM",51148,"ENSG00000167123","Non-neuronal",0.576,0.227,6.86038452400177,4.75525619036891,0.721,0.442,0,0
"285","CFAP47",286464,"ENSG00000165164","Non-neuronal",0.412,0.471,2.68853032821621,1.86354721685297,0.493,0.014,1.9690876960952e-153,9.90076984473627e-149
"286","CFAP52",146845,"ENSG00000166596","Glutamatergic",0.437,0.237,2.23749997582558,1.55091679974644,0.624,0.248,0,0
"287","CFL2",1073,"ENSG00000165410","Non-neuronal",0.196,0.275,1.75186598846152,1.21430097062096,0.472,0.056,5.34526484675206e-127,2.6876526175954e-122
"288","CFLAR",8837,"ENSG00000003402","Non-neuronal",0.398,0.402,1.83749267393974,1.27365286624089,0.513,0.026,4.82332543401054e-48,2.42521626147484e-43
"289","CGN",57530,"ENSG00000143375","GABAergic",0.251,0.123,1.81933181830543,1.26106472036141,0.57,0.14,0,0
"290","CGNL1",84952,"ENSG00000128849","Non-neuronal",0.326,0.17,3.9220658652932,2.71856889649838,0.592,0.184,0,0
"291","CHD7",55636,"ENSG00000171316","Non-neuronal",0.619,0.196,4.66772844104135,3.23542280852727,0.751,0.502,0,0
"292","CHKA",1119,"ENSG00000110721","Non-neuronal",0.741,0.824,1.6330183289615,1.13192205052237,0.555,0.11,6.12306690482988e-173,3.07873927041751e-168
"293","CHMP1B2P",101060146,NA,"Glutamatergic",0.263,0.204,1.81608995193791,1.258817629829,0.531,0.0620000000000001,1.43348772587582e-112,7.20771963447619e-108
"294","CHN1",1123,"ENSG00000128656","Glutamatergic",1,0.721,2.88833264987472,2.00203963277989,0.956,0.912,0,0
"295","CHN2",1124,"ENSG00000285162, ENSG00000106069","Non-neuronal",0.745,0.734,1.51134635647193,1.04758546583806,0.546,0.0920000000000001,1.83750186410934e-17,9.23914312292815e-13
"296","CHODL",140578,"ENSG00000154645","Non-neuronal",0.428,0.458,1.69123640688008,1.17227574708926,0.5,0,6.92742732607365e-29,3.48317973382309e-24
"297","CHRNA7",1139,"ENSG00000175344, ENSG00000274542, ENSG00000282088","GABAergic",0.519,0.409,2.67816568123258,1.85636299101877,0.586,0.172,0,0
"298","CHST11",50515,"ENSG00000171310","Non-neuronal",0.683,0.693,2.98156087394423,2.0666605134423,0.587,0.174,0,0
"299","CIITA",4261,"ENSG00000179583","Non-neuronal",0.256,0.249,2.44712482253292,1.69621767121695,0.506,0.012,1.69887336972446e-15,8.54210519031155e-11
"300","CIRBP",1153,"ENSG00000099622","Non-neuronal",0.787,0.905,1.54890545552179,1.07361944944885,0.594,0.188,0,0
"301","CLCN5",1184,"ENSG00000171365","Non-neuronal",0.355,0.44,2.04353901236007,1.41647330478164,0.469,0.0620000000000001,1.83877970808082e-68,9.24556825020115e-64
"302","CLDN10",9071,"ENSG00000134873","Non-neuronal",0.397,0.307,3.92930174797457,2.72358442817784,0.572,0.144,0,0
"303","CLDN11",5010,"ENSG00000013297","Non-neuronal",0.553,0.25,6.22958321499043,4.31801804153418,0.701,0.402,0,0
"304","CLDND1",56650,"ENSG00000080822","Non-neuronal",0.509,0.553,3.46834789198617,2.40407556253125,0.565,0.13,0,0
"305","CLEC4GP1",440508,NA,"GABAergic",0.375,0.252,1.59711578896898,1.10703630615162,0.578,0.156,6.20920956589769e-312,3.12205266182902e-307
"306","CLIC4",25932,"ENSG00000169504","Non-neuronal",0.625,0.406,5.11239902275145,3.54364496851759,0.683,0.366,0,0
"307","CLMN",79789,"ENSG00000165959","Non-neuronal",0.544,0.268,4.40505722414452,3.053352995121,0.683,0.366,0,0
"308","CLSTN2",64084,"ENSG00000158258","Glutamatergic",0.927,0.561,2.5533052902436,1.76981636304115,0.837,0.674,0,0
"309","CMAHP",8418,NA,"Glutamatergic",0.3,0.083,2.04704942182201,1.41890653520279,0.615,0.23,0,0
"310","CMTM8",152189,"ENSG00000170293","GABAergic",0.527,0.398,2.30622360915574,1.59855239242709,0.604,0.208,0,0
"311","CNDP1",84735,"ENSG00000150656","Non-neuronal",0.533,0.199,7.67447534567738,5.31954094813309,0.707,0.414,0,0
"312","CNDP2",55748,"ENSG00000133313","Non-neuronal",0.272,0.326,1.78541674268844,1.23755658131902,0.484,0.032,3.13532355579491e-76,1.57647203708924e-71
"313","CNGB1",1258,"ENSG00000070729","Glutamatergic",0.353,0.308,2.39862561595783,1.66260058292003,0.539,0.0780000000000001,0,0
"314","CNKSR2",22866,"ENSG00000149970","Glutamatergic",0.998,0.672,2.24240581346247,1.55431726727275,0.918,0.836,0,0
"315","CNKSR3",154043,"ENSG00000153721","Non-neuronal",0.494,0.371,3.42677074340409,2.37525647921585,0.596,0.192,0,0
"316","CNN3",1266,"ENSG00000117519","Non-neuronal",0.28,0.276,1.95473712346243,1.35492052586384,0.513,0.026,1.22291026712484e-71,6.14891511413042e-67
"317","CNP",1267,"ENSG00000173786","Non-neuronal",0.331,0.148,4.23256348674818,2.93378944738047,0.606,0.212,0,0
"318","CNR1",1268,"ENSG00000118432","GABAergic",0.612,0.464,3.02656175495744,2.09785274723931,0.634,0.268,0,0
"319","CNTN2",6900,"ENSG00000184144","Non-neuronal",0.457,0.432,3.58364613303881,2.48399421324041,0.579,0.158,0,0
"320","CNTNAP2",26047,"ENSG00000174469, ENSG00000278728","GABAergic",1,0.994,1.54492065365272,1.07085739526823,0.867,0.734,0,0
"321","CNTNAP3",79937,"ENSG00000106714","GABAergic",0.613,0.555,1.77730860384982,1.23193644774344,0.578,0.156,0,0
"322","CNTNAP3B",728577,"ENSG00000154529","GABAergic",0.628,0.558,1.8240256350476,1.26431822620231,0.588,0.176,0,0
"323","COL16A1",1307,"ENSG00000084636","Non-neuronal",0.56,0.478,2.19157803487615,1.51908613585151,0.603,0.206,0,0
"324","COL18A1",80781,"ENSG00000182871","Non-neuronal",0.184,0.257,1.6782044960337,1.16324271482878,0.471,0.0580000000000001,1.68494508323773e-103,8.47207237302764e-99
"325","COL21A1",81578,"ENSG00000124749","GABAergic",0.623,0.447,2.63176155708704,1.82419810320092,0.649,0.298,0,0
"326","COL22A1",169044,"ENSG00000169436","Glutamatergic",0.326,0.281,1.65289466460329,1.14569927653234,0.526,0.052,2.98242198502498e-99,1.49959159829041e-94
"327","COL24A1",255631,"ENSG00000171502","Glutamatergic",0.837,0.63,3.83635462795858,2.65915839399759,0.758,0.516,0,0
"328","COL25A1",84570,"ENSG00000188517","GABAergic",0.701,0.561,3.64622603996311,2.52737129928469,0.66,0.32,0,0
"329","COL26A1",136227,"ENSG00000160963","Glutamatergic",0.952,0.862,1.79086133778053,1.24133048705639,0.765,0.53,0,0
"330","COL27A1",85301,"ENSG00000196739","Non-neuronal",0.291,0.293,1.8051106645268,1.25120736771544,0.508,0.016,2.91128703532464e-47,1.46382423423158e-42
"331","COL4A4",1286,"ENSG00000081052","Non-neuronal",0.314,0.315,1.71476992662471,1.18858793994891,0.508,0.016,7.14462875606976e-22,3.59239078483943e-17
"332","COL4A5",1287,"ENSG00000188153","Non-neuronal",0.635,0.322,7.58295730787851,5.25610547826242,0.738,0.476,0,0
"333","COL5A1",1289,"ENSG00000130635","Glutamatergic",0.303,0.127,1.71947764927749,1.19185108463254,0.597,0.194,0,0
"334","COL5A2",1290,"ENSG00000204262","Glutamatergic",0.466,0.242,1.62148269368084,1.12392615745162,0.632,0.264,0,0
"335","COL5A3",50509,"ENSG00000080573","Non-neuronal",0.47,0.397,4.60235835472914,3.19011171750701,0.582,0.164,0,0
"336","COL9A2",1298,"ENSG00000049089","Non-neuronal",0.493,0.039,6.99867398135494,4.85111113783442,0.736,0.472,0,0
"337","COLEC12",81035,"ENSG00000158270","Non-neuronal",0.372,0.265,4.64159379033327,3.21730764907405,0.576,0.152,0,0
"338","COLGALT2",23127,"ENSG00000198756","Non-neuronal",0.584,0.737,1.8878344932569,1.30854715636484,0.512,0.024,0,0
"339","CORT",1325,"ENSG00000241563","GABAergic",0.335,0.054,3.54049536204696,2.45408437798841,0.646,0.292,0,0
"340","COTL1",23406,"ENSG00000103187","Non-neuronal",0.259,0.25,2.24452343344627,1.55578508959401,0.51,0.02,5.56134015934841e-45,2.79629744552197e-40
"341","CPED1",79974,"ENSG00000106034","Non-neuronal",0.324,0.248,3.29153807639684,2.28152033736018,0.553,0.106,1.38046335080544e-195,6.94110777418481e-191
"342","CPM",1368,"ENSG00000135678","Non-neuronal",0.532,0.288,5.82039664204332,4.0343915221729,0.673,0.346,0,0
"343","CPNE2",221184,"ENSG00000140848","Non-neuronal",0.374,0.197,3.23084896145201,2.23945384844549,0.606,0.212,0,0
"344","CPNE4",131034,"ENSG00000196353","Glutamatergic",0.913,0.542,4.02502281897316,2.78993321866069,0.878,0.756,0,0
