"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1103","LOC105376758",105376758,NA,"GABAergic",0.25,0.127,1.60540345282153,1.11278087698445,0.566,0.132,3.69451453271266e-264,1.85763885219325e-259
"1104","LOC105376908",105376908,NA,"Non-neuronal",0.366,0.322,2.38093146626372,1.65033593294716,0.541,0.0820000000000001,1.93239711170031e-228,9.71628591734035e-224
"1105","LOC105376917",105376917,NA,"Non-neuronal",0.321,0.182,5.55987664944271,3.85381282382229,0.585,0.17,0,0
"1106","LOC105377144",105377144,NA,"Glutamatergic",0.442,0.316,1.52770039859741,1.0589212240281,0.583,0.166,0,0
"1107","LOC105377209",105377209,NA,"Glutamatergic",0.382,0.292,2.2392059072414,1.55209926129755,0.556,0.112,7.03047377229316e-297,3.53499251744673e-292
"1108","LOC105377329",105377329,NA,"Glutamatergic",0.586,0.198,4.06809208140044,2.81978655648095,0.734,0.468,0,0
"1109","LOC105377390",105377390,NA,"Glutamatergic",0.38,0.026,5.92785733941985,4.10887760158045,0.682,0.364,0,0
"1110","LOC105377484",105377484,NA,"Non-neuronal",0.324,0.409,1.61799891734029,1.12151138770347,0.466,0.0679999999999999,3.629696785294e-54,1.82504784061368e-49
"1111","LOC105377564",105377564,NA,"GABAergic",0.772,0.726,2.36436031140784,1.63884968368018,0.575,0.15,0,0
"1112","LOC105377567",105377567,NA,"GABAergic",0.9,0.696,5.00413910000631,3.46860490829915,0.826,0.652,0,0
"1113","LOC105377569",105377569,NA,"GABAergic",0.267,0.071,3.94094296810717,2.73165350709102,0.605,0.21,0,0
"1114","LOC105377574",105377574,NA,"GABAergic",0.776,0.498,4.65057371404564,3.22353205787692,0.77,0.54,0,0
"1115","LOC105377632",105377632,NA,"Non-neuronal",0.635,0.561,3.9081240780236,2.70890518596049,0.615,0.23,0,0
"1116","LOC105377699",105377699,NA,"Non-neuronal",0.291,0.317,1.58434698652099,1.09818564673567,0.494,0.012,3.07703259829581e-12,1.54716276074912e-07
"1117","LOC105377703",105377703,NA,"Glutamatergic",0.491,0.286,2.73342144853367,1.89466337033319,0.634,0.268,0,0
"1118","LOC105377751",105377751,NA,"Glutamatergic",0.831,0.382,1.74042289150491,1.20636922022861,0.781,0.562,0,0
"1119","LOC105377785",105377785,NA,"Glutamatergic",0.421,0.226,2.78368304060491,1.92950205116783,0.623,0.246,0,0
"1120","LOC105377788",105377788,NA,"Glutamatergic",0.35,0.128,2.54997595043984,1.76750864054304,0.621,0.242,0,0
"1121","LOC105377864",105377864,NA,"Glutamatergic",0.275,0.103,2.55344036074245,1.7699099867766,0.593,0.186,0,0
"1122","LOC105377885",105377885,NA,"GABAergic",0.421,0.371,2.90899608059768,2.01636243152622,0.541,0.0820000000000001,0,0
"1123","LOC105378029",105378029,NA,"Glutamatergic",0.294,0.056,2.81320605389428,1.94996584459099,0.623,0.246,0,0
"1124","LOC105378030",105378030,NA,"Glutamatergic",0.486,0.087,3.35465199237213,2.32526757027255,0.71,0.42,0,0
"1125","LOC105378031",105378031,NA,"Glutamatergic",0.615,0.284,3.07743552866437,2.1331157600487,0.715,0.43,0,0
"1126","LOC105378107",105378107,NA,"Non-neuronal",0.306,0.253,2.09541874537414,1.45243359544854,0.535,0.0700000000000001,3.27177886568706e-60,1.64508313145611e-55
"1127","LOC105378207",105378207,NA,"Glutamatergic",0.374,0.033,4.17683953038993,2.89516454414111,0.675,0.35,0,0
"1128","LOC105378208",105378208,NA,"Glutamatergic",0.52,0.048,4.60115719278362,3.18927913549108,0.745,0.49,0,0
"1129","LOC105378209",105378209,NA,"Glutamatergic",0.507,0.054,4.41073614191064,3.05728932095921,0.736,0.472,0,0
"1130","LOC105378210",105378210,NA,"Glutamatergic",0.349,0.02,3.90452621448591,2.70641133699331,0.667,0.334,0,0
"1131","LOC105378305",105378305,NA,"Non-neuronal",0.413,0.346,6.52519431954124,4.52292004519578,0.563,0.126,0,0
"1132","LOC105378332",105378332,NA,"Glutamatergic",0.456,0.291,1.86434171724316,1.29226320490738,0.604,0.208,0,0
"1133","LOC105378334",105378334,NA,"Glutamatergic",0.73,0.396,3.93169736178738,2.7252449411379,0.76,0.52,0,0
"1134","LOC105378657",105378657,NA,"Non-neuronal",0.254,0.237,1.79743700590735,1.24588839287879,0.514,0.028,3.09784667494258e-32,1.55762828662788e-27
"1135","LOC105378763",105378763,NA,"Non-neuronal",0.274,0.315,1.72247227368565,1.19392680009789,0.492,0.016,3.69740370949547e-63,1.85909155917142e-58
"1136","LOC105378837",105378837,NA,"Glutamatergic",0.327,0.082,3.09712370699756,2.14676256535072,0.63,0.26,0,0
"1137","LOC105378872",105378872,NA,"Glutamatergic",0.362,0.186,1.66709097142748,1.1555394065819,0.6,0.2,0,0
"1138","LOC105378976",105378976,NA,"GABAergic",0.321,0.167,2.86894451301305,1.98860080037792,0.59,0.18,0,0
"1139","LOC105379011",105379011,NA,"Glutamatergic",0.786,0.404,1.9369142518751,1.3425666526736,0.767,0.534,0,0
"1140","LOC105379014",105379014,NA,"Glutamatergic",0.34,0.077,1.71498641572613,1.18873799875917,0.633,0.266,0,0
"1141","LOC105379037",105379037,NA,"Glutamatergic",0.297,0.117,3.93284904164779,2.72604322478605,0.602,0.204,0,0
"1142","LOC105379069",105379069,NA,"GABAergic",0.257,0.107,2.98960716034987,2.07223777417834,0.582,0.164,0,0
"1143","LOC105379143",105379143,NA,"Non-neuronal",0.287,0.3,1.80292912808132,1.24969524187897,0.5,0,2.82743166710701e-34,1.42166091653808e-29
"1144","LOC105379168",105379168,NA,"GABAergic",0.325,0.231,3.89458041281861,2.6995174326092,0.563,0.126,0,0
"1145","LOC105379362",105379362,NA,"Non-neuronal",0.255,0.219,2.34118806566361,1.62278790687533,0.526,0.052,1.27812612124786e-68,6.42654595024636e-64
"1146","LOC105379364",105379364,NA,"Non-neuronal",0.499,0.528,2.6182669238176,1.81484433619753,0.516,0.032,2.90343955048618e-142,1.45987844037995e-137
"1147","LOC284930",284930,NA,"Glutamatergic",0.78,0.309,6.80203628397102,4.71481227230096,0.837,0.674,0,0
"1148","LOC285500",285500,NA,"Non-neuronal",0.506,0.443,3.26123383082183,2.26051503498086,0.573,0.146,0,0
"1149","LOC285556",285556,"ENSG00000248713","Glutamatergic",0.342,0.23,2.05661075582121,1.42553394690673,0.566,0.132,0,0
"1150","LOC285696",285696,NA,"Glutamatergic",0.934,0.489,2.51129317796338,1.74069578586473,0.872,0.744,0,0
"1151","LOC285762",285762,NA,"Glutamatergic",0.287,0.068,1.7433618330074,1.2084063392449,0.613,0.226,0,0
"1152","LOC285768",285768,NA,"Glutamatergic",0.273,0.184,2.07510632132684,1.43835409598982,0.552,0.104,1.76381435565325e-321,8.86863496166011e-317
"1153","LOC286094",286094,NA,"Glutamatergic",0.297,0.191,1.8361091435085,1.27269387602325,0.562,0.124,0,0
"1154","LOC286114",286114,NA,"Glutamatergic",0.262,0.03,3.2307955028494,2.23941679376582,0.618,0.236,0,0
"1155","LOC400499",400499,"ENSG00000188897","Non-neuronal",0.398,0.371,1.80694299579833,1.25247744297015,0.532,0.0640000000000001,4.69787890434302e-128,2.36214049189271e-123
"1156","LOC401478",401478,NA,"Non-neuronal",0.382,0.463,1.70832807981679,1.1841227919964,0.467,0.0659999999999999,2.74273890313145e-43,1.37907654788353e-38
"1157","LOC440896",440896,NA,"Glutamatergic",0.265,0.012,3.50507200697654,2.42953077929538,0.628,0.256,0,0
"1158","LOC643711",643711,NA,"Glutamatergic",0.301,0.2,2.14424651322032,1.48627842506416,0.559,0.118,0,0
"1159","LOC644339",644339,NA,"Non-neuronal",0.334,0.563,1.58572933874742,1.09914382028397,0.403,0.194,8.42172039304504e-277,4.23452523082698e-272
"1160","LOC646241",646241,NA,"Glutamatergic",0.612,0.191,2.43996751972943,1.6912566069583,0.739,0.478,0,0
"1161","LOC646652",646652,NA,"Non-neuronal",0.255,0.232,2.34890531120597,1.6281370938647,0.527,0.054,1.35225386836202e-316,6.79926767551107e-312
"1162","LOC648987",648987,NA,"Non-neuronal",0.303,0.346,3.05369706461836,2.1166615106244,0.499,0.002,6.32802792578829e-306,3.18179572136561e-301
"1163","LOC728755",728755,NA,"Non-neuronal",0.381,0.355,2.32178608900864,1.60933948145964,0.53,0.0600000000000001,1.66770279986683e-64,8.3853764480104e-60
"1164","LOC729506",729506,NA,"Non-neuronal",0.258,0.202,2.63526716411694,1.82662800482986,0.537,0.0740000000000001,3.33313586243338e-135,1.67593404299013e-130
"1165","LONRF3",79836,"ENSG00000175556","GABAergic",0.263,0.173,1.5138285108372,1.04930596413806,0.551,0.102,2.2356181839839e-204,1.12409117908895e-199
"1166","LPAR1",1902,"ENSG00000198121","Non-neuronal",0.581,0.192,6.0455477056973,4.19045434714473,0.736,0.472,0,0
"1167","LPAR5",57121,"ENSG00000184574","Non-neuronal",0.327,0.222,4.32508984845491,2.99792383412496,0.567,0.134,0,0
"1168","LPCAT2",54947,"ENSG00000087253","Non-neuronal",0.291,0.169,4.38498545687885,3.03944030623194,0.573,0.146,0,0
"1169","LPGAT1",9926,"ENSG00000123684","Non-neuronal",0.635,0.849,1.63335435660717,1.13215496713756,0.469,0.0620000000000001,0,0
"1170","LPP",4026,"ENSG00000145012","Non-neuronal",0.863,0.834,2.11047218359519,1.46286784370919,0.662,0.324,0,0
"1171","LPPR1",54886,"ENSG00000148123, ENSG00000276539","Non-neuronal",0.58,0.513,2.58643737516222,1.79278177428856,0.597,0.194,3.02565801513179e-320,1.52133110658842e-315
"1172","LRIG1",26018,"ENSG00000144749","Non-neuronal",0.419,0.266,3.39509478628389,2.35330037884645,0.603,0.206,0,0
"1173","LRP1",4035,"ENSG00000123384","Non-neuronal",0.522,0.793,1.63903764988368,1.13609432584847,0.45,0.1,0,0
"1174","LRP2",4036,"ENSG00000081479","Non-neuronal",0.473,0.379,5.11452261132696,3.54511692795137,0.594,0.188,0,0
"1175","LRP4",4038,"ENSG00000134569","Non-neuronal",0.5,0.148,5.82709702585191,4.03903587431849,0.704,0.408,0,0
"1176","LRP5",4041,"ENSG00000162337","Non-neuronal",0.441,0.398,2.08082549924673,1.44231832804011,0.548,0.0960000000000001,3.13720492893776e-183,1.5774180103192e-178
"1177","LRP8",7804,"ENSG00000157193","GABAergic",0.74,0.555,1.68316704326755,1.16668249045232,0.672,0.344,0,0
"1178","LRRC1",55227,"ENSG00000137269","Non-neuronal",0.441,0.354,2.66980296113071,1.85056639515834,0.575,0.15,3.39799758617887e-278,1.7085471663066e-273
"1179","LRRC16B",90668,"ENSG00000186648, ENSG00000284765","GABAergic",0.381,0.177,1.6310746714227,1.13057480977938,0.611,0.222,0,0
"1180","LRRC39",127495,"ENSG00000122477","GABAergic",0.699,0.461,2.19016203742258,1.51810464120889,0.685,0.37,0,0
"1181","LRRC63",220416,"ENSG00000173988","Non-neuronal",0.289,0.157,3.86215736850231,2.6770434908562,0.577,0.154,0,0
"1182","LRRC69",100130742,"ENSG00000214954","Non-neuronal",0.419,0.602,2.76638216376042,1.91750999716186,0.437,0.126,0,0
"1183","LRRC8D",55144,"ENSG00000171492","Non-neuronal",0.575,0.724,1.66166808095975,1.1517805453437,0.494,0.012,8.46032730077544e-243,4.2539371701029e-238
"1184","LRRIQ1",84125,"ENSG00000133640","Glutamatergic",0.616,0.246,2.39367455140686,1.65916876648575,0.725,0.45,0,0
"1185","LRTOMT",220074,"ENSG00000184154","Non-neuronal",0.155,0.354,1.52308032771156,1.05571883491958,0.409,0.182,2.57924529919559e-298,1.29687032888853e-293
"1186","LSR",51599,"ENSG00000105699","Non-neuronal",0.267,0.395,1.62729576342785,1.12795547035716,0.445,0.11,2.12942163732352e-139,1.07069449346264e-134
"1187","LSS",4047,"ENSG00000281289, ENSG00000160285","Non-neuronal",0.438,0.413,2.59258235535706,1.79704114998521,0.557,0.114,0,0
"1188","LTBP1",4052,"ENSG00000049323","Non-neuronal",0.662,0.642,1.75583053855544,1.21704898734075,0.551,0.102,7.66541986805432e-86,3.85424976385639e-81
"1189","LURAP1L.AS1",NA,NA,"Non-neuronal",0.257,0.209,3.22290170825448,2.23394523229842,0.536,0.0720000000000001,1.55603098881388e-220,7.82387941485506e-216
"1190","LY6H",4062,"ENSG00000274488, ENSG00000176956","GABAergic",0.727,0.496,1.50767986930364,1.0450440505948,0.676,0.352,0,0
"1191","LY86.AS1",NA,NA,"Glutamatergic",0.774,0.216,5.89648821148353,4.08713417899476,0.852,0.704,0,0
"1192","LYN",4067,"ENSG00000254087","Non-neuronal",0.526,0.369,5.64560915415579,3.91323806774651,0.63,0.26,0,0
"1193","LYPD6",130574,"ENSG00000187123","GABAergic",0.495,0.178,4.05888580832929,2.81340525425822,0.69,0.38,0,0
"1194","LYPD6B",130576,"ENSG00000150556","GABAergic",0.533,0.166,3.23356178206004,2.2413342324013,0.708,0.416,0,0
"1195","LYPD8",646627,"ENSG00000259823","Glutamatergic",0.46,0.065,4.22346270657817,2.92748126726474,0.71,0.42,0,0
"1196","LZTS1",11178,"ENSG00000061337","Glutamatergic",0.444,0.109,1.93832765324137,1.34354634784563,0.675,0.35,0,0
"1197","MACF1",23499,"ENSG00000127603","Non-neuronal",0.994,0.999,1.56219570888354,1.08283155109547,0.652,0.304,6.76030079350574e-74,3.39914684198262e-69
"1198","MAF",4094,"ENSG00000178573","GABAergic",0.868,0.365,3.73587770007226,2.58951309472186,0.875,0.75,0,0
"1199","MAFB",9935,"ENSG00000204103","GABAergic",0.342,0.02,4.09769546217481,2.84030605639975,0.663,0.326,0,0
"1200","MAG",4099,"ENSG00000105695","Non-neuronal",0.413,0.121,6.68025499897193,4.63039991795888,0.666,0.332,0,0
"1201","MAGT1",84061,"ENSG00000102158","Non-neuronal",0.408,0.403,2.35268827537478,1.63075924481247,0.521,0.042,2.61427101843647e-103,1.31448161078004e-98
"1202","MAL",4118,"ENSG00000172005","Non-neuronal",0.427,0.065,6.74111800545514,4.67258693930311,0.692,0.384,0,0
"1203","MAL2",114569,"ENSG00000147676","Glutamatergic",0.668,0.122,2.38354478539357,1.65214734773391,0.778,0.556,0,0
"1204","MALRD1",340895,"ENSG00000204740","Non-neuronal",0.666,0.664,1.65062368566988,1.14412515388753,0.543,0.0860000000000001,2.28622719138806e-60,1.14953789410183e-55
"1205","MAML2",84441,"ENSG00000184384","Non-neuronal",0.876,0.481,5.05130372558982,3.50129693554452,0.864,0.728,0,0
"1206","MAML3",55534,"ENSG00000196782","Non-neuronal",0.634,0.716,1.59211580436788,1.10357058092254,0.459,0.082,7.72285669433282e-31,3.88312957447749e-26
"1207","MAN2A1",4124,"ENSG00000112893","Non-neuronal",0.729,0.837,2.15643509438229,1.49472690573161,0.569,0.138,1.24641372419982e-276,6.26709284664913e-272
"1208","MAN2B1",4125,"ENSG00000104774","Non-neuronal",0.305,0.394,1.66275126694487,1.15253135265531,0.462,0.076,1.55680477906056e-69,7.82777010959442e-65
"1209","MAP3K1",4214,"ENSG00000095015","Non-neuronal",0.333,0.364,2.13707581047337,1.48130807267248,0.499,0.002,6.21215634789134e-75,3.12353433328325e-70
"1210","MAP4K4",9448,"ENSG00000071054","Non-neuronal",0.931,0.939,2.15819025742922,1.49594349204901,0.736,0.472,0,0
"1211","MAP4K5",11183,"ENSG00000012983","Non-neuronal",0.839,0.95,1.51917199542038,1.05300978541126,0.613,0.226,0,0
"1212","MAP7",9053,"ENSG00000135525","Non-neuronal",0.72,0.975,1.54849548196942,1.07333527743691,0.471,0.0580000000000001,0,0
"1213","MARCH3",115123,"ENSG00000173926","Non-neuronal",0.489,0.539,2.17978185734904,1.5109096486572,0.504,0.00800000000000001,4.0866440731561e-111,2.05480550642362e-106
"1214","MARCKSL1",65108,"ENSG00000175130","Non-neuronal",0.339,0.179,3.12152917445763,2.16367914631092,0.597,0.194,0,0
"1215","MAST3",23031,"ENSG00000099308","Glutamatergic",0.921,0.503,1.54958768006985,1.07409233147085,0.851,0.702,0,0
"1216","MATN2",4147,"ENSG00000132561","Non-neuronal",0.553,0.519,2.28782181371685,1.58579723980138,0.549,0.0980000000000001,1.73873001667804e-120,8.74250839685885e-116
"1217","MB21D1",115004,"ENSG00000164430","Non-neuronal",0.303,0.279,2.39241296495289,1.65829430139216,0.523,0.046,1.69012372363121e-98,8.49811109479008e-94
"1218","MBOAT1",154141,"ENSG00000172197","Non-neuronal",0.267,0.231,2.39587039602152,1.66069080998935,0.527,0.054,1.42687400718069e-99,7.17446519550523e-95
"1219","MBP",4155,"ENSG00000197971","Non-neuronal",0.713,0.646,5.01961940894632,3.47933504079513,0.665,0.33,0,0
"1220","MCC",4163,"ENSG00000171444","GABAergic",0.765,0.603,1.55513434916633,1.07793698951656,0.672,0.344,0,0
"1221","MCHR2",84539,"ENSG00000152034","Glutamatergic",0.711,0.244,5.46848536152821,3.79046521027661,0.805,0.61,0,0
"1222","MDFIC",29969,"ENSG00000135272","Glutamatergic",0.338,0.176,2.0616491310679,1.42902628250358,0.593,0.186,0,0
"1223","MDM2",4193,"ENSG00000135679","Non-neuronal",0.446,0.581,1.50220496972221,1.0412491393861,0.458,0.084,1.07228889382871e-126,5.39157578706014e-122
"1224","MECOM",2122,"ENSG00000085276","Non-neuronal",0.391,0.397,4.81280417942274,3.33598164755399,0.517,0.034,1.27549942312181e-186,6.41333864939879e-182
"1225","MEGF10",84466,"ENSG00000145794","Non-neuronal",0.629,0.251,4.8466486707603,3.35944086130211,0.744,0.488,0,0
"1226","MEGF11",84465,"ENSG00000157890, ENSG00000277848","Non-neuronal",0.489,0.467,2.6311441563194,1.82377015359956,0.531,0.0620000000000001,5.24570189489772e-84,2.63759136977352e-79
"1227","MEIS1",4211,"ENSG00000143995","Non-neuronal",0.459,0.419,3.95332539206432,2.74023634934542,0.581,0.162,0,0
"1228","MEIS2",4212,"ENSG00000134138","Non-neuronal",0.699,0.512,1.67702240706789,1.16242335319497,0.65,0.3,1.37213514917766e-277,6.8992327435802e-273
"1229","MEIS3",56917,"ENSG00000105419","Glutamatergic",0.722,0.328,1.7000975638219,1.17841783303998,0.738,0.476,0,0
"1230","MERTK",10461,"ENSG00000153208","Non-neuronal",0.537,0.428,3.91329680434256,2.71249064662429,0.608,0.216,0,0
"1231","MET",4233,"ENSG00000105976","Glutamatergic",0.394,0.231,2.11797061906742,1.46806536311539,0.6,0.2,0,0
"1232","METAP1D",254042,"ENSG00000172878","GABAergic",0.841,0.504,2.95869480965817,2.0508109654519,0.793,0.586,0,0
"1233","METTL7A",25840,"ENSG00000185432","Non-neuronal",0.292,0.112,4.32244585875932,2.99609116012203,0.599,0.198,0,0
"1234","MFAP3L",9848,"ENSG00000198948","Non-neuronal",0.448,0.427,2.00806759441822,1.39188639144478,0.545,0.0900000000000001,1.37860664347929e-163,6.93177206407823e-159
"1235","MFGE8",4240,"ENSG00000140545","Non-neuronal",0.261,0.101,3.30015360138168,2.28749216421246,0.586,0.172,0,0
"1236","MFSD4",148808,"ENSG00000174514","Glutamatergic",0.735,0.164,2.21601738715841,1.53602620398067,0.8,0.6,0,0
"1237","MIATNB",102724827,NA,"Non-neuronal",0.304,0.28,2.14945948638341,1.48989178271449,0.519,0.038,1.21085382795531e-44,6.0882941323421e-40
"1238","MICALL1",85377,"ENSG00000100139","Non-neuronal",0.285,0.226,2.14989128039635,1.49019107951714,0.538,0.0760000000000001,1.81740836190604e-84,9.13811098449978e-80
"1239","MICALL2",79778,"ENSG00000164877","Non-neuronal",0.328,0.425,2.45543040928332,1.70197466525588,0.487,0.026,0,0
"1240","MID1",4281,"ENSG00000101871","Non-neuronal",0.622,0.679,1.75629520752092,1.21737107132407,0.514,0.028,2.43183623593641e-118,1.22275157779118e-113
"1241","MILR1",284021,"ENSG00000271605","Non-neuronal",0.287,0.209,5.44136209821533,3.77166479678371,0.553,0.106,0,0
"1242","MIR137HG",400765,NA,"Glutamatergic",0.91,0.35,2.57181822629321,1.78264855246781,0.863,0.726,0,0
"1243","MIR219A2",407003,NA,"Non-neuronal",0.256,0.001,1.69788058113733,1.17688113774282,0.628,0.256,0,0
"1244","MIR31HG",554202,NA,"Glutamatergic",0.619,0.22,2.22722848122954,1.54379714222707,0.741,0.482,0,0
"1245","MIR325HG",101928469,NA,"GABAergic",0.923,0.858,2.29005215973087,1.58734319785267,0.712,0.424,0,0
"1246","MIR646HG",284757,NA,"Non-neuronal",0.194,0.252,1.79213808040013,1.24221545760346,0.472,0.056,2.13599778279934e-22,1.07400104516934e-17
"1247","MIR7978",102465859,NA,"Glutamatergic",0.677,0.094,1.9467834138395,1.34940743446372,0.789,0.578,0,0
"1248","MIRLET7BHG",400931,NA,"Non-neuronal",0.223,0.25,2.15565440882749,1.49418577574039,0.5,0,1.01637045299017e-239,5.11041227467988e-235
"1249","MITF",4286,"ENSG00000187098","Non-neuronal",0.457,0.344,1.94470773435649,1.34796868308232,0.578,0.156,5.18282109611435e-128,2.60597427533726e-123
"1250","MITF",4286,"ENSG00000187098","GABAergic",0.582,0.283,1.92123957421008,1.3317017940439,0.687,0.374,0,0
"1251","MKL2",57496,"ENSG00000186260","Glutamatergic",0.995,0.781,1.96173149494652,1.35976865473784,0.896,0.792,0,0
"1252","MLIP",90523,"ENSG00000146147","Glutamatergic",0.924,0.278,5.81575736719192,4.03117582188982,0.94,0.88,0,0
"1253","MLLT6",4302,"ENSG00000275851, ENSG00000275023","Non-neuronal",0.31,0.49,1.51779401277658,1.05205464062685,0.437,0.126,1.60918228945755e-292,8.0911294696215e-288
"1254","MMD2",221938,"ENSG00000136297","Non-neuronal",0.643,0.528,4.07442395087553,2.82417547395528,0.64,0.28,0,0
"1255","MMP17",4326,"ENSG00000198598","Glutamatergic",0.742,0.246,1.56639134768969,1.0857397463046,0.766,0.532,0,0
"1256","MMP28",79148,"ENSG00000278843, ENSG00000271447","Non-neuronal",0.229,0.28,2.14910305710027,1.48964472476182,0.483,0.034,1.34162394159435e-114,6.74581934073057e-110
"1257","MOB3B",79817,"ENSG00000120162","Non-neuronal",0.633,0.726,1.83956662831574,1.27509042186922,0.492,0.016,1.0044257397934e-67,5.05035306225521e-63
"1258","MOBP",4336,"ENSG00000168314","Non-neuronal",0.524,0.281,5.92207622516786,4.10487043853619,0.667,0.334,0,0
"1259","MOCOS",55034,"ENSG00000075643","Non-neuronal",0.448,0.404,1.67950706581367,1.16414558739925,0.543,0.0860000000000001,1.55492191897253e-43,7.81830290078579e-39
"1260","MOG",4340,"ENSG00000204655, ENSG00000236561, ENSG00000137345, ENSG00000237834, ENSG00000234096, ENSG00000230885, ENSG00000234623, ENSG00000232641","Non-neuronal",0.473,0.085,7.86818871513148,5.45381282400697,0.711,0.422,0,0
"1261","MORC1",27136,"ENSG00000114487","Non-neuronal",0.268,0.238,3.90087954448825,2.70388365796599,0.526,0.052,5.40350652851841e-242,2.71693711760434e-237
"1262","MOSPD2",158747,"ENSG00000130150","Non-neuronal",0.323,0.401,1.80496685344358,1.25110768546857,0.478,0.044,1.15486717303814e-78,5.80678763275306e-74
"1263","MPP7",143098,"ENSG00000150054","Glutamatergic",0.8,0.547,1.73327810746262,1.201416833314,0.727,0.454,0,0
"1264","MRC1",4360,"ENSG00000260314","Non-neuronal",0.314,0.202,4.85908104712623,3.36805832792781,0.571,0.142,0,0
"1265","MRC2",9902,"ENSG00000011028","Non-neuronal",0.295,0.267,3.15388232757902,2.18610464317923,0.524,0.048,5.17010986570062e-142,2.59958294157293e-137
"1266","MRVI1",10335,"ENSG00000072952","Non-neuronal",0.329,0.234,3.66801452545373,2.54247392657118,0.567,0.134,0,0
"1267","MSI1",4440,"ENSG00000135097","Non-neuronal",0.275,0.228,2.14307892752679,1.48546911633263,0.532,0.0640000000000001,2.11964711685845e-111,1.0657797668276e-106
"1268","MSI2",124540,"ENSG00000153944","Non-neuronal",0.825,0.867,2.85552070345702,1.97929612463179,0.589,0.178,2.09739483164473e-316,1.05459109529928e-311
"1269","MSN",4478,"ENSG00000147065","Non-neuronal",0.448,0.423,3.64794330647374,2.52856161772479,0.546,0.0920000000000001,0,0
"1270","MT2A",4502,"ENSG00000125148","Non-neuronal",0.31,0.067,5.47663557425419,3.79611450724859,0.63,0.26,0,0
"1271","MT3",4504,"ENSG00000087250","Non-neuronal",0.442,0.655,2.35827032920777,1.63462842968855,0.496,0.00800000000000001,0,0
"1272","MTAP",4507,"ENSG00000099810","Non-neuronal",0.315,0.383,1.93107762584431,1.33852101179637,0.487,0.026,1.58680362991102e-161,7.97860733155559e-157
"1273","MTMR10",54893,"ENSG00000166912, ENSG00000277086","Non-neuronal",0.467,0.331,3.01481994039558,2.0897139415811,0.604,0.208,0,0
"1274","MTSS1",9788,"ENSG00000170873","GABAergic",0.938,0.658,1.91317367210409,1.32611093674047,0.829,0.658,0,0
"1275","MTSS1L",92154,"ENSG00000132613","Non-neuronal",0.43,0.427,2.67738708544773,1.8558233095457,0.556,0.112,0,0
"1276","MTUS1",57509,"ENSG00000129422","Non-neuronal",0.719,0.471,3.12203911693593,2.164032611502,0.712,0.424,0,0
"1277","MUM1L1",139221,"ENSG00000157502","Glutamatergic",0.294,0.098,2.51766904526864,1.74511520031101,0.606,0.212,0,0
"1278","MUSK",4593,"ENSG00000030304","Non-neuronal",0.291,0.156,5.26352892357694,3.64840023317308,0.582,0.164,0,0
"1279","MVB12B",89853,"ENSG00000196814","Non-neuronal",0.697,0.735,2.54107171711179,1.76133669631666,0.602,0.204,0,0
"1280","MVP",9961,"ENSG00000013364","Non-neuronal",0.338,0.285,2.57661071140482,1.78597045001081,0.537,0.0740000000000001,1.00124635133622e-87,5.03436677915364e-83
"1281","MXD4",10608,"ENSG00000123933","Non-neuronal",0.24,0.319,1.76278589867475,1.22187007559723,0.478,0.044,6.79142646897823e-249,3.41479714286695e-244
"1282","MYH11",4629,"ENSG00000276480, ENSG00000133392","GABAergic",0.558,0.545,1.8653496161766,1.29296182721139,0.529,0.0580000000000001,1.19404975212836e-276,6.00380155867658e-272
"1283","MYO10",4651,"ENSG00000145555","Non-neuronal",0.914,0.846,3.94640790089608,2.73544150984561,0.724,0.448,0,0
"1284","MYO15B",80022,"ENSG00000266714","Non-neuronal",0.489,0.173,5.46414119441607,3.78745406309095,0.689,0.378,0,0
"1285","MYO16",23026,"ENSG00000041515","GABAergic",0.802,0.666,2.46486594232712,1.70851487838228,0.699,0.398,0,0
"1286","MYO18A",399687,"ENSG00000196535","Non-neuronal",0.421,0.495,1.87605023022938,1.30037892767233,0.482,0.036,4.26770546555777e-112,2.1458449851371e-107
"1287","MYO1E",4643,"ENSG00000157483","Non-neuronal",0.694,0.553,3.8652551986689,2.67919074310202,0.657,0.314,0,0
"1288","MYO1F",4542,"ENSG00000142347","Non-neuronal",0.526,0.49,3.2279446821994,2.23744075546998,0.543,0.0860000000000001,3.95020640214613e-183,1.9862032810631e-178
"1289","MYO3A",53904,"ENSG00000095777","GABAergic",0.438,0.399,2.11385049927523,1.46520951369786,0.534,0.0680000000000001,2.03759098979829e-274,1.02452112558048e-269
"1290","MYO3B",140469,"ENSG00000071909","GABAergic",0.708,0.665,1.90711628857938,1.32191227842875,0.571,0.142,0,0
"1291","MYO5B",4645,"ENSG00000167306","GABAergic",0.503,0.341,3.65095442178397,2.53064876381243,0.624,0.248,0,0
"1292","MYO5C",55930,"ENSG00000128833","Glutamatergic",0.563,0.179,2.68110008210014,1.85839696270675,0.721,0.442,0,0
"1293","MYO9B",4650,"ENSG00000099331","Non-neuronal",0.784,0.817,1.75692472435519,1.21780741914287,0.516,0.032,4.25177557046817e-48,2.1378352745871e-43
