"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"3285","LOC105376287",105376287,NA,"Microglia",0.36,0.189,4.37062026346248,3.02948311291718,0.608,0.216,0,0
"3286","LOC105376354",105376354,NA,"L5/6 IT Car3",0.474,0.069,3.41379256886002,2.36626069412182,0.71,0.42,0,0
"3287","LOC105376387",105376387,NA,"Astrocyte",0.799,0.368,4.68081359770776,3.24449274797778,0.828,0.656,0,0
"3288","LOC105376387",105376387,NA,"Oligodendrocyte",0.488,0.374,3.10847010421605,2.15462728859223,0.602,0.204,0,0
"3289","LOC105376388",105376388,NA,"Microglia",0.444,0.022,8.92181929718027,6.18413389130582,0.716,0.432,0,0
"3290","LOC105376457",105376457,NA,"L5 ET",0.785,0.095,4.70726728387084,3.26282904595715,0.875,0.75,2.00422844467199e-212,1.00774610426552e-207
"3291","LOC105376460",105376460,NA,"L5 ET",0.443,0.008,3.77439492006793,2.61621119716487,0.718,0.436,2.27430874912829e-101,1.14354518214919e-96
"3292","LOC105376481",105376481,NA,"VLMC",0.636,0.239,6.09142309788704,4.22225274589814,0.759,0.518,5.03115433193232e-13,2.52971470963889e-08
"3293","LOC105376571",105376571,NA,"PVALB",0.435,0.131,2.65942185974537,1.84337076400199,0.666,0.332,0,0
"3294","LOC105376571",105376571,NA,"SST",0.405,0.135,3.29921406731095,2.2868409288203,0.649,0.298,0,0
"3295","LOC105376591",105376591,NA,"L6b",0.617,0.212,2.50969756200704,1.73958978916334,0.732,0.464,1.4275312165461e-253,7.17776970991546e-249
"3296","LOC105376591",105376591,NA,"L6 CT",0.763,0.19,3.41458372944903,2.36680908485346,0.826,0.652,0,0
"3297","LOC105376592",105376592,NA,"L6b",0.402,0.135,2.2179771772828,1.53738462697988,0.645,0.29,8.69720810120272e-161,4.37304320536574e-156
"3298","LOC105376592",105376592,NA,"L6 CT",0.473,0.122,2.97556683834752,2.06250576456826,0.693,0.386,0,0
"3299","LOC105376596",105376596,NA,"L6 CT",0.572,0.263,5.531406780488,3.83407901442542,0.709,0.418,0,0
"3300","LOC105376603",105376603,NA,"Microglia",0.625,0.157,8.93041143158525,6.19008950504362,0.779,0.558,0,0
"3301","LOC105376640",105376640,NA,"VLMC",0.364,0.206,3.97420682732939,2.75471025732546,0.594,0.188,NA,NA
"3302","LOC105376908",105376908,NA,"Microglia",0.485,0.324,4.3866839500814,3.04061761200649,0.624,0.248,0,0
"3303","LOC105376917",105376917,NA,"Astrocyte",0.774,0.181,7.43764542823104,5.15538295858291,0.86,0.72,0,0
"3304","LOC105376947",105376947,NA,"VLMC",0.455,0.095,3.20227448470366,2.2196475304514,0.689,0.378,0.0019196801621921,1
"3305","LOC105376973",105376973,NA,"Endothelial",0.4,0.376,2.10434922006901,1.45862372880435,0.515,0.03,NA,NA
"3306","LOC105376973",105376973,NA,"Pericyte",0.438,0.376,2.48020828278571,1.71914937841433,0.544,0.0880000000000001,NA,NA
"3307","LOC105376973",105376973,NA,"VLMC",0.545,0.376,2.16967126259339,1.50390151840854,0.583,0.166,NA,NA
"3308","LOC105377009",105377009,NA,"PAX6",0.388,0.099,2.71177354031922,1.87965818378933,0.654,0.308,9.48419812098473e-63,4.76874965721233e-58
"3309","LOC105377087",105377087,NA,"L6b",0.736,0.172,3.19578252955959,2.21514765004696,0.818,0.636,0,0
"3310","LOC105377180",105377180,NA,"L6b",0.498,0.327,2.20229696864897,1.52651593457475,0.618,0.236,1.72662953967842e-169,8.68166598845705e-165
"3311","LOC105377180",105377180,NA,"L5 ET",0.487,0.33,2.07914597741733,1.44115417221938,0.604,0.208,9.04024558957957e-18,4.5455258848965e-13
"3312","LOC105377181",105377181,NA,"L6b",0.354,0.051,2.27299767248041,1.57552192809912,0.652,0.304,1.33667656830134e-199,6.72094345307595e-195
"3313","LOC105377181",105377181,NA,"L6 CT",0.375,0.04,3.78431472253366,2.62308708027569,0.671,0.342,0,0
"3314","LOC105377183",105377183,NA,"L6 CT",0.457,0.075,3.82087880782753,2.6484313729069,0.701,0.402,0,0
"3315","LOC105377183",105377183,NA,"L6b",0.506,0.086,2.62475302894193,1.81934016167728,0.716,0.432,3.77335317273801e-302,1.8972797087844e-297
"3316","LOC105377195",105377195,NA,"Microglia",0.437,0.296,2.24575964539879,1.55664196642347,0.591,0.182,5.3888007083941e-27,2.70954288418764e-22
"3317","LOC105377209",105377209,NA,"L2/3 IT",0.465,0.322,2.49056351143615,1.72632707595744,0.601,0.202,0,0
"3318","LOC105377262",105377262,NA,"L5/6 IT Car3",0.365,0.318,2.4575250554779,1.70342656335993,0.539,0.0780000000000001,1.94232401130365e-67,9.76619936123587e-63
"3319","LOC105377289",105377289,NA,"L6 CT",0.444,0.102,2.27749587122012,1.57863984187314,0.677,0.354,0,0
"3320","LOC105377329",105377329,NA,"L3/5 IT",0.744,0.394,2.37221542546966,1.6442944338451,0.739,0.478,0,0
"3321","LOC105377484",105377484,NA,"Oligodendrocyte",0.378,0.401,2.06780735039481,1.4332948348673,0.506,0.012,5.7738709183335e-40,2.90316003644727e-35
"3322","LOC105377484",105377484,NA,"OPC",0.554,0.398,2.53363031399803,1.75617870872894,0.623,0.246,1.79609583163919e-75,9.03094945106501e-71
"3323","LOC105377484",105377484,NA,"VLMC",0.455,0.4,2.37560840437437,1.64664626760661,0.558,0.116,NA,NA
"3324","LOC105377509",105377509,NA,"L2/3 IT",0.659,0.327,2.0757273025309,1.43878452736059,0.716,0.432,0,0
"3325","LOC105377509",105377509,NA,"L6b",0.772,0.385,2.05509580249174,1.42448386127773,0.755,0.51,1.42043807684149e-243,7.14210469416672e-239
"3326","LOC105377564",105377564,NA,"SST",0.808,0.734,2.1410955360192,1.4840943341012,0.621,0.242,1.26539021805787e-248,6.36250855541679e-244
"3327","LOC105377567",105377567,NA,"SST",0.979,0.733,3.48961195360624,2.41881468689045,0.921,0.842,0,0
"3328","LOC105377567",105377567,NA,"VIP",0.953,0.729,2.8443017913867,1.9715197673613,0.86,0.72,0,0
"3329","LOC105377568",105377568,NA,"SST",0.409,0.068,3.2031324695319,2.22024224021605,0.675,0.35,0,0
"3330","LOC105377569",105377569,NA,"SST",0.436,0.102,3.2404415725902,2.24610293981013,0.678,0.356,0,0
"3331","LOC105377574",105377574,NA,"SST",0.924,0.547,3.35616417703632,2.32631573680902,0.877,0.754,0,0
"3332","LOC105377574",105377574,NA,"VIP",0.846,0.543,2.8440565946185,1.97134980991273,0.797,0.594,0,0
"3333","LOC105377585",105377585,NA,"Astrocyte",0.398,0.271,2.32166210759775,1.60925354409423,0.577,0.154,7.98387318921648e-39,4.01437127826994e-34
"3334","LOC105377632",105377632,NA,"OPC",0.93,0.562,4.79446331850819,3.32326873152203,0.904,0.808,0,0
"3335","LOC105377632",105377632,NA,"Microglia",0.685,0.567,3.38949621763308,2.34941974677097,0.653,0.306,1.96338810352113e-151,9.87211172331462e-147
"3336","LOC105377632",105377632,NA,"Oligodendrocyte",0.573,0.568,2.10893765193832,1.46180418741776,0.562,0.124,2.34863776051333e-166,1.18091855236371e-161
"3337","LOC105377684",105377684,NA,"Microglia",0.788,0.176,6.89770911016371,4.78112762203262,0.863,0.726,0,0
"3338","LOC105377699",105377699,NA,"L5 ET",0.411,0.314,2.04392483461355,1.41674073638883,0.566,0.132,2.29743368333632e-08,0.00115517263031833
"3339","LOC105377701",105377701,NA,"L3/5 IT",0.408,0.078,2.47850965579449,1.71797197990455,0.669,0.338,0,0
"3340","LOC105377703",105377703,NA,"L3/5 IT",0.751,0.353,2.54075709179182,1.76111861466318,0.772,0.544,0,0
"3341","LOC105377706",105377706,NA,"L3/5 IT",0.361,0.128,2.42650316336955,1.68192382630939,0.628,0.256,0,0
"3342","LOC105377718",105377718,NA,"L5/6 NP",0.657,0.187,2.13087791834249,1.47701202121654,0.755,0.51,4.84052192550438e-218,2.43386282936286e-213
"3343","LOC105377785",105377785,NA,"L4 IT",0.621,0.331,2.20961688551478,1.53158971431222,0.689,0.378,0,0
"3344","LOC105377788",105377788,NA,"L4 IT",0.525,0.253,2.07403770046782,1.4376133844543,0.661,0.322,0,0
"3345","LOC105377795",105377795,NA,"L6b",0.367,0.192,2.28240676418618,1.5820438134866,0.602,0.204,5.16720491509678e-131,2.59812230335981e-126
"3346","LOC105377862",105377862,NA,"Pericyte",0.406,0.491,2.74098019155545,1.89990269174732,0.467,0.0659999999999999,NA,NA
"3347","LOC105377862",105377862,NA,"VLMC",0.727,0.491,5.87514555736424,4.07234057846631,0.727,0.454,1.52615548144622e-14,7.67366237625974e-10
"3348","LOC105377862",105377862,NA,"Endothelial",0.529,0.491,4.50827895318325,3.12490084557671,0.587,0.174,1.74733903168959e-30,8.78579538523843e-26
"3349","LOC105377862",105377862,NA,"L4 IT",0.553,0.486,2.47251934284367,1.71381981137201,0.575,0.15,0,0
"3350","LOC105377864",105377864,NA,"L4 IT",0.614,0.183,3.86238278554898,2.67719973804654,0.751,0.502,0,0
"3351","LOC105377885",105377885,NA,"VIP",0.478,0.376,3.58551712491519,2.48529108598437,0.582,0.164,0,0
"3352","LOC105377885",105377885,NA,"PAX6",0.615,0.382,3.51190186383334,2.4342648753193,0.674,0.348,7.32121118466005e-193,3.68117819575892e-188
"3353","LOC105377904",105377904,NA,"Astrocyte",0.448,0.29,2.75066212987196,1.90661369999376,0.608,0.216,8.18060994401883e-104,4.11329248595211e-99
"3354","LOC105377914",105377914,NA,"L5 ET",0.361,0.19,2.41776253287715,1.67586528292727,0.608,0.216,1.47896918538221e-42,7.43640496102027e-38
"3355","LOC105377915",105377915,NA,"L5 ET",0.437,0.167,2.4163093908873,1.67485804165405,0.656,0.312,6.60658173439671e-48,3.32185536187201e-43
"3356","LOC105377918",105377918,NA,"Microglia",0.525,0.044,7.20164076846026,4.99179699406379,0.75,0.5,0,0
