"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"307","ATP1A2",477,"ENSG00000018625","VLMC",0.909,0.199,5.2763822638631,3.65730948975321,0.938,0.876,3.95598766271092e-15,1.98911015668768e-10
"308","ATP1A2",477,"ENSG00000018625","Astrocyte",0.995,0.179,6.42277852541928,4.45193082625534,0.993,0.986,0,0
"309","ATP1B2",482,"ENSG00000129244","Astrocyte",0.961,0.342,3.97477395525635,2.75510336044904,0.929,0.858,0,0
"310","ATP1B2",482,"ENSG00000129244","Pericyte",0.844,0.357,2.62697437338576,1.82087988031558,0.803,0.606,8.79278670987209e-10,4.42110108559078e-05
"311","ATP2C2",9914,"ENSG00000064270","L5/6 NP",0.896,0.392,3.04349278474785,2.1095884428025,0.867,0.734,0,0
"312","ATP2C2",9914,"ENSG00000064270","OPC",0.519,0.398,2.82333138412671,1.95698418869383,0.604,0.208,1.75498994821552e-95,8.82426495862244e-91
"313","ATP6V0E1",8992,"ENSG00000113732","Pericyte",0.438,0.591,2.97353001491434,2.06109394614824,0.486,0.028,3.34968942094096e-06,0.168425733774332
"314","ATP6V1C2",245973,"ENSG00000143882","L5 ET",0.848,0.311,3.76247510663064,2.60794901208802,0.876,0.752,2.60255609114102e-156,1.30859122818662e-151
"315","ATP7A",538,"ENSG00000165240","Microglia",0.485,0.469,3.41192171398502,2.36496391633997,0.544,0.0880000000000001,3.24108804793335e-49,1.62965148138137e-44
"316","ATP7B",540,"ENSG00000123191","Endothelial",0.4,0.436,2.92312472313022,2.02615566026278,0.522,0.044,2.96482333284144e-07,0.01490742819986
"317","ATP8B4",79895,"ENSG00000104043","Microglia",0.924,0.49,5.8242496990748,4.03706225779081,0.917,0.834,0,0
"318","AXL",558,"ENSG00000167601","Pericyte",0.625,0.386,4.27167230460365,2.96089761421203,0.684,0.368,1.36477004988111e-20,6.86220028780722e-16
"319","AXL",558,"ENSG00000167601","Astrocyte",0.703,0.378,3.59320460431341,2.49061964065486,0.738,0.476,0,0
"320","AXL",558,"ENSG00000167601","Microglia",0.631,0.382,4.54169881092389,3.14806572574435,0.69,0.38,4.93034920625578e-303,2.47902888439747e-298
