"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"166","ATP13A4",84239,"ENSG00000127249","Astrocyte",0.978,0.317,4.24733461081545,2.9440280103814,0.956,0.912,0,0
"167","ATP13A5",344905,"ENSG00000187527","Astrocyte",0.39,0.134,3.53069252350143,2.4472895680891,0.642,0.284,1.25106814413964e-165,6.29049573554853e-161
"168","ATP1B2",482,"ENSG00000129244","Astrocyte",0.961,0.374,3.64918494432968,2.52942225550392,0.918,0.836,0,0
"169","ATP1B3",483,"ENSG00000069849","Pericyte",0.562,0.636,2.5674979441789,1.77965396110106,0.55,0.1,0.000986765657957694,1
"170","ATP2C2",9914,"ENSG00000064270","OPC",0.519,0.379,2.63366451017277,1.82551712976705,0.609,0.218,1.14954485489535e-73,5.78002648489933e-69
"171","ATP5H",10476,"ENSG00000167863","Pericyte",0.406,0.423,2.51482458117227,1.7431435680424,0.549,0.0980000000000001,1.7842728015157e-05,0.897150207330107
"172","ATP7A",538,"ENSG00000165240","Microglia",0.485,0.443,2.79149776208204,1.93491880332656,0.553,0.106,1.73404548516038e-31,8.71895410393492e-27
"173","ATP7B",540,"ENSG00000123191","Endothelial",0.4,0.318,3.23683671059713,2.24360423988333,0.571,0.142,1.43499470946717e-07,0.00721529689867189
"174","ATP8B1",5205,"ENSG00000081923","VLMC",0.727,0.45,2.52618416181632,1.75101742933817,0.64,0.28,NA,NA
"175","ATP8B4",79895,"ENSG00000104043","Microglia",0.924,0.461,5.77791344919358,4.00494441682792,0.919,0.838,0,0
"176","B3GALT2",8707,"ENSG00000162630","LAMP5",0.824,0.333,2.59938222395619,1.80175445973287,0.812,0.624,1.95629429964608e-133,9.83644336805045e-129
"177","B4GALNT3",283358,"ENSG00000139044","Excitatory",0.678,0.283,2.66526326613708,1.84741971837291,0.759,0.518,0,0
"178","B4GALNT4",338707,"ENSG00000182272","Astrocyte",0.719,0.466,2.79252087158059,1.93562796879089,0.725,0.45,1.78759936097045e-243,8.9882283468955e-239
"179","B4GALT1",2683,"ENSG00000086062","Microglia",0.401,0.162,4.52924922978422,3.13943633367824,0.638,0.276,3.62170452079069e-138,1.82102925009877e-133
"180","BCAN",63827,"ENSG00000132692","OPC",0.921,0.299,4.04348418894573,2.80272966520645,0.911,0.822,0,0
