"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"MYO15B",0.226921129424669,0.121360857004267,0.25,0.25,1
"CHMP2A",0.227247212849121,-0.693147180559945,0.542,0.708,1
"CELSR2",0.227277384116968,-0.599118230911669,0.625,0.708,1
"MRPL27",0.227416654808764,-0.743336925083801,0.625,0.75,1
"RAB40A",0.227523058824295,-0.0526437334854221,0.5,0.417,1
"CARNMT1",0.227544578007449,-0.501796217046596,0.625,0.917,1
"RBM19",0.227605745749004,-0.0784716154414949,0.542,0.5,1
"ISCA1",0.227616132271315,-0.538996500732687,0.75,0.958,1
"TBC1D1",0.227709218827157,-0.604067550506256,0.75,0.75,1
"PHF2",0.227725693916122,-0.150282203049338,0.792,0.708,1
"CAD",0.227903858078055,-0.0500104205746615,0.5,0.375,1
"CNTNAP1",0.228199387077995,-0.187211542088147,0.875,0.792,1
"PRB1",0.228278346440695,0.125163142954006,0.292,0.167,1
"HGSNAT",0.228307820752088,-0.549107810337008,0.792,0.958,1
"JAG2",0.228321092366382,-0.113944259349218,0.667,0.708,1
"PPM1F",0.228337621118497,-0.152016207298626,0.833,0.583,1
"HTR7",0.228393424482991,-0.144581228811108,0.625,0.542,1
"CCP110",0.228433509991773,-0.216873938300614,0.875,0.875,1
"RPS4Y1",0.228436898798302,-0.297632403304949,0.458,0.458,1
"DGKI",0.228504424738396,-0.538996500732687,0.917,0.958,1
"FASTKD1",0.228629652528866,-0.520304367720534,0.792,0.917,1
"AQR",0.228667229739543,-0.51581316527703,0.833,0.875,1
"FAM57A",0.228683297182826,-0.0273989741881143,0.333,0.417,1
"PECAM1",0.228757956474292,-0.0930904230660118,0.417,0.458,1
"NDRG3",0.229033565712394,-0.522102011833925,0.792,0.958,1
"AGAP5",0.229253296217756,-0.0971637484536476,0.458,0.5,1
"AC004076.9",0.229289302511452,-0.177681177237452,0.792,0.917,1
"SUDS3",0.229422056101691,-0.490910314065049,0.667,0.917,1
"SLC50A1",0.229449809433765,-0.0571584138399486,0.292,0.292,1
"UBAP2L",0.229563737692392,-0.521724914224027,0.75,0.75,1
"MFSD3",0.229655980187187,-0.0909717782057267,0.375,0.375,1
"ZNF251",0.229678232709748,-0.24329835329267,0.875,0.875,1
"TBC1D15",0.229879487695257,-0.252702353555754,0.833,0.875,1
"MUM1",0.229887282502664,-0.305149765492172,0.875,0.875,1
"ZNF106",0.23004805495061,-0.523248143764548,0.708,0.917,1
"CECR2",0.230048547753226,-0.0976384695639159,0.417,0.417,1
"FRMD3",0.23012784095344,-0.581443190979944,0.833,0.958,1
"LINGO1",0.230425898868303,-0.216575035272494,1,1,1
"PMM1",0.230429572984084,-0.135801541159062,0.5,0.458,1
"CCDC3",0.230450240684615,-0.224433042144081,0.792,1,1
"ATP5B",0.230451954315367,-0.572898052408369,0.792,0.917,1
"ADHFE1",0.230461125165428,-0.0229895182246989,0.458,0.375,1
"EID1",0.230573786890706,-0.6397819600205,0.875,0.958,1
"METTL2A",0.230613600579041,-0.115069329784787,0.5,0.292,1
"SKP1",0.230717095080077,-0.590868331439527,0.875,0.958,1
"GNL3L",0.230858615647961,-0.0779615414697119,0.5,0.333,1
"CYP46A1",0.23089173732149,-0.564273458209404,0.875,1,1
"PIGM",0.230906797475565,-0.0659579677917974,0.5,0.5,1
"HSPA2",0.230960491702356,-0.060624621816435,0.292,0.292,1
"AARS2",0.230970973618334,-0.0689928714869514,0.417,0.417,1
"VAC14",0.231060420313,-0.507430034764853,0.542,0.833,1
"PPP1R2",0.231155577525838,-0.524682658427417,0.708,0.917,1
"NRAS",0.231174019028353,-0.0229895182246989,0.375,0.375,1
"FAM90A1",0.231364163449877,-0.693147180559945,0,0.5,1
"RPH3A",0.231418204162472,-0.562618793195192,0.958,0.958,1
"ACAP3",0.231470973061626,-0.241675799443137,0.917,1,1
"MEI4",0.231509485839477,0.0588405000229334,0.292,0.292,1
"SERBP1",0.231585206640119,-0.230016430601972,0.833,0.875,1
"GOLGB1",0.231619514051279,-0.293125744032958,0.792,0.958,1
"AGPAT4",0.231655771197997,-0.523248143764548,0.833,0.958,1
"MCHR2",0.231762166742596,-0.095310179804325,0.5,0.375,1
"CADM3",0.231773977293484,-0.378378633922593,0.958,0.958,1
"GPANK1",0.231794321950545,-0.534923175345051,0.417,0.583,1
"STARD3",0.231888599350634,-0.525266307920785,0.458,0.75,1
"MAP1LC3A",0.232263959990902,-0.708978645776626,0.833,0.917,1
"HSP90B1",0.232419240813911,-0.585022323127969,0.708,0.875,1
"NDUFAF3",0.232526641965954,-0.619039208406224,0.5,0.792,1
"CDH3",0.232635486634809,-0.132059722013066,0.583,0.833,1
"SLC41A3",0.232658882726552,-0.505935638471799,0.625,0.875,1
"ACHE",0.232734772420596,-0.247836163904581,0.708,0.542,1
"USP4",0.23277302971268,-0.510825623765991,0.667,0.875,1
"MFSD11",0.232820735014904,-0.540440544304921,0.792,0.958,1
"DIRC2",0.232823868252134,-0.495979115648996,0.625,0.875,1
"CDH9",0.232846027048869,-0.36912558581752,0.958,1,1
"TSHZ1",0.232857695145086,-0.0851578083403071,0.583,0.458,1
"TRMT61B",0.232896658376577,-0.519300250756963,0.792,0.917,1
"CCBL1",0.233041464897445,-0.501069448820626,0.708,0.875,1
"PRKAR2A",0.233149578993488,-0.247524750604717,0.833,1,1
"HSP90AB1",0.233295808501759,-0.447844331077025,0.958,1,1
"PCDH15",0.233297034929267,-0.421302810620254,0.917,1,1
"AFF1",0.233464870127979,-0.123060092757227,0.708,0.833,1
"IQCG",0.233468978497007,-0.209720530982069,0.667,0.5,1
"VPS36",0.233582831671508,-0.26101382536962,0.75,0.917,1
"PDE1A",0.234004021262822,-0.353495291021353,1,0.958,1
"RAD51C",0.234026519531895,-0.216528312195491,0.875,0.833,1
"RYR2",0.234030166547589,-0.489782517951274,1,1,1
"RP4-613B23.5",0.234105055201717,-0.0779615414697119,0.375,0.5,1
"SP140",0.234181468085707,0.0723206615796261,0.292,0.292,1
"PLEKHA5",0.234279569072191,-0.486254363035485,1,1,1
"HEXDC",0.234292203399621,-0.0903840614682689,0.625,0.708,1
"NCAM1",0.234316409245296,-0.523784768408496,0.958,1,1
"ACKR3",0.234317287135411,-0.0307716586667537,0.292,0.292,1
"TTC9",0.234424444380983,-0.127155175485247,0.667,0.75,1
"CHPF2",0.234604802010764,-0.504556010752395,0.292,0.542,1
"CACNG3",0.234705911281216,-0.508704732196853,1,1,1
"CCDC174",0.234852979945327,-0.176930708159078,0.75,0.875,1
"SLC3A1",0.234858695167792,-0.0246926125903717,0.292,0.458,1
"TGFBRAP1",0.234905611177306,-0.0763729787845739,0.625,0.667,1
"SNAP91",0.234956474012743,-0.366391365781439,0.917,0.958,1
"GAB1",0.235056016038913,-0.598656337139023,0.75,0.875,1
"BAZ1B",0.235100859848936,-0.518098383095071,0.667,0.958,1
"PSMG1",0.235230997218721,-0.495321437230025,0.333,0.708,1
"KDELR1",0.235458066530905,-0.24724110289327,0.792,0.75,1
"GTF2H2",0.2356209997694,-0.20359895524124,0.667,0.667,1
"SLC22A14",0.235655206814195,-0.0512932943875504,0.292,0.458,1
"SYNCRIP",0.235661142637439,-0.534923175345051,0.375,0.583,1
"AAMDC",0.235730596906429,-0.177983155195356,0.667,0.708,1
"PHF7",0.235793145213174,-0.55083095837969,0.375,0.75,1
"NAP1L2",0.236042626969015,-0.517134792959256,0.792,0.958,1
"EP400",0.236105111852753,-0.238625915462586,0.833,0.875,1
"ITGA1",0.236187632715094,-0.602175402354219,0.667,0.875,1
"CD55",0.236217932436247,-0.503905180921417,0.583,0.708,1
"B3GLCT",0.23622167839055,-0.572519192771331,0.708,0.75,1
"RABGAP1",0.236279229711574,-0.534755750616028,0.792,0.958,1
"SNTB2",0.236284415901474,-0.175564774331075,0.667,0.792,1
"TUBD1",0.236428128192758,-0.457424847038875,0.5,0.833,1
"ZBED8",0.236451389862912,-0.0266682470821615,0.333,0.5,1
"TNFAIP8L3",0.236673730808364,-0.0822380982369723,0.333,0.375,1
"LRRC4",0.236709522435731,-0.142316222180256,0.667,0.792,1
"FUNDC2",0.236745083959345,-0.121360857004268,0.542,0.583,1
"IFNAR1",0.236746212720963,-0.246296856288927,0.792,0.792,1
"MRPS18A",0.236761662458085,-0.0723206615796261,0.375,0.375,1
"KIAA1551",0.23677829380339,-0.166126870873974,0.75,0.75,1
"EFHC1",0.23688467961599,-0.167054084663166,0.75,0.708,1
"NUDT16L1",0.236925679156333,-0.131576357788719,0.583,0.625,1
"BANP",0.23696425305599,-0.230016430601972,0.75,0.792,1
"RNF128",0.237275455508295,-0.0915671935254907,0.667,0.708,1
"FBXO36",0.237290153136271,-0.144830947878456,0.583,0.708,1
"PRKCE",0.237298673995438,-0.523415718126063,0.917,1,1
"PKD1",0.237360349168919,-0.236664298110057,0.792,1,1
"MNT",0.237382913713671,-0.0800427076735366,0.542,0.583,1
"TLL1",0.237389854514612,-0.110000895214329,0.333,0.458,1
"ARHGAP22",0.237484080041666,-0.156004248476581,0.542,0.75,1
"SBF2",0.237706252048432,-0.518793793415167,0.958,0.958,1
"CSTF1",0.237706371854119,-0.0476280489892544,0.458,0.417,1
"RP3-461F17.3",0.237757299112824,-0.0645385211375712,0.458,0.417,1
"RENBP",0.237799879174022,-0.611801541105993,0.208,0.542,1
"COL19A1",0.23787678795192,-0.550172847135141,0.833,1,1
"ITGB1BP1",0.23789067208196,-0.516074979652134,0.792,0.875,1
"C2orf81",0.237921303085575,-0.505935638471799,0.542,0.708,1
"SMCHD1",0.237981516332285,-0.502091943797236,0.833,0.958,1
"GABRA4",0.238050703193238,-0.517415433445046,0.875,1,1
"TMEM128",0.238087187871449,-0.129211731480006,0.583,0.583,1
"GFOD1",0.23809176315032,-0.314493329902438,0.958,0.958,1
"ALG14",0.238166674937624,-0.507880113536234,0.583,0.75,1
"LSM1",0.238186965866544,-0.120363682249875,0.583,0.708,1
"SEC24B",0.238215782670404,-0.249654676862542,0.792,0.917,1
"PLTP",0.238337196829115,0.0307716586667537,0.333,0.25,1
"TMEM55A",0.238346369769094,-0.575964925936952,0.792,0.875,1
"MPDZ",0.238432907517287,-0.312734623856441,0.958,1,1
"IL10RB",0.238473800771933,-0.113328685307003,0.583,0.625,1
"RABL2B",0.238602787988228,-0.127833371509885,0.583,0.583,1
"DLGAP3",0.238603867554062,-0.472747115191486,0.75,0.958,1
"MRPL42",0.238873177918268,-0.55431073570573,0.667,0.833,1
"UBXN2B",0.23905095761079,-0.512399188213421,0.792,0.958,1
"POU3F3",0.239054606099458,-0.503905180921417,0.667,0.958,1
"ITGAL",0.23906798908381,-0.0909717782057267,0.417,0.5,1
"GDAP1",0.239126794217831,-0.319165559360716,0.958,0.958,1
"NMRK1",0.239186007150282,-0.507880113536234,0.583,0.75,1
"ZNF704",0.239188111058592,-0.341572662086872,0.917,0.958,1
"CTD-2369P2.10",0.239280410487052,-0.0162605208717801,0.417,0.458,1
"NPIPB5",0.239404651150716,-0.117783035656383,0.583,0.792,1
"ZNF385C",0.239520302244904,-0.0976384695639159,0.417,0.417,1
"ZNF436",0.239679755821836,-0.454736157114947,0.208,0.667,1
"C2orf88",0.239705639481521,-0.547295303547382,0.667,0.75,1
"KIT",0.239852101585473,0.200670695462151,0.25,0.125,1
"DUSP14",0.239854772423752,-0.0253178079842898,0.333,0.375,1
"SLC9B1",0.239880938260985,-0.0465200156348929,0.5,0.417,1
"SAP130",0.239899158629532,-0.557805832690183,0.667,0.75,1
"FAM65C",0.239993930239234,-0.0289875368732522,0.375,0.292,1
"GABBR2",0.240036677976953,-0.488590721514103,0.958,0.958,1
"SERINC3",0.240066399435782,-0.24242548086366,0.875,0.958,1
"HTATSF1",0.240117279968375,-0.547965170715447,0.625,0.75,1
"CBFA2T2",0.240302787529484,-0.494610957626427,0.875,0.917,1
"MORN1",0.240389079848568,-0.480585738576272,0.5,0.75,1
"PRKX",0.240532773284386,-0.50669338648108,0.667,0.958,1
"SDCCAG3",0.240895237692361,-0.466619531261495,0.25,0.708,1
"FAM91A1",0.240976558976784,-0.121360857004268,0.625,0.667,1
"SEMA3E",0.24112509197962,-0.0741079721537216,0.542,0.542,1
"USP53",0.241136096150714,-0.176456437341556,0.708,0.75,1
"C17orf96",0.241147658417353,0.0307716586667537,0.333,0.25,1
"XYLB",0.241292069520513,-0.219500560035709,0.75,0.875,1
"PPP1R13B",0.241389139684856,-0.297455584278761,0.958,0.958,1
"OGT",0.241411571712268,-0.519124426580686,0.917,0.875,1
"LRP11",0.241613225383341,-0.498991166118988,0.708,0.792,1
"EIF4H",0.241707189683961,-0.54654370636807,0.708,0.958,1
"RAB9A",0.241727173262954,-0.100083458556983,0.583,0.625,1
"ZNF264",0.241767338507034,-0.180261823830944,0.833,0.75,1
"SNAPC4",0.241813309665056,-0.481838086892738,0.417,0.708,1
"LRFN4",0.241825839575625,-0.105360515657826,0.708,0.75,1
"NFYC",0.241827189540502,-0.503526321284379,0.75,0.875,1
"ATG12",0.241944667687844,-0.202236866494896,0.708,0.917,1
"SCD",0.242019218040441,-0.101096116871369,0.583,0.417,1
"SMAD2",0.24206296915154,-0.37425008876024,0.958,0.958,1
"OSBP",0.242156240851987,-0.203124684423718,0.833,0.875,1
"ZNF732",0.242221389583006,0.138150338480817,0.25,0.125,1
"ADGRG6",0.242549145163109,-0.490206336563255,0.5,0.75,1
"ZNF34",0.24273288669271,-0.0674412807955326,0.458,0.625,1
"AIG1",0.242758107108257,-0.529672423857564,0.958,0.958,1
"CCDC159",0.242822939913944,-0.0555698511548107,0.375,0.375,1
"C17orf51",0.242856842015149,-0.529259325454829,0.75,0.875,1
"PRPF40A",0.242986427662635,-0.206862665710072,0.75,0.958,1
"PPP5D1",0.242992250361407,-0.506817602368452,0.542,0.75,1
"RPGR",0.243011857086404,-0.487295126355797,0.542,0.792,1
"ZNF688",0.243157382884707,-0.0990909026442308,0.5,0.5,1
"PRDM2",0.243178289472013,-0.492738505274847,0.833,0.958,1
"ZNF738",0.243180562047098,-0.0229895182246989,0.333,0.5,1
"HMGN1",0.243188742033102,-0.51335407011935,0.583,0.833,1
"DCUN1D4",0.243213783634144,-0.306884279435717,0.958,0.958,1
"PPP1CB",0.243244035172414,-0.168136921801998,0.667,0.625,1
"EXOSC7",0.243764150495977,-0.168335314819215,0.708,0.542,1
"MASP1",0.243920047672274,0.176930708159078,0.333,0.125,1
"RLIM",0.24410786363941,-0.549504478331102,0.75,0.792,1
"RP11-544M22.13",0.244115187592201,-0.522189382416306,0.375,0.583,1
"EBAG9",0.244281137603143,-0.516960612333507,0.708,0.708,1
"YBEY",0.244341470254676,-0.169418151958047,0.583,0.667,1
"PABPN1",0.244345686940955,-0.172612742666994,0.833,0.917,1
"TAF12",0.244432246174945,-0.111225635110224,0.542,0.667,1
"NOX5",0.244492421894023,0.0281708769666964,0.25,0.25,1
"TMEM233",0.244500157166167,0.0476280489892544,0.375,0.375,1
"EFCAB5",0.244746587005911,-0.0966268356890716,0.583,0.833,1
"TPRN",0.244949255909132,-0.083381608939051,0.5,0.5,1
"KLHDC3",0.245105864105203,-0.302810954048081,0.917,0.917,1
"SIVA1",0.24527694568834,-0.53467683958817,0.5,0.75,1
"MZT2B",0.245304794619849,-0.659245628884264,0.708,0.792,1
"ZNF518A",0.245451401285625,-0.293991241645045,0.958,0.958,1
"PDE6B",0.245485233175755,-0.193191229030859,0.625,0.583,1
"CABIN1",0.245563540307991,-0.202368488739245,0.667,0.875,1
"CEP170",0.245569675829904,-0.309259673096328,0.833,0.958,1
"CC2D1B",0.245772645093532,-0.0741079721537218,0.458,0.458,1
"DNM1L",0.245805643832645,-0.501220821446257,0.875,0.958,1
"SIL1",0.245867252926556,-0.507964391484959,0.833,0.958,1
"PPP4R1",0.245901399990503,-0.237671651877119,0.833,0.875,1
"SIN3B",0.246019396035738,-0.215975061835597,0.875,0.958,1
"NACA",0.246183165797495,-0.643191082716644,0.75,0.917,1
"MSLN",0.246289086728712,-0.0816780310142672,0.5,0.625,1
"FAM101A",0.246312810860789,-0.521998924364116,0.792,0.958,1
"LNX2",0.246321084541672,-0.101096116871369,0.542,0.417,1
"RFFL",0.246341308257893,-0.0822380982369723,0.417,0.333,1
"ERCC1",0.246733223009878,-0.483174092435481,0.625,0.833,1
"MAPK3",0.246811446552845,-0.523646312195052,0.667,0.917,1
"CCDC22",0.246859453455224,-0.0273989741881143,0.333,0.375,1
"ZNF672",0.246879139132958,-0.0540672212702759,0.375,0.375,1
"SDCBP",0.246964947540603,-0.174353387144778,0.75,0.833,1
"MRAS",0.247134286266328,-0.191891007810105,0.625,0.708,1
"TGFBR3L",0.247395034318077,-0.0635134057223257,0.458,0.75,1
"NTNG2",0.247761140803838,0.0317486983145802,0.25,0.208,1
"ZNHIT6",0.247994403541077,-0.184093036442337,0.667,0.875,1
"AC002310.13",0.24802539667742,0.0273989741881143,0.375,0.292,1
"LASP1",0.248316157617621,-0.502368913747767,0.75,0.917,1
"METTL8",0.248350731200269,-0.504837581921368,0.417,0.75,1
"LRCH4",0.24841528308433,-0.547965170715448,0.375,0.583,1
"LRRC40",0.248441615984928,-0.519124426580686,0.625,0.792,1
"VPS4B",0.248862094699607,-0.514778198081814,0.792,0.875,1
"MICU1",0.248975301118734,-0.519781935788062,0.917,1,1
"PDE4C",0.24914845853628,-0.0500104205746615,0.375,0.5,1
"VSTM5",0.249292101736471,-0.182321556793955,0.625,0.542,1
"LAS1L",0.249417414231406,-0.481303184499669,0.542,0.875,1
"LMF2",0.249518352545314,-0.101096116871369,0.542,0.625,1
"LRRC66",0.249560813402618,0.0588405000229334,0.333,0.292,1
"ATP2A1",0.249611666626771,0.0984400728132525,0.333,0.208,1
"EGLN3",0.249616241720917,-0.55431073570573,0.625,0.792,1
"MORF4L2",0.249690175744117,-0.584221598737623,0.875,0.958,1
"BRD2",0.249692640782338,-0.504746577689609,0.708,0.958,1
"PNPT1",0.249971552996074,-0.228841572428848,0.75,0.708,1
"ENPP3",0.249982471528122,-0.0571584138399486,0.292,0.375,1
"DIRAS2",0.250082748607392,-0.539813160639243,0.708,0.917,1
"RRAS2",0.250138339696742,-0.516216472400867,0.667,0.75,1
"RPL22L1",0.250149698117813,-0.112117298120706,0.5,0.625,1
"CDH18",0.25021190552564,-0.300275255476608,0.958,1,1
"PIK3C3",0.250470330062108,-0.505548566665147,0.875,0.958,1
"NRXN3",0.250507730045187,-0.463540672730837,1,1,1
"NDUFS5",0.250687892658437,-0.652532461405755,0.708,0.917,1
"HES4",0.250781536243927,-0.517943091534855,0.708,0.792,1
"NR2F1",0.250792539153415,-0.237958637099351,0.833,0.917,1
"FAM120A",0.250910333163897,-0.230112220630303,0.75,0.917,1
"TMEM39B",0.25092664873873,-0.127833371509885,0.625,0.75,1
"CFAP20",0.250961229814959,-0.532464798869472,0.583,0.75,1
"ASCC2",0.251149795794277,-0.481303184499669,0.542,0.75,1
"CUL9",0.251160938618057,-0.11980119981262,0.625,0.625,1
"MYBBP1A",0.251225088791766,-0.103184236235231,0.5,0.542,1
"SPOCK3",0.251416436252036,-0.39862162545449,1,1,1
"NDUFA12",0.251503548244623,-0.620024915730983,0.75,0.958,1
"ARMC1",0.251909494235417,-0.182321556793955,0.708,0.917,1
"CPB2",0.251922817388073,0.0289875368732522,0.292,0.292,1
"ABL1",0.251936935601637,-0.533182530867268,0.833,0.875,1
"NCOA2",0.251946600927963,-0.388263745749618,0.958,0.958,1
"RP11-77K12.1",0.251981491357874,0.0317486983145802,0.25,0.208,1
"KCNJ5",0.252046856926656,-0.125163142954006,0.542,0.583,1
"RCC2",0.252111060318154,-0.0723206615796261,0.458,0.5,1
"NOS1AP",0.252337241068303,-0.311855608985857,0.875,0.917,1
"CA13",0.252509695290901,-0.101096116871369,0.5,0.417,1
"NCOA5",0.252612313129108,-0.169559305180103,0.792,0.792,1
"LEKR1",0.252678518096641,-0.048790164169432,0.333,0.583,1
"SEPT6",0.252796565319926,-0.28535378269219,0.875,0.917,1
"CIRBP",0.252810194487373,-0.714569616147352,0.792,1,1
"ZNF112",0.252972468413324,-0.0307716586667537,0.25,0.292,1
"C2orf72",0.25298260410226,-0.156346070390694,0.708,0.792,1
"EBPL",0.253040517165008,-0.0870113769896297,0.542,0.667,1
"PBX2",0.253244006891379,-0.105360515657826,0.417,0.5,1
"BBS4",0.253337931214689,-0.502091943797236,0.5,0.75,1
"MBP",0.253387486055764,-0.544577910570882,0.792,0.917,1
"APMAP",0.253401721265636,-0.549599009691951,0.708,0.792,1
"SUPV3L1",0.253500546279422,-0.55206858230004,0.792,0.875,1
"CLN8",0.253512161642502,-0.0855221734381623,0.625,0.667,1
"COQ5",0.253584478112504,-0.533298479618049,0.417,0.667,1
"MBOAT7",0.253644823426659,-0.248896047416624,0.917,0.917,1
"MCF2",0.25372405954652,-0.157628944203583,0.708,0.792,1
"FBXO27",0.253916512276315,-0.158224005214894,0.667,0.75,1
"FEZ2",0.253945634834397,-0.309660979170556,0.792,0.833,1
"SLC35B1",0.253981099261087,-0.149940147290915,0.625,0.667,1
"TRIM5",0.25400451880007,-0.0434851119397389,0.417,0.458,1
"TPPP",0.254104130315862,-0.57014220092241,0.917,0.917,1
"ORMDL2",0.254130518615635,0.0666913744986724,0.25,0.208,1
"C9orf91",0.254149905050412,-0.152016207298626,0.625,0.708,1
"SPECC1",0.254158745066409,-0.281412459438185,0.792,0.917,1
"UTRN",0.254563297060933,-0.552395539961935,0.875,0.958,1
"TCTN2",0.254601534544183,-0.149531733970964,0.583,0.625,1
"LNPEP",0.254726791383084,-0.508413077360607,0.875,0.917,1
"TPCN2",0.254739427419676,-0.0317486983145802,0.292,0.333,1
"SNX16",0.254782376064103,-0.0938187552176549,0.625,0.708,1
"RIPK1",0.25481511347736,-0.50574947073413,0.542,0.917,1
"ZFHX3",0.255010782639858,-0.110000895214329,0.458,0.417,1
"SRFBP1",0.255051762430839,-0.499955951529087,0.667,0.792,1
"SETD6",0.255226928267947,-0.138150338480817,0.542,0.542,1
"CHD1",0.255240587648694,-0.492476485097794,0.792,0.917,1
"STRN",0.255254169493628,-0.20148205453303,0.667,0.792,1
"EIF4E1B",0.255453646066443,-0.536085290525228,0.667,0.75,1
"MAP6",0.255483661316273,-0.233310668669654,0.958,0.875,1
"TSC1",0.255540890197632,-0.271630363441273,0.792,1,1
"CAPZB",0.255673849971878,-0.491360288977888,0.875,0.958,1
"ALS2",0.25573275509231,-0.240636708761727,0.833,0.875,1
"TCTEX1D1",0.255762860135862,0.0588405000229334,0.292,0.208,1
"TBCB",0.255781431111066,-0.661398482245365,0.708,0.875,1
"PHEX",0.255829229800624,0.0339015516756814,0.25,0.208,1
"TOB2",0.255861938739202,-0.528525200865392,0.542,0.75,1
"ARHGEF2",0.256042780408611,-0.177681177237452,0.667,0.583,1
"WNT10A",0.25612101645756,0.129211731480006,0.25,0.208,1
"ANKRD10",0.256159977273168,-0.506561224979533,0.75,0.917,1
"PRMT3",0.256249104719127,-0.51903922230338,0.75,0.875,1
"BTG1",0.256342968829052,-0.583003601461519,0.833,0.917,1
"SMPD1",0.25659860968736,-0.0500104205746615,0.417,0.458,1
"C9orf64",0.256626182159035,0.0625203569813339,0.292,0.292,1
"LAPTM4A",0.25667386355772,-0.182321556793955,0.625,0.458,1
"DMPK",0.25674135769085,-0.478490243123054,0.5,0.625,1
"ABCC10",0.256825275019232,-0.492476485097794,0.417,0.875,1
"ASIC1",0.256883769634221,-0.0855221734381623,0.583,0.458,1
"CCDC117",0.257014196353443,-0.101096116871369,0.583,0.625,1
"LRRC69",0.257051709612855,-0.0555698511548107,0.333,0.292,1
"PLEKHA3",0.257103606665455,-0.201637346093246,0.667,0.875,1
"BTG2",0.257373395965912,-0.640037355245997,0.208,0.458,1
"RANGAP1",0.257453524267242,-0.200670695462151,0.833,0.833,1
"PLAT",0.257485251917558,0.0339015516756814,0.25,0.208,1
"SNX27",0.25749064051393,-0.50092455278328,0.875,0.958,1
"RTP5",0.25749484644543,-0.0512932943875504,0.417,0.458,1
"NDN",0.257512205261917,-0.566853455235653,0.75,1,1
"ZDHHC22",0.257637516382069,-0.495979115648996,0.708,0.875,1
"OPTN",0.257730476463932,-0.518988934405152,0.708,0.958,1
"ZNF730",0.257851360238528,-0.107630664192366,0.417,0.458,1
"VPS26B",0.257891807632813,-0.211309093667207,0.875,0.75,1
"ARMCX3",0.257928953932904,-0.231801614057324,0.708,0.917,1
"TTC32",0.25804241540528,-0.54113097326132,0.375,0.583,1
"ZNF208",0.258144153768207,0.0526437334854221,0.25,0.292,1
"LY6E",0.258245193258233,-0.640656997938549,0.708,0.875,1
"RNF130",0.258255670278597,-0.498035143101622,0.958,1,1
"SH3BGRL",0.258363139367277,-0.309422059088187,0.833,0.958,1
"VMA21",0.258513837718349,-0.174353387144778,0.75,0.875,1
"CYP2R1",0.258514934926913,-0.51082562376599,0.458,0.792,1
"ZMAT4",0.258704432476218,-0.577438041842927,0.958,1,1
"FBXL7",0.25880868721674,-0.125163142954006,0.542,0.667,1
"OFCC1",0.258875286218681,-0.0723206615796261,0.417,0.375,1
"PDGFRL",0.258939921750571,-0.0779615414697119,0.375,0.25,1
"DUSP12",0.258949895322382,-0.144249608844547,0.583,0.625,1
"TRIM66",0.259003127871078,-0.126040720895365,0.542,0.792,1
"AGPAT5",0.259007611957576,-0.519124426580686,0.542,0.708,1
"NRBP1",0.259181679368824,-0.51309577230053,0.708,0.958,1
"SEPT3",0.259182878059669,-0.293761118528163,0.875,0.958,1
"IK",0.259458677150233,-0.522695199321374,0.542,0.708,1
"COPRS",0.259489149945829,-0.574430873720563,0.667,0.792,1
"BRI3BP",0.259542028495565,-0.242071561199729,0.917,0.917,1
"MEN1",0.25970046198682,-0.0500104205746615,0.375,0.5,1
"WDR73",0.259912739448493,-0.510825623765991,0.542,0.75,1
"PRDM11",0.259922483298972,-0.0990909026442308,0.542,0.583,1
"SLC9B2",0.260061860870356,-0.504080235626459,0.708,0.875,1
"PCF11",0.260239416228778,-0.2295744416445,0.833,0.958,1
"MOSPD2",0.26031825261059,-0.494696241836107,0.542,0.667,1
"PMEPA1",0.260324013340997,-0.144249608844547,0.583,0.75,1
"NUDT21",0.260329318110779,-0.518138270612277,0.875,0.917,1
"VASP",0.260353069053829,-0.0307716586667537,0.25,0.25,1
"ITGB8",0.260580392008997,-0.641853886172395,0.417,0.542,1
"WDR91",0.261014290584515,-0.0784716154414949,0.5,0.708,1
"TMEM223",0.261271823427096,-0.157903029445809,0.542,0.792,1
"PSTK",0.261274788181667,-0.516216472400867,0.625,0.833,1
"PLSCR1",0.261375475743635,-0.111225635110224,0.542,0.625,1
"GPR107",0.261412121495863,-0.502628856561812,0.833,0.833,1
"LRRC29",0.261501462809958,-0.485507815781701,0.417,0.625,1
"C1orf112",0.261592774451283,-0.0730251350148898,0.542,0.708,1
"TMEM44",0.261594525149972,-0.0540672212702759,0.417,0.333,1
"FAM160B2",0.261778921438025,-0.559615787935423,0.375,0.5,1
"MTRNR2L8",0.261793620172852,-0.175448677506193,0.792,0.833,1
"CCDC186",0.261912726659096,-0.515908226829457,0.792,0.958,1
"MAN1B1",0.262136778512269,-0.203228241613268,0.708,0.75,1
"YTHDF3",0.262387925246384,-0.495491259765884,0.75,0.917,1
"NOL9",0.262414187819213,-0.163887855105117,0.667,0.667,1
"LAMC3",0.262523391327175,-0.0307716586667537,0.292,0.375,1
"TMEM135",0.262547334626083,-0.516443616070214,0.75,0.958,1
"COPS7B",0.262570041575828,-0.0678225963387612,0.458,0.625,1
"GATSL2",0.262660423149798,-0.213926896209286,0.667,0.833,1
"FSTL5",0.262675137847274,-0.454764189913323,0.958,1,1
"DGKE",0.262940632282274,-0.300701785660084,0.833,1,1
