"","gene","X","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","hMC_overlap","used"
"356","FAM65C",356,140876,"ENSG00000042062","Pericyte",0.719,0.529,3.22207137514105,0.694,0.388,1.24290702500794e-15,6.24946081244242e-11,FALSE,FALSE
"357","FAP",357,2191,"ENSG00000078098","VLMC",0.545,0.202,2.74922904776338,0.696,0.392,0.00598782422263427,1,FALSE,FALSE
"358","FAXDC2",358,10826,"ENSG00000170271","Oligodendrocyte",0.702,0.372,2.78354938226499,0.757,0.514,0,0,FALSE,TRUE
"359","FBLN2",359,2199,"ENSG00000163520","VLMC",0.818,0.165,4.37378213155997,0.88,0.76,8.92409856667066e-18,4.48712600030767e-13,TRUE,TRUE
"360","FBLN5",360,10516,"ENSG00000140092","VLMC",0.455,0.204,2.76766931579329,0.652,0.304,0.00745874283341486,1,TRUE,TRUE
"361","FBN2",361,2201,"ENSG00000138829","SST",0.507,0.317,2.76518868199263,0.636,0.272,6.27724411697584e-268,3.15626111445662e-263,FALSE,FALSE
"362","FCGBP",362,8857,"ENSG00000275395, ENSG00000281123","Microglia",0.38,0.239,3.9237017528084,0.603,0.206,0,0,TRUE,TRUE
"363","FCGR1B",363,2210,"ENSG00000198019","Microglia",0.361,0.01,4.08966745251139,0.676,0.352,1.20340924669433e-306,6.05086203330377e-302,TRUE,TRUE
"364","FCGR2A",364,2212,"ENSG00000143226","Microglia",0.748,0.766,3.47998237378241,0.634,0.268,0,0,TRUE,TRUE
"365","FCGRT",365,2217,"ENSG00000104870","Microglia",0.505,0.206,3.6008042249501,0.692,0.384,0,0,TRUE,TRUE
"366","FER1L6.AS2",366,NA,NA,"L5/6 NP",0.841,0.115,2.8248444194778,0.891,0.782,0,0,FALSE,FALSE
"367","FERMT1",367,55612,"ENSG00000101311","OPC",0.664,0.156,4.3768461996813,0.798,0.596,0,0,TRUE,TRUE
"368","FERMT2",368,10979,"ENSG00000073712","Pericyte",0.688,0.333,3.03843788515905,0.744,0.488,1.305593371253e-12,6.56465402999722e-08,TRUE,TRUE
"369","FEZF2",369,55079,"ENSG00000153266","L5/6 NP",0.763,0.086,2.55659909065214,0.851,0.702,1.44985702121744e-291,7.29002608838339e-287,FALSE,FALSE
"370","FGD2",370,221472,"ENSG00000146192","Microglia",0.707,0.056,5.49341454667868,0.844,0.688,0,0,TRUE,TRUE
"371","FGD3",371,89846,"ENSG00000127084","Microglia",0.431,0.352,3.28799882134205,0.589,0.178,0,0,TRUE,TRUE
"372","FGD4",372,121512,"ENSG00000139132","Microglia",0.924,0.829,2.68298992755276,0.805,0.61,0,0,FALSE,TRUE
"373","FGD6",373,55785,"ENSG00000180263","VLMC",1,0.636,2.78499387017104,0.817,0.634,5.77799971856453e-05,1,TRUE,TRUE
"374","FGF1",374,2246,"ENSG00000113578","VLMC",0.909,0.597,3.02471605025164,0.901,0.802,9.78721550055158e-10,4.92110982583234e-05,FALSE,TRUE
"375","FGF13",375,2258,"ENSG00000129682","LAMP5",0.997,0.786,3.29720826756156,0.978,0.956,0,0,TRUE,TRUE
"376","FGFR2",376,2263,"ENSG00000066468","Oligodendrocyte",0.903,0.419,2.8765458720351,0.892,0.784,0,0,FALSE,TRUE
"377","FGFR3",377,2261,"ENSG00000068078","Astrocyte",0.973,0.032,5.08669653367869,0.984,0.968,0,0,TRUE,TRUE
"378","FHL5",378,9457,"ENSG00000112214","Pericyte",0.438,0.072,5.12924922557287,0.696,0.392,2.60826519609392e-40,1.31146182324798e-35,TRUE,TRUE
"379","FIRRE",379,286467,NA,"Astrocyte",0.561,0.308,2.71476867700606,0.687,0.374,0,0,FALSE,TRUE
"380","FKBP5",380,2289,"ENSG00000096060","Microglia",0.529,0.485,2.69865377166199,0.592,0.184,1.51952230880802e-154,7.64031012091761e-150,FALSE,TRUE
"381","FLJ46906",381,441172,NA,"Astrocyte",0.516,0.022,3.92092199560848,0.751,0.502,0,0,FALSE,FALSE
"382","FLT1",382,2321,"ENSG00000102755","Endothelial",1,0.525,6.40646750308841,0.999,0.998,0,0,TRUE,TRUE
"383","FLT3",383,2322,"ENSG00000122025","SST",0.855,0.444,3.07735059331804,0.856,0.712,0,0,TRUE,FALSE
"384","FLT4",384,2324,"ENSG00000037280","Endothelial",0.4,0.137,2.84433054538598,0.652,0.304,1.09103368102215e-55,5.48582645154747e-51,TRUE,TRUE
"385","FLVCR2",385,55640,"ENSG00000119686","VLMC",0.909,0.106,6.03754845778645,0.946,0.892,1.20724379930279e-75,6.07014254727437e-71,TRUE,TRUE
"386","FMNL3",386,91010,"ENSG00000161791","Microglia",0.78,0.525,3.12559924443259,0.774,0.548,0,0,TRUE,TRUE
"387","FMO2",387,2327,"ENSG00000094963","VLMC",0.364,0.003,4.63835457136719,0.681,0.362,1.22507986243576e-09,6.15982405631324e-05,TRUE,TRUE
"388","FOLH1",388,2346,"ENSG00000086205","Oligodendrocyte",0.824,0.116,5.38630857329119,0.899,0.798,0,0,TRUE,TRUE
"389","FOXC1",389,2296,"ENSG00000054598","VLMC",0.545,0.004,4.45021808102893,0.771,0.542,4.67938929025342e-13,2.35284372903232e-08,TRUE,TRUE
"390","FOXN3",390,1112,"ENSG00000053254","Microglia",0.985,0.953,2.65340402992796,0.938,0.876,0,0,FALSE,TRUE
"391","FOXO1",391,2308,"ENSG00000150907","Endothelial",0.743,0.385,2.65784124658725,0.776,0.552,5.72385596781583e-31,2.87801201917748e-26,FALSE,TRUE
"392","FREM1",392,158326,"ENSG00000164946","LAMP5",0.809,0.412,2.87715324795586,0.823,0.646,0,0,TRUE,TRUE
"393","FRK",393,2444,"ENSG00000111816","Oligodendrocyte",0.407,0.372,2.58018970412689,0.565,0.13,0,0,TRUE,TRUE
"394","FRMD3",394,257019,"ENSG00000172159","Pericyte",0.781,0.659,3.0264309522563,0.778,0.556,1.41617921284808e-18,7.12069070012144e-14,TRUE,TRUE
"395","FRMD4B",395,23150,"ENSG00000114541","Oligodendrocyte",0.99,0.698,3.59979969896729,0.975,0.95,0,0,TRUE,TRUE
"396","FSTL1",396,11167,"ENSG00000163430","VLMC",0.455,0.171,2.8313747556144,0.669,0.338,0.000659213722118704,1,TRUE,TRUE
"397","FYB",397,2533,"ENSG00000082074","Microglia",0.908,0.218,6.11479496946156,0.941,0.882,0,0,FALSE,FALSE
"398","GAB3",398,139716,"ENSG00000160219","Microglia",0.461,0.173,4.30530362292581,0.678,0.356,0,0,TRUE,TRUE
"399","GAD2",399,2572,"ENSG00000136750","LAMP5",0.999,0.336,2.74029946827718,0.973,0.946,0,0,TRUE,TRUE
"400","GAL3ST4",400,79690,"ENSG00000197093","Microglia",0.457,0.109,3.94753577248214,0.694,0.388,0,0,TRUE,TRUE
"401","GALNT15",401,117248,"ENSG00000131386","Endothelial",0.471,0.242,2.61707382094932,0.646,0.292,2.12815271447495e-15,1.07005646636515e-10,FALSE,TRUE
"402","GALNT6",402,11226,"ENSG00000139629","Oligodendrocyte",0.44,0.14,3.41935733489081,0.673,0.346,0,0,TRUE,TRUE
"403","GAREML",403,150946,"ENSG00000157833","Astrocyte",0.575,0.256,3.12546873278012,0.712,0.424,0,0,FALSE,FALSE
"404","GAS2L3",404,283431,"ENSG00000139354","L5/6 IT Car3",0.657,0.115,2.71639545710659,0.795,0.59,3.49216601616253e-199,1.75589599458668e-194,FALSE,TRUE
"405","GBP4",405,115361,"ENSG00000162654","Endothelial",0.443,0.026,4.50421482937399,0.713,0.426,1.7459384536008e-48,8.77875313855018e-44,TRUE,TRUE
"406","GCH1",406,2643,"ENSG00000131979","Endothelial",0.443,0.375,2.86927228880301,0.568,0.136,3.00511602734904e-10,1.51100238971137e-05,TRUE,TRUE
"407","GCNT1",407,2650,"ENSG00000187210","Endothelial",0.543,0.375,3.37720412770004,0.631,0.262,3.58751057183707e-19,1.8038361906254e-14,FALSE,FALSE
"408","GCNT2",408,2651,"ENSG00000111846, ENSG00000285222","Microglia",0.569,0.402,2.76055977704023,0.653,0.306,3.09239287254645e-207,1.55488606024508e-202,TRUE,TRUE
"409","GFAP",409,2670,"ENSG00000131095","Astrocyte",0.637,0.059,5.19352161933471,0.805,0.61,0,0,TRUE,TRUE
"410","GFRA1",410,2674,"ENSG00000151892","OPC",0.537,0.276,2.62005298495559,NA,NA,8.92305654518816e-177,4.48660206148606e-172,TRUE,TRUE
"411","GGTA1P",411,2681,NA,"Microglia",0.571,0.245,4.09126374105634,0.718,0.436,0,0,TRUE,TRUE
"412","GIMAP7",412,168537,"ENSG00000179144","Endothelial",0.514,0.007,4.63207752672415,0.755,0.51,2.27399350844466e-61,1.14338667598106e-56,TRUE,TRUE
"413","GIMAP8",413,155038,"ENSG00000171115","Endothelial",0.414,0.025,3.9557711122209,0.698,0.396,5.58275010122244e-41,2.80706257839565e-36,TRUE,TRUE
"414","GJA1",414,2697,"ENSG00000152661","Astrocyte",0.767,0.092,5.51261667984553,0.871,0.742,0,0,TRUE,TRUE
"415","GJB1",415,2705,"ENSG00000169562","Oligodendrocyte",0.366,0.089,4.32543762415196,0.653,0.306,0,0,TRUE,TRUE
"416","GJB6",416,10804,"ENSG00000121742","Astrocyte",0.436,0.031,4.61907180805779,0.709,0.418,0,0,TRUE,TRUE
"417","GJC1",417,10052,"ENSG00000182963","Pericyte",0.781,0.393,4.38188728222583,0.804,0.608,1.93143443215395e-50,9.7114454683133e-46,FALSE,FALSE
"418","GLDN",418,342035,"ENSG00000186417","Oligodendrocyte",0.873,0.317,3.25216591548042,0.89,0.78,0,0,TRUE,TRUE
"419","GLI3",419,2737,"ENSG00000106571","Astrocyte",0.946,0.37,4.77125782206465,0.955,0.91,0,0,TRUE,TRUE
"420","GLIS3",420,169792,"ENSG00000107249","Astrocyte",0.981,0.544,2.53720922564767,0.931,0.862,0,0,TRUE,TRUE
"421","GLTP",421,51228,"ENSG00000139433","Oligodendrocyte",0.628,0.347,2.63596026951409,0.705,0.41,0,0,FALSE,TRUE
"422","GLUD1",422,2746,"ENSG00000148672","Astrocyte",0.949,0.605,2.61780722650465,0.902,0.804,0,0,FALSE,TRUE
"423","GLUL",423,2752,"ENSG00000135821","Astrocyte",0.952,0.243,3.08147478886183,0.946,0.892,0,0,FALSE,TRUE
"424","GNA14",424,9630,"ENSG00000156049","Astrocyte",0.714,0.362,3.04747427547161,0.769,0.538,0,0,TRUE,TRUE
"425","GPC3",425,2719,"ENSG00000147257","VLMC",1,0.614,4.49193436058711,0.965,0.93,1.94039398067453e-43,9.75649497422958e-39,FALSE,FALSE
"426","GPC4",426,2239,"ENSG00000076716","Astrocyte",0.543,0.367,2.61237768109028,0.643,0.286,4.94226878579139e-230,2.48502216818377e-225,TRUE,TRUE
"427","GPC5",427,2262,"ENSG00000179399","Astrocyte",0.997,0.89,3.27089057353441,0.977,0.954,0,0,TRUE,TRUE
"428","GPCPD1",428,56261,"ENSG00000125772","Endothelial",0.757,0.63,3.54764943774896,0.782,0.564,2.44465805900959e-58,1.22919851865061e-53,FALSE,FALSE
"429","GPER1",429,2852,"ENSG00000164850","Pericyte",0.531,0.011,5.22461371615282,0.763,0.526,7.9768744323048e-39,4.01085223330718e-34,TRUE,TRUE
"430","GPNMB",430,10457,"ENSG00000136235","OPC",0.609,0.083,5.22837725480638,0.786,0.572,0,0,TRUE,TRUE
"431","GPR149",431,344758,"ENSG00000174948","VIP",0.506,0.122,2.86101550095786,0.712,0.424,0,0,FALSE,FALSE
"432","GPR34",432,2857,"ENSG00000171659","Microglia",0.488,0.04,5.09256223579007,0.731,0.462,0,0,TRUE,TRUE
"433","GPR37",433,2861,"ENSG00000170775","Oligodendrocyte",0.711,0.124,3.95614539783925,0.825,0.65,0,0,TRUE,TRUE
"434","GPR37L1",434,9283,"ENSG00000170075","Astrocyte",0.427,0.072,2.56196757805778,0.686,0.372,9.7965252688636e-315,4.92579087043731e-310,FALSE,TRUE
"435","GPR85",435,54329,"ENSG00000164604","Endothelial",0.771,0.33,3.64583036070523,0.832,0.664,3.01940435206999e-63,1.51818670226431e-58,FALSE,FALSE
"436","GPRC5B",436,51704,"ENSG00000167191","Oligodendrocyte",0.885,0.236,3.27059352890873,0.905,0.81,0,0,TRUE,TRUE
"437","GPRC5C",437,55890,"ENSG00000170412","Pericyte",0.375,0.133,3.50662213868876,0.643,0.286,1.52762010932228e-28,7.68102667168334e-24,TRUE,TRUE
"438","GPX3",438,2878,"ENSG00000211445","Pericyte",0.406,0.168,3.01257648490453,0.627,0.254,0.000437341545208319,1,FALSE,TRUE
"439","GRAMD3",439,65983,"ENSG00000155324","Astrocyte",0.907,0.236,3.05821446238559,0.917,0.834,0,0,FALSE,FALSE
"440","GRASP",440,160622,"ENSG00000161835","Endothelial",0.457,0.29,2.76867291711487,0.62,0.24,5.18707040239395e-18,2.6081108690277e-13,FALSE,FALSE
"441","GRIK1",441,2897,"ENSG00000171189","SST",0.997,0.657,2.97780286848613,0.976,0.952,0,0,TRUE,TRUE
"442","GRIN2C",442,2905,"ENSG00000161509","Astrocyte",0.757,0.046,4.72194264031653,0.871,0.742,0,0,TRUE,TRUE
"443","GRPR",443,2925,"ENSG00000126010","PAX6",0.421,0.045,2.71186956868156,0.692,0.384,8.2196081580307e-68,4.13290117793942e-63,FALSE,FALSE
"444","GSN.AS1",444,NA,NA,"Oligodendrocyte",0.404,0.04,3.21133581908118,0.686,0.372,0,0,FALSE,TRUE
"445","GSTM2",445,2946,"ENSG00000213366","Microglia",0.355,0.163,2.70832319333074,0.611,0.222,2.89349765783193e-96,1.45487955733447e-91,FALSE,TRUE
"446","GSTP1",446,2950,"ENSG00000084207","Pericyte",0.531,0.279,2.53266768029649,0.681,0.362,2.5822216778773e-10,1.29836688185349e-05,FALSE,TRUE
"447","GUCY2F",447,2986,"ENSG00000101890","VLMC",0.364,0.152,3.16378157102012,0.624,0.248,1.24144438446688e-06,0.0624210650953791,FALSE,FALSE
"448","HAPLN1",448,1404,"ENSG00000145681","LAMP5",0.806,0.147,3.104268220981,0.871,0.742,0,0,TRUE,TRUE
"449","HAPLN2",449,60484,"ENSG00000132702","Oligodendrocyte",0.772,0.17,4.22893913119038,0.852,0.704,0,0,TRUE,TRUE
"450","HAVCR2",450,84868,"ENSG00000135077","Microglia",0.575,0.18,4.52855731104455,0.742,0.484,0,0,TRUE,TRUE
"451","HCK",451,3055,"ENSG00000101336","Microglia",0.631,0.26,4.88565197591988,0.759,0.518,0,0,TRUE,TRUE
"452","HCLS1",452,3059,"ENSG00000180353","Microglia",0.44,0.078,4.63469210980035,0.695,0.39,0,0,TRUE,TRUE
"453","HECTD2.AS1",453,NA,NA,"Astrocyte",0.653,0.453,2.74882656032392,0.698,0.396,0,0,FALSE,FALSE
"454","HEG1",454,57493,"ENSG00000173706","Endothelial",0.8,0.233,3.81752719697962,0.865,0.73,4.24031405523402e-66,2.13207231011222e-61,TRUE,TRUE
"455","HEPH",455,9843,"ENSG00000089472","Astrocyte",0.711,0.443,3.31410918415762,0.756,0.512,0,0,TRUE,TRUE
"456","HERC2P2",456,400322,NA,"Endothelial",1,0.868,3.19680479007237,0.983,0.966,1.07413904740859e-93,5.40087854427512e-89,TRUE,TRUE
"457","HERC2P3",457,283755,NA,"Endothelial",1,0.694,5.29122203515415,0.998,0.996,0,0,TRUE,TRUE
"458","HERC2P9",458,440248,NA,"Endothelial",0.986,0.707,3.1187710558362,0.976,0.952,1.18394537413847e-97,5.95299573570564e-93,TRUE,TRUE
"459","HERPUD1",459,9709,"ENSG00000051108","Endothelial",0.714,0.419,2.7336903308308,0.756,0.512,2.72912168365925e-27,1.37222967376071e-22,TRUE,TRUE
"460","HES4",460,57801,"ENSG00000188290","Pericyte",0.781,0.384,3.37849581260198,0.846,0.692,4.72653974402464e-51,2.37655144869303e-46,TRUE,TRUE
"461","HEY1",461,23462,"ENSG00000164683","VLMC",0.455,0.149,2.84154862449915,0.685,0.37,1.13123640069124e-05,0.568796974631562,FALSE,FALSE
"462","HGF",462,3082,"ENSG00000019991","PVALB",0.65,0.107,2.59065537329102,0.793,0.586,0,0,FALSE,FALSE
"463","HHATL",463,57467,"ENSG00000010282","Oligodendrocyte",0.577,0.248,2.58014488264857,0.712,0.424,0,0,FALSE,TRUE
"464","HIF3A",464,64344,"ENSG00000124440","Astrocyte",0.952,0.326,4.09412165990913,0.957,0.914,0,0,TRUE,TRUE
"465","HIGD1B",465,51751,"ENSG00000131097","Pericyte",0.844,0.058,7.06289474932924,0.917,0.834,3.02099103006292e-296,1.51898449982594e-291,TRUE,TRUE
"466","HIP1",466,3092,"ENSG00000127946","Oligodendrocyte",0.977,0.927,2.57480727228429,0.869,0.738,0,0,FALSE,TRUE
"467","HIPK2",467,28996,"ENSG00000064393","Oligodendrocyte",0.922,0.588,2.60476282013242,0.876,0.752,0,0,FALSE,TRUE
"468","HLA.A",468,NA,NA,"Endothelial",0.857,0.26,2.78481004780153,0.844,0.688,8.7122287111816e-32,4.38059571826922e-27,FALSE,TRUE
"469","HLA.DMA",469,NA,NA,"Microglia",0.395,0.042,4.78916849872116,0.683,0.366,5.43472210425371e-323,2.73263262123981e-318,TRUE,TRUE
"470","HLA.DMB",470,NA,NA,"Microglia",0.367,0.008,5.35744331178302,0.681,0.362,0,0,TRUE,TRUE
"471","HLA.DPA1",471,NA,NA,"Microglia",0.463,0.037,4.79090082849983,0.72,0.44,0,0,TRUE,TRUE
"472","HLA.DRA",472,NA,NA,"Microglia",0.527,0.033,5.95938258069811,0.755,0.51,0,0,TRUE,TRUE
"473","HLA.DRB1",473,NA,NA,"Microglia",0.631,0.072,5.139782247316,0.8,0.6,0,0,TRUE,TRUE
"474","HLA.DRB5",474,NA,NA,"Microglia",0.531,0.091,4.29434295698544,0.741,0.482,0,0,TRUE,TRUE
"475","HLA.DRB6",475,NA,NA,"Microglia",0.52,0.036,3.34009222239116,0.75,0.5,0,0,FALSE,FALSE
"476","HLA.F",476,NA,NA,"Endothelial",0.6,0.101,3.19674451001505,0.759,0.518,1.67691356844418e-27,8.43168911349417e-23,TRUE,TRUE
"477","HMCN1",477,83872,"ENSG00000143341","Endothelial",0.529,0.484,4.3874153192674,0.613,0.226,8.07094992058527e-122,4.05815432956948e-117,TRUE,TRUE
"478","HNF4G",478,3174,"ENSG00000164749","Astrocyte",0.475,0.282,2.78585839351894,0.643,0.286,0,0,FALSE,FALSE
"479","HPGDS",479,27306,"ENSG00000163106","Microglia",0.508,0.244,5.04290273070829,0.686,0.372,0,0,TRUE,TRUE
"480","HPN.AS1",480,NA,NA,"Oligodendrocyte",0.461,0.151,3.67837705545189,0.685,0.37,0,0,TRUE,TRUE
"481","HPSE2",481,60495,"ENSG00000172987","Astrocyte",0.933,0.85,3.71515970229141,0.842,0.684,0,0,FALSE,TRUE
"482","HSD17B3",482,3293,"ENSG00000130948","Oligodendrocyte",0.452,0.194,3.42235264281266,0.662,0.324,0,0,TRUE,TRUE
"483","HSPA1A",483,3303,"ENSG00000215328, ENSG00000237724, ENSG00000235941, ENSG00000204389, ENSG00000234475","Endothelial",0.557,0.191,3.34818387938477,0.728,0.456,1.28108727787687e-44,6.44143494189271e-40,TRUE,TRUE
"484","HSPA1B",484,3304,"ENSG00000212866, ENSG00000224501, ENSG00000232804, ENSG00000204388, ENSG00000231555","Endothelial",0.443,0.109,3.2247147022917,0.68,0.36,8.29046218197497e-22,4.16852728971884e-17,TRUE,TRUE
"485","HSPA2",485,3306,"ENSG00000126803","Oligodendrocyte",0.395,0.019,4.15322095373473,0.69,0.38,0,0,TRUE,TRUE
"486","HTR2C",486,3358,"ENSG00000147246","L5/6 NP",0.998,0.482,4.24578030575104,0.993,0.986,0,0,TRUE,TRUE
"487","HVCN1",487,84329,"ENSG00000122986","Microglia",0.369,0.359,2.88389968583049,0.543,0.0860000000000001,6.64294424984371e-150,3.34013879826392e-145,TRUE,TRUE
"488","ICAM2",488,3384,"ENSG00000108622","Endothelial",0.5,0.056,4.71820341097528,0.734,0.468,3.32729188634275e-139,1.672995633372e-134,TRUE,TRUE
"489","ID1",489,3397,"ENSG00000125968","Endothelial",0.571,0.02,4.82133353527287,0.78,0.56,1.03978033520015e-64,5.22811950341986e-60,TRUE,TRUE
"490","ID3",490,3399,"ENSG00000117318, ENSG00000283060","Endothelial",0.657,0.014,4.74693237304726,0.824,0.648,1.27948792455725e-72,6.43339323346629e-68,TRUE,TRUE
"491","ID4",491,3400,"ENSG00000172201","Astrocyte",0.639,0.034,4.48582068013711,0.81,0.62,0,0,TRUE,TRUE
"492","IDUA",492,3425,"ENSG00000127415","VLMC",0.364,0.253,2.84478955204275,0.586,0.172,0.00011218576543184,1,FALSE,FALSE
"493","IFI16",493,3428,"ENSG00000163565","Microglia",0.673,0.143,3.97881263703429,0.802,0.604,0,0,TRUE,TRUE
"494","IFI27",494,3429,"ENSG00000275214, ENSG00000165949","Endothelial",0.7,0.035,6.22859505487535,0.844,0.688,1.32538193617179e-125,6.66415291326538e-121,TRUE,TRUE
"495","IFI44L",495,10964,"ENSG00000137959","Endothelial",0.629,0.027,5.16065948803945,0.808,0.616,3.48577866696779e-81,1.75268437153807e-76,TRUE,TRUE
"496","IFNG.AS1",496,NA,NA,"L5/6 NP",0.881,0.03,4.97325450879876,0.937,0.874,0,0,FALSE,FALSE
"497","IFNGR1",497,3459,"ENSG00000027697","Microglia",0.824,0.458,3.1427910963107,0.835,0.67,0,0,TRUE,TRUE
"498","IGDCC4",498,57722,"ENSG00000103742","VLMC",0.364,0.189,3.11555451068787,0.616,0.232,8.48404716460024e-05,1,TRUE,TRUE
"499","IGF2BP2",499,10644,"ENSG00000073792","Endothelial",0.5,0.495,2.66913844748289,0.564,0.128,6.16357364716644e-21,3.09910646553176e-16,FALSE,FALSE
"500","IGFBP4",500,3487,"ENSG00000141753","VLMC",0.545,0.138,3.25030456037703,0.73,0.46,4.86948320095948e-06,0.244842484827444,TRUE,FALSE
"501","IGSF10",501,285313,"ENSG00000152580","Microglia",0.548,0.44,3.63858259686804,0.638,0.276,0,0,FALSE,TRUE
"502","IKBIP",502,121457,"ENSG00000166130","VLMC",0.455,0.366,2.80322626362915,0.599,0.198,0.00245108370642227,1,TRUE,TRUE
"503","IKZF1",503,10320,"ENSG00000185811","Microglia",0.701,0.05,6.10922085610577,0.843,0.686,0,0,TRUE,TRUE
"504","IL13RA1",504,3597,"ENSG00000131724","Microglia",0.528,0.166,4.62248775056929,0.72,0.44,0,0,TRUE,TRUE
"505","IL17RA",505,23765,"ENSG00000177663","Microglia",0.411,0.192,2.73847240184951,0.635,0.27,2.74087959963794e-154,1.37814167149395e-149,TRUE,TRUE
"506","IL17RB",506,55540,"ENSG00000056736","Astrocyte",0.596,0.185,2.63990980943326,0.738,0.476,0,0,FALSE,TRUE
"507","IL18",507,3606,"ENSG00000150782","Microglia",0.552,0.118,4.67780110496089,0.744,0.488,0,0,TRUE,TRUE
"508","IL1R1",508,3554,"ENSG00000115594","VLMC",0.636,0.127,3.51639332136664,0.785,0.57,1.30461244075794e-08,0.000655972181337502,TRUE,TRUE
"509","IL26",509,55801,"ENSG00000111536","L5/6 NP",0.717,0.045,3.78317528409082,0.85,0.7,0,0,FALSE,FALSE
"510","IL33",510,90865,"ENSG00000137033","Astrocyte",0.392,0.102,3.09194086280375,0.658,0.316,2.85103617119194e-266,1.43352949723702e-261,TRUE,TRUE
"511","IL4R",511,3566,"ENSG00000077238","VLMC",0.364,0.212,3.23602370392071,0.607,0.214,1.14130815191023e-05,0.573861151861985,TRUE,TRUE
"512","IL6ST",512,3572,"ENSG00000134352","Microglia",0.861,0.58,2.61949967898705,0.82,0.64,5.97484650632375e-310,3.00421257184465e-305,FALSE,TRUE
"513","IMPA1P",513,650747,NA,"L5/6 NP",0.413,0.037,2.77083309047224,0.693,0.386,8.60177144408914e-204,4.32505669980246e-199,FALSE,FALSE
"514","INHBA",514,3624,"ENSG00000122641","L4 IT",0.5,0.035,2.5756268507787,0.735,0.47,8.28423632663891e-21,4.16539686739731e-16,FALSE,FALSE
"515","INPP5D",515,3635,"ENSG00000168918, ENSG00000281614","Microglia",0.937,0.375,5.19633279634468,0.947,0.894,0,0,TRUE,TRUE
"516","IPCEF1",516,26034,"ENSG00000074706","Microglia",0.947,0.832,3.25214350171066,0.843,0.686,0,0,FALSE,FALSE
"517","IQGAP2",517,10788,"ENSG00000145703","VLMC",0.909,0.581,3.6084458038546,0.883,0.766,2.0514063592293e-17,1.03146763148408e-12,TRUE,TRUE
"518","IRF8",518,3394,"ENSG00000140968","Microglia",0.499,0.023,5.13004490632775,0.743,0.486,0,0,TRUE,TRUE
"519","ISLR",519,3671,"ENSG00000129009, ENSG00000288508","VLMC",0.636,0.069,4.70399255309284,0.801,0.602,6.82291608349551e-13,3.43063043594238e-08,FALSE,FALSE
"520","ISM1",520,140862,"ENSG00000101230","VLMC",0.455,0.079,4.901167575813,0.705,0.41,3.60165538132273e-11,1.81094834228288e-06,FALSE,FALSE
"521","ISYNA1",521,51477,"ENSG00000105655","Pericyte",0.625,0.092,4.58396446235426,0.792,0.584,9.33864688060453e-32,4.69556503803676e-27,TRUE,TRUE
"522","ITGA2",522,3673,"ENSG00000164171","Oligodendrocyte",0.628,0.157,4.28199762673614,0.776,0.552,0,0,TRUE,TRUE
"523","ITGA6",523,3655,"ENSG00000091409","Endothelial",0.914,0.235,4.0715021118994,0.928,0.856,1.13138905783326e-78,5.68873732169143e-74,TRUE,TRUE
"524","ITGA8",524,8516,"ENSG00000077943","VLMC",0.818,0.542,2.63475543384685,0.78,0.56,0.000114794720199559,1,FALSE,FALSE
"525","ITGAL",525,3683,"ENSG00000005844","Microglia",0.504,0.503,3.12304040660711,0.563,0.126,1.46227775893703e-235,7.35247879971126e-231,TRUE,TRUE
"526","ITGAM",526,3684,"ENSG00000169896","Microglia",0.683,0.378,4.96444804948281,0.762,0.524,0,0,TRUE,TRUE
"527","ITGAX",527,3687,"ENSG00000140678","Microglia",0.895,0.145,5.57663005551568,0.936,0.872,0,0,TRUE,TRUE
"528","ITGB2",528,3689,"ENSG00000160255","Microglia",0.392,0.122,4.62905597456057,0.656,0.312,0,0,TRUE,TRUE
"529","ITGB4",529,3691,"ENSG00000132470","Astrocyte",0.475,0.148,3.63674103017785,0.693,0.386,0,0,TRUE,TRUE
"530","ITGB5",530,3693,"ENSG00000082781","Microglia",0.553,0.263,2.98665056920192,0.697,0.394,7.06206563220292e-263,3.55087722052795e-258,FALSE,TRUE
"531","ITIH2",531,3698,"ENSG00000151655","VLMC",0.909,0.413,4.01212789029401,0.91,0.82,6.92452289595763e-19,3.48171935731646e-14,TRUE,FALSE
"532","ITM2A",532,9452,"ENSG00000078596","Endothelial",0.729,0.111,3.91086746472964,0.836,0.672,1.30668053587163e-47,6.57012040241612e-43,TRUE,TRUE
"533","ITPKB",533,3707,"ENSG00000143772","Astrocyte",0.851,0.212,2.72380131069213,0.881,0.762,0,0,FALSE,TRUE
"534","ITPR2",534,3709,"ENSG00000123104","Microglia",1,0.711,3.10546152819912,0.979,0.958,0,0,TRUE,TRUE
"535","ITPR3",535,3710,"ENSG00000096433","Endothelial",0.586,0.383,3.47480445300532,0.683,0.366,4.51443809469576e-50,2.26990461839398e-45,TRUE,TRUE
"536","ITPRIPL2",536,162073,"ENSG00000205730","VLMC",0.455,0.077,2.58602320363729,0.694,0.388,0.00132489459341554,1,FALSE,TRUE
"537","JAG1",537,182,"ENSG00000101384","Pericyte",0.469,0.174,3.0097513935284,0.67,0.34,6.79488893485221e-09,0.000341653810533304,TRUE,TRUE
"538","KAT2B",538,8850,"ENSG00000114166","OPC",0.96,0.595,2.50008226625644,0.912,0.824,0,0,FALSE,TRUE
