"","gene","X","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","hMC_overlap","used"
"730","LOC105375483",730,105375483,NA,"Oligodendrocyte",0.636,0.354,4.62332516484645,0.729,0.458,0,0,FALSE,FALSE
"731","LOC105375920",731,105375920,NA,"VLMC",0.727,0.339,3.28303840431484,0.761,0.522,3.52396956746387e-21,1.77188713821651e-16,FALSE,FALSE
"732","LOC105375929",732,105375929,NA,"IT",0.362,0.131,2.70793580421704,0.628,0.256,0,0,FALSE,FALSE
"733","LOC105375931",733,105375931,NA,"IT",0.617,0.305,2.97185715275836,0.704,0.408,0,0,FALSE,FALSE
"734","LOC105375943",734,105375943,NA,"Microglia",0.148,0.39,2.80314207369779,0.397,0.206,0,0,FALSE,FALSE
"735","LOC105375974",735,105375974,NA,"IT",0.361,0.241,2.70920196390301,0.568,0.136,7.21891956829079e-252,3.62974494813229e-247,FALSE,FALSE
"736","LOC105376102",736,105376102,NA,"L5/6 NP",0.587,0.064,3.55085417675598,0.776,0.552,0,0,FALSE,FALSE
"737","LOC105376103",737,105376103,NA,"L5/6 NP",0.602,0.091,3.49706072749205,0.777,0.554,0,0,FALSE,FALSE
"738","LOC105376219",738,105376219,NA,"Microglia",0.425,0.346,4.24649289652941,0.592,0.184,0,0,FALSE,FALSE
"739","LOC105376244",739,105376244,NA,"Astrocyte",0.646,0.06,3.52111639077341,0.807,0.614,0,0,FALSE,FALSE
"740","LOC105376287",740,105376287,NA,"Microglia",0.36,0.222,2.87393215449951,0.598,0.196,0,0,FALSE,FALSE
"741","LOC105376325",741,105376325,NA,"Endothelial",0.3,0.355,2.51709175931219,0.502,0.004,2.98876862085212e-28,1.50278275025065e-23,FALSE,FALSE
"742","LOC105376387",742,105376387,NA,"Astrocyte",0.799,0.437,2.84271733665913,0.814,0.628,0,0,FALSE,FALSE
"743","LOC105376388",743,105376388,NA,"Microglia",0.444,0.027,6.08780081465139,0.714,0.428,0,0,FALSE,FALSE
"744","LOC105376457",744,105376457,NA,"L5 ET",0.764,0.107,3.4296294320405,0.864,0.728,2.89488177735682e-153,1.45557550647278e-148,FALSE,FALSE
"745","LOC105376460",745,105376460,NA,"L5 ET",0.427,0.007,2.53831799310818,0.711,0.422,1.26779268827749e-57,6.37458841592806e-53,FALSE,FALSE
"746","LOC105376481",746,105376481,NA,"VLMC",0.636,0.271,4.13057149211513,0.753,0.506,4.94184740012528e-13,2.48481029125699e-08,FALSE,FALSE
"747","LOC105376501",747,105376501,NA,"IT",0.482,0.057,2.52652526751528,0.72,0.44,0,0,FALSE,FALSE
"748","LOC105376603",748,105376603,NA,"Microglia",0.625,0.193,6.08005514406615,0.772,0.544,0,0,FALSE,FALSE
"749","LOC105376640",749,105376640,NA,"VLMC",0.364,0.237,2.77306000876446,0.587,0.174,NA,NA,FALSE,FALSE
"750","LOC105376908",750,105376908,NA,"Microglia",0.485,0.37,2.97282652848996,0.614,0.228,0,0,FALSE,FALSE
"751","LOC105376917",751,105376917,NA,"Astrocyte",0.774,0.239,4.72386309333799,0.85,0.7,0,0,FALSE,FALSE
"752","LOC105377183",752,105377183,NA,"L6b",0.472,0.053,3.31300846386774,0.719,0.438,0,0,FALSE,FALSE
"753","LOC105377632",753,105377632,NA,"OPC",0.93,0.642,2.94570901380055,0.893,0.786,0,0,FALSE,FALSE
"754","LOC105377684",754,105377684,NA,"Microglia",0.788,0.207,4.71088282589536,0.859,0.718,0,0,FALSE,FALSE
"755","LOC105377918",755,105377918,NA,"Microglia",0.525,0.049,4.98508886312787,0.749,0.498,0,0,FALSE,FALSE
"756","LOC105377979",756,105377979,NA,"VLMC",0.818,0.283,4.96162929187105,0.868,0.736,1.21099775157291e-81,6.08901779468374e-77,FALSE,FALSE
"757","LOC105378111",757,105378111,NA,"OPC",0.382,0.085,3.29041925513939,0.66,0.32,3.40142143507866e-233,1.7102687117719e-228,FALSE,FALSE
"758","LOC105378119",758,105378119,NA,"Microglia",0.424,0.121,3.25401788206681,0.667,0.334,3.08022649164019e-204,1.54876868226161e-199,FALSE,FALSE
"759","LOC105378145",759,105378145,NA,"VLMC",0.636,0.147,5.62371912037224,0.79,0.58,1.43800805166858e-62,7.23044828459477e-58,FALSE,FALSE
"760","LOC105378146",760,105378146,NA,"VLMC",0.545,0.049,4.57566732377078,0.758,0.516,1.91647662739102e-09,9.6362361301848e-05,FALSE,FALSE
"761","LOC105378305",761,105378305,NA,"Microglia",0.793,0.415,5.89897663153492,0.837,0.674,0,0,FALSE,FALSE
"762","LOC105378400",762,105378400,NA,"L5/6 NP",0.495,0.041,3.63523245897769,0.735,0.47,0,0,FALSE,FALSE
"763","LOC105378484",763,105378484,NA,"L5/6 IT Car3",0.355,0.023,3.11516234506634,0.669,0.338,4.50798029916967e-158,2.2666575742255e-153,FALSE,FALSE
"764","LOC105378486",764,105378486,NA,"L5/6 IT Car3",0.801,0.531,3.06908249972039,0.765,0.53,1.41747389733588e-237,7.12720050319455e-233,FALSE,FALSE
"765","LOC105378657",765,105378657,NA,"L5 ET",0.989,0.274,3.32758633163391,0.981,0.962,6.98035777639409e-153,3.50979369354871e-148,FALSE,FALSE
"766","LOC105378962",766,105378962,NA,"L6b",0.438,0.154,2.52826049752244,0.665,0.33,0,0,FALSE,FALSE
"767","LOC105378963",767,105378963,NA,"L6b",0.397,0.05,2.63288320573366,0.68,0.36,3.40864890633275e-230,1.71390275659317e-225,FALSE,FALSE
"768","LOC105378964",768,105378964,NA,"L6b",0.523,0.163,2.74977270540705,0.71,0.42,0,0,FALSE,FALSE
"769","LOC105379037",769,105379037,NA,"IT",0.462,0.14,3.01764238892549,0.684,0.368,0,0,FALSE,FALSE
"770","LOC105379054",770,105379054,NA,"OPC",0.726,0.044,4.30468113468996,0.851,0.702,0,0,FALSE,FALSE
"771","LOC105379069",771,105379069,NA,"VIP",0.541,0.147,2.55043820990101,0.721,0.442,0,0,FALSE,FALSE
"772","LOC105379082",772,105379082,NA,"VLMC",1,0.484,3.58328502810204,0.999,0.998,4.61169828196248e-15,2.31880801315355e-10,FALSE,FALSE
"773","LOC105379364",773,105379364,NA,"Astrocyte",0.682,0.571,2.9965196096348,0.668,0.336,0,0,FALSE,FALSE
"774","LOC255187",774,255187,NA,"Oligodendrocyte",0.424,0.091,4.84289339212619,0.684,0.368,0,0,FALSE,FALSE
"775","LOC284930",775,284930,NA,"IT",0.823,0.377,3.1947164675578,0.842,0.684,0,0,FALSE,FALSE
"776","LOC285626",776,285626,NA,"Microglia",0.392,0.13,4.49308518686034,0.65,0.3,0,0,FALSE,FALSE
"777","LOC389332",777,389332,"ENSG00000271824","L5/6 IT Car3",0.519,0.006,2.72050881529124,0.757,0.514,4.94965925247175e-268,2.48873816873532e-263,FALSE,FALSE
"778","LOC400464",778,400464,NA,"VLMC",0.545,0.212,2.98261868997547,0.704,0.408,9.93019231915889e-05,1,FALSE,FALSE
"779","LOC401478",779,401478,NA,"Microglia",0.715,0.5,2.95764422387677,0.738,0.476,0,0,FALSE,FALSE
"780","LOC642484",780,642484,NA,"PAX6",0.402,0.049,3.07556071538787,0.683,0.366,4.83536820359302e-87,2.4312714864486e-82,FALSE,FALSE
"781","LOC644135",781,644135,NA,"Pericyte",0.469,0.117,3.0839837247888,0.683,0.366,2.76039431125217e-07,0.0138795386364071,FALSE,FALSE
"782","LOC645321",782,645321,NA,"Astrocyte",0.518,0.013,3.50899000265294,0.753,0.506,0,0,FALSE,FALSE
"783","LOC648987",783,648987,NA,"VLMC",0.636,0.39,3.6561737400633,0.733,0.466,9.08225803223793e-12,4.56665016118955e-07,FALSE,FALSE
"784","LOC729732",784,729732,NA,"L5/6 NP",1,0.851,2.68696821624702,0.991,0.982,0,0,FALSE,FALSE
"785","LPAR1",785,1902,"ENSG00000198121","Oligodendrocyte",0.91,0.24,3.71210007002786,0.93,0.86,0,0,TRUE,TRUE
"786","LPAR5",786,57121,"ENSG00000184574","Microglia",0.616,0.264,4.70682190642828,0.744,0.488,0,0,TRUE,TRUE
"787","LPAR6",787,10161,"ENSG00000139679","Microglia",0.971,0.083,6.21965339737696,0.983,0.966,0,0,TRUE,TRUE
"788","LPCAT2",788,54947,"ENSG00000087253","Microglia",0.773,0.209,4.09709159005935,0.85,0.7,0,0,TRUE,TRUE
"789","LPL",789,4023,"ENSG00000175445","Pericyte",0.469,0.099,3.93671742863988,0.704,0.408,3.9232498524602e-20,1.97264925831552e-15,FALSE,FALSE
"790","LRAT",790,9227,"ENSG00000121207","L6b",0.581,0.132,3.01072137197133,0.756,0.512,0,0,FALSE,FALSE
"791","LRIG1",791,26018,"ENSG00000144749","Astrocyte",0.877,0.288,2.97838943654122,0.886,0.772,0,0,TRUE,TRUE
"792","LRIG3",792,121227,"ENSG00000139263","VLMC",0.364,0.139,2.63680945447529,0.635,0.27,3.27569742644356e-05,1,FALSE,TRUE
"793","LRP2",793,4036,"ENSG00000081479","Oligodendrocyte",0.65,0.454,4.15113098940452,0.719,0.438,0,0,TRUE,TRUE
"794","LRP4",794,4038,"ENSG00000134569","Astrocyte",0.852,0.204,2.92113057839546,0.889,0.778,0,0,FALSE,TRUE
"795","LRRC63",795,220416,"ENSG00000173988","Oligodendrocyte",0.537,0.196,3.33022496480529,0.708,0.416,0,0,FALSE,FALSE
"796","LSP1",796,4046,"ENSG00000130592, ENSG00000288199","VLMC",0.364,0.211,2.61145650301342,0.603,0.206,1.0896151099016e-15,5.47869373409622e-11,TRUE,TRUE
"797","LST1",797,7940,"ENSG00000226182, ENSG00000235915, ENSG00000230791, ENSG00000234514, ENSG00000206433, ENSG00000204482, ENSG00000223465, ENSG00000231048","Microglia",0.432,0.006,5.0314618433697,0.714,0.428,0,0,TRUE,TRUE
"798","LTBP2",798,4053,"ENSG00000119681","VLMC",0.455,0.19,4.37445044983452,0.662,0.324,9.27156090466411e-09,0.000466183353847416,TRUE,TRUE
"799","LTC4S",799,4056,"ENSG00000213316, ENSG00000283887","Microglia",0.477,0.038,4.38119130054922,0.728,0.456,0,0,FALSE,FALSE
"800","LURAP1L.AS1",800,NA,NA,"Oligodendrocyte",0.495,0.216,3.14895451039792,0.677,0.354,0,0,FALSE,FALSE
"801","LUZP2",801,338645,"ENSG00000187398","OPC",1,0.767,2.75669483351798,0.98,0.96,0,0,TRUE,TRUE
"802","LY86",802,9450,"ENSG00000112799","Microglia",0.605,0.054,5.39981670274356,0.79,0.58,0,0,TRUE,TRUE
"803","LY86.AS1",803,NA,NA,"IT",0.959,0.33,2.5953756660706,0.935,0.87,0,0,TRUE,TRUE
"804","LYN",804,4067,"ENSG00000254087","Microglia",0.819,0.431,4.2251110684167,0.848,0.696,0,0,TRUE,TRUE
"805","MAG",805,4099,"ENSG00000105695","Oligodendrocyte",0.848,0.139,5.43261529330508,0.911,0.822,0,0,TRUE,TRUE
"806","MAL",806,4118,"ENSG00000172005","Oligodendrocyte",0.783,0.087,4.60596820144776,0.877,0.754,0,0,TRUE,TRUE
"807","MAML2",807,84441,"ENSG00000184384","Microglia",0.959,0.592,2.57180381474183,0.913,0.826,0,0,FALSE,TRUE
"808","MAML3",808,55534,"ENSG00000196782","Microglia",0.932,0.687,2.97948139712192,0.872,0.744,0,0,TRUE,TRUE
"809","MAP6D1",809,79929,"ENSG00000180834","Oligodendrocyte",0.423,0.184,2.7502814852296,0.644,0.288,0,0,TRUE,TRUE
"810","MARCH3",810,115123,"ENSG00000173926","Microglia",0.668,0.596,2.50943716432128,0.653,0.306,1.46378245391751e-181,7.36004455654265e-177,FALSE,FALSE
"811","MARCKSL1",811,65108,"ENSG00000175130","Oligodendrocyte",0.579,0.171,2.81496497269701,0.738,0.476,0,0,FALSE,TRUE
"812","MB21D1",812,115004,"ENSG00000164430","Microglia",0.352,0.318,2.80747117861356,0.549,0.0980000000000001,1.14128273862114e-171,5.73848373806097e-167,FALSE,FALSE
"813","MBP",813,4155,"ENSG00000197971","Oligodendrocyte",1,0.652,4.24893338565042,0.998,0.996,0,0,TRUE,TRUE
"814","MCL1",814,4170,"ENSG00000143384","Endothelial",0.357,0.147,2.99650003175325,0.623,0.246,1.58187181553723e-17,7.95380967570277e-13,TRUE,TRUE
"815","MCOLN3",815,55283,"ENSG00000055732","VLMC",0.364,0.091,4.12804931056626,0.643,0.286,9.7177376540032e-05,1,FALSE,FALSE
"816","MDFIC",816,29969,"ENSG00000135272","L6b",0.83,0.318,2.77427641660143,0.858,0.716,0,0,FALSE,FALSE
"817","MECOM",817,2122,"ENSG00000085276","Endothelial",0.971,0.446,7.03405294158649,0.977,0.954,0,0,TRUE,TRUE
"818","MEGF11",818,84465,"ENSG00000157890, ENSG00000277848","OPC",0.964,0.507,3.48829884060851,0.946,0.892,0,0,TRUE,TRUE
"819","MEI1",819,150365,"ENSG00000167077","Pericyte",0.438,0.536,2.5155528337413,0.483,0.034,7.4018240019543e-05,1,FALSE,FALSE
"820","MEIS1",820,4211,"ENSG00000143995","Oligodendrocyte",0.591,0.446,2.56455637381944,0.667,0.334,0,0,FALSE,TRUE
"821","MFSD2A",821,84879,"ENSG00000168389","Endothelial",0.671,0.104,5.22857129690915,0.815,0.63,2.45770349472284e-103,1.23575789418159e-98,TRUE,TRUE
"822","MGC27382",822,149047,NA,"VLMC",0.364,0.307,3.64259927621819,0.54,0.0800000000000001,1.23788098941146e-05,0.622418940285974,FALSE,FALSE
"823","MGLL",823,11343,"ENSG00000074416","Pericyte",0.844,0.663,2.78804269467871,0.813,0.626,1.38078308604063e-19,6.94271543492089e-15,FALSE,FALSE
"824","MGST1",824,4257,"ENSG00000008394","Astrocyte",0.702,0.18,3.33635847343425,0.806,0.612,0,0,TRUE,TRUE
"825","MICALL2",825,79778,"ENSG00000164877","Astrocyte",0.801,0.441,2.75782468404783,0.816,0.632,0,0,FALSE,TRUE
"826","MILR1",826,284021,"ENSG00000271605","Microglia",0.624,0.239,5.50031261586785,0.761,0.522,0,0,TRUE,TRUE
"827","MINOS1.NBL1",827,NA,NA,"VLMC",0.455,0.109,2.99940028905681,0.682,0.364,1.79352193612112e-07,0.0090180076470106,FALSE,FALSE
"828","MIR143HG",828,728264,NA,"Pericyte",0.906,0.075,6.57113142570272,0.949,0.898,7.09908636450986e-314,3.5694916149392e-309,FALSE,FALSE
"829","MIR646HG",829,284757,NA,"Microglia",0.4,0.264,2.89370576783568,0.598,0.196,8.99270452787059e-112,4.52162176365861e-107,FALSE,FALSE
"830","MKNK1",830,8569,"ENSG00000079277","Microglia",0.813,0.683,2.62127622491658,0.771,0.542,0,0,FALSE,FALSE
"831","MLC1",831,23209,"ENSG00000100427","Astrocyte",0.635,0.086,4.0377898381762,0.799,0.598,0,0,TRUE,TRUE
"832","MLKL",832,197259,"ENSG00000168404","Endothelial",0.4,0.211,2.95953687468618,0.615,0.23,1.11474971716266e-14,5.60507305286558e-10,FALSE,TRUE
"833","MMD2",833,221938,"ENSG00000136297","Astrocyte",0.988,0.591,3.33615728174574,0.963,0.926,0,0,TRUE,TRUE
"834","MMP2",834,4313,"ENSG00000087245","VLMC",0.364,0.042,3.33565784080356,0.666,0.332,7.3178127330855e-05,1,TRUE,TRUE
"835","MMP28",835,79148,"ENSG00000278843, ENSG00000271447","Astrocyte",0.562,0.296,2.61384381649088,0.684,0.368,0,0,TRUE,TRUE
"836","MMRN2",836,79812,"ENSG00000173269","Endothelial",0.4,0.12,3.85705499068858,0.658,0.316,1.18052564146854e-32,5.93580097786798e-28,TRUE,TRUE
"837","MOBP",837,4336,"ENSG00000168314","Oligodendrocyte",0.989,0.308,4.94642771457011,0.986,0.972,0,0,TRUE,TRUE
"838","MOG",838,4340,"ENSG00000204655, ENSG00000236561, ENSG00000137345, ENSG00000237834, ENSG00000234096, ENSG00000230885, ENSG00000234623, ENSG00000232641","Oligodendrocyte",0.959,0.104,5.98681239371439,0.976,0.952,0,0,TRUE,TRUE
"839","MRC1",839,4360,"ENSG00000260314","Microglia",0.599,0.244,4.71018473121448,0.739,0.478,0,0,TRUE,TRUE
"840","MROH7.TTC4",840,NA,NA,"Astrocyte",0.63,0.183,2.98242753220997,0.759,0.518,0,0,FALSE,FALSE
"841","MROH9",841,80133,"ENSG00000117501","OPC",0.634,0.221,4.93744698219381,0.767,0.534,0,0,FALSE,FALSE
"842","MRVI1",842,10335,"ENSG00000072952","Astrocyte",0.872,0.255,3.67269824446872,0.901,0.802,0,0,FALSE,FALSE
"843","MS4A7",843,58475,"ENSG00000166927","Microglia",0.609,0.029,6.11157308175061,0.799,0.598,0,0,TRUE,TRUE
"844","MSI1",844,4440,"ENSG00000135097","Astrocyte",0.496,0.254,2.56382838809205,0.659,0.318,5.40486948708797e-305,2.7176224268027e-300,FALSE,TRUE
"845","MSI2",845,124540,"ENSG00000153944","Astrocyte",0.998,0.863,3.03558615903876,0.988,0.976,0,0,TRUE,TRUE
"846","MSR1",846,4481,"ENSG00000038945","Microglia",0.395,0.15,4.78298185998527,0.648,0.296,0,0,TRUE,TRUE
"847","MT1F",847,4494,"ENSG00000198417","Astrocyte",0.479,0.023,4.04589769679413,0.732,0.464,0,0,TRUE,TRUE
"848","MT1G",848,4495,"ENSG00000125144","Astrocyte",0.426,0.036,3.95018710718406,0.701,0.402,0,0,TRUE,TRUE
"849","MT1X",849,4501,"ENSG00000187193","Astrocyte",0.402,0.033,3.41229221009199,0.688,0.376,0,0,TRUE,TRUE
"850","MT3",850,4504,"ENSG00000087250","Astrocyte",0.902,0.583,2.87805668043338,0.899,0.798,0,0,TRUE,TRUE
"851","MTUS1",851,57509,"ENSG00000129422","Endothelial",0.786,0.549,2.5095401534337,0.794,0.588,1.79726663980262e-33,9.03683639159157e-29,FALSE,TRUE
"852","MUSTN1",852,389125,"ENSG00000272573","Pericyte",0.625,0.012,5.07312709779897,0.81,0.62,1.30164387394723e-55,6.54479556259408e-51,FALSE,FALSE
"853","MX1",853,4599,"ENSG00000157601","Endothelial",0.371,0.229,2.70166090533606,0.601,0.202,5.34519788309912e-16,2.68761894760107e-11,TRUE,TRUE
"854","MXRA5",854,25878,"ENSG00000101825","VLMC",0.364,0.305,3.34397824716155,0.569,0.138,1.38699189497828e-10,6.9739339471403e-06,TRUE,TRUE
"855","MXRA8",855,54587,"ENSG00000162576","VLMC",0.273,0.364,2.64243812387858,0.503,0.00600000000000001,1.80108453077711e-05,0.905603312920037,FALSE,TRUE
"856","MYCT1",856,80177,"ENSG00000120279","Endothelial",0.486,0.085,5.46784000658154,0.719,0.438,1.17666260791534e-200,5.91637725885912e-196,TRUE,TRUE
"857","MYHAS",857,100128560,NA,"L5/6 NP",0.721,0.288,2.94089006493937,0.791,0.582,0,0,FALSE,FALSE
"858","MYL12A",858,10627,"ENSG00000101608","Pericyte",0.5,0.072,4.24261579905497,0.729,0.458,6.59707312041336e-20,3.31707433567504e-15,TRUE,TRUE
"859","MYL9",859,10398,"ENSG00000101335","Pericyte",0.375,0.009,4.24942643092847,0.685,0.37,6.4409828521844e-44,3.23859058790684e-39,TRUE,TRUE
"860","MYO1B",860,4430,"ENSG00000128641","Pericyte",0.812,0.453,3.3631184331559,0.843,0.686,2.80636510127157e-23,1.41106843657036e-18,FALSE,FALSE
"861","MYO1C",861,4641,"ENSG00000197879","Endothelial",0.357,0.229,2.57605826618801,0.589,0.178,9.41929166121699e-15,4.73611404017652e-10,FALSE,TRUE
"862","MYO1E",862,4643,"ENSG00000157483","Oligodendrocyte",0.862,0.591,3.13879278701732,0.835,0.67,0,0,TRUE,TRUE
"863","MYO1F",863,4542,"ENSG00000142347","Microglia",0.783,0.55,3.71414459654346,0.774,0.548,0,0,TRUE,TRUE
"864","MYO3B",864,140469,"ENSG00000071909","VLMC",0.818,0.719,3.08073969940237,0.692,0.384,0.000231614960131897,1,FALSE,FALSE
"865","MYO5B",865,4645,"ENSG00000167306","PVALB",0.921,0.392,3.14544746886019,0.921,0.842,0,0,TRUE,TRUE
"866","MYOM1",866,8736,"ENSG00000101605","VLMC",0.636,0.436,2.76904865426136,0.639,0.278,0.00370075482966306,1,FALSE,TRUE
"867","MYRF",867,745,"ENSG00000124920","Oligodendrocyte",0.892,0.085,5.27833712048704,0.939,0.878,0,0,TRUE,TRUE
"868","MYT1",868,4661,"ENSG00000276876, ENSG00000196132","OPC",0.752,0.178,3.50954669572023,0.834,0.668,0,0,TRUE,TRUE
"869","NAIP",869,4671,"ENSG00000249437, ENSG00000276068, ENSG00000278613","Microglia",0.456,0.418,2.78415671668228,0.575,0.15,7.9614916868034e-229,4.00311763504162e-224,TRUE,TRUE
"870","NBPF14",870,25832,"ENSG00000270629","Astrocyte",0.647,0.137,2.63753430890835,0.784,0.568,0,0,FALSE,TRUE
"871","NCAN",871,1463,"ENSG00000130287","Astrocyte",0.952,0.578,2.99520063423379,0.913,0.826,0,0,TRUE,FALSE
"872","NCKAP1L",872,3071,"ENSG00000123338","Microglia",0.457,0.089,4.89034636372767,0.702,0.404,0,0,TRUE,TRUE
"873","NCKAP5",873,344148,"ENSG00000176771","Oligodendrocyte",0.99,0.816,2.77549098427882,0.953,0.906,0,0,FALSE,TRUE
"874","NCMAP",874,400746,"ENSG00000184454","Microglia",0.356,0.305,3.36962269144141,0.557,0.114,4.26524740132016e-238,2.14460904585779e-233,FALSE,FALSE
"875","NDE1",875,54820,"ENSG00000275911, ENSG00000072864","Oligodendrocyte",0.587,0.4,2.99233722260543,0.673,0.346,0,0,TRUE,TRUE
"876","NDRG1",876,10397,"ENSG00000104419","Oligodendrocyte",0.858,0.34,2.95089724772723,0.868,0.736,0,0,TRUE,TRUE
"877","NDRG2",877,57447,"ENSG00000165795","Astrocyte",0.957,0.187,3.48567756809878,0.958,0.916,0,0,TRUE,TRUE
"878","NDUFA4L2",878,56901,"ENSG00000185633","Pericyte",0.719,0.058,5.627496906799,0.849,0.698,7.69995875013864e-67,3.87161625915721e-62,TRUE,TRUE
"879","NEAT1",879,283131,NA,"Endothelial",0.871,0.318,2.58062677201108,0.864,0.728,1.2644348428327e-37,6.35770483324711e-33,FALSE,TRUE
"880","NEDD4",880,4734,"ENSG00000069869","Endothelial",0.671,0.5,2.81547024071429,0.668,0.336,2.26438452903299e-23,1.13855518504308e-18,FALSE,TRUE
"881","NEDD9",881,4739,"ENSG00000111859","Endothelial",0.657,0.452,2.71472353068523,0.687,0.374,1.39133277609641e-18,6.99576033149034e-14,TRUE,TRUE
"882","NEK3",882,4752,"ENSG00000136098","Oligodendrocyte",0.477,0.149,2.677920953,0.686,0.372,0,0,FALSE,TRUE
"883","NET1",883,10276,"ENSG00000173848","Endothelial",0.457,0.104,3.88423824985729,0.695,0.39,7.49661758249042e-35,3.76937428665201e-30,FALSE,TRUE
"884","NEURL1B",884,54492,"ENSG00000214357","Pericyte",0.375,0.196,3.04289675899212,0.605,0.21,8.10503115989279e-05,1,FALSE,FALSE
"885","NFATC2",885,4773,"ENSG00000101096","Microglia",0.591,0.284,3.92558373157295,0.72,0.44,0,0,TRUE,TRUE
"886","NFKBIA",886,4792,"ENSG00000100906","Endothelial",0.657,0.243,2.95300649387083,0.76,0.52,4.58190967226972e-32,2.30383000231394e-27,TRUE,TRUE
"887","NHSL1",887,57224,"ENSG00000135540","Astrocyte",0.991,0.521,3.8126297800533,0.978,0.956,0,0,TRUE,TRUE
"888","NID2",888,22795,"ENSG00000087303","VLMC",0.727,0.176,3.64817611888308,0.818,0.636,6.33651303401369e-08,0.00318606211863242,TRUE,TRUE
"889","NINJ2",889,4815,"ENSG00000171840","Oligodendrocyte",0.593,0.251,3.92993202831384,0.73,0.46,0,0,TRUE,TRUE
"890","NKAIN1",890,79570,"ENSG00000084628","Oligodendrocyte",0.529,0.457,2.60897973959857,0.6,0.2,0,0,TRUE,TRUE
"891","NKAIN3",891,286183,"ENSG00000185942","Astrocyte",0.997,0.783,2.73037390978205,0.966,0.932,0,0,FALSE,TRUE
"892","NKX6.2",892,NA,NA,"Oligodendrocyte",0.458,0.004,3.0092694949597,0.727,0.454,0,0,TRUE,TRUE
"893","NLRC5",893,84166,"ENSG00000140853","Endothelial",0.557,0.239,3.70282337036354,0.711,0.422,1.81355349689069e-82,9.11872833771609e-78,TRUE,TRUE
"894","NMU",894,10874,"ENSG00000109255","SST",0.794,0.275,3.88808018822835,0.849,0.698,0,0,FALSE,FALSE
"895","NOD1",895,10392,"ENSG00000106100","Endothelial",0.429,0.254,2.87989796074506,0.627,0.254,7.08994916547413e-22,3.56489733989205e-17,TRUE,TRUE
"896","NOTCH3",896,4854,"ENSG00000074181","Pericyte",0.938,0.258,6.27084675291343,0.955,0.91,0,0,TRUE,TRUE
"897","NOTCH4",897,4855,"ENSG00000238196, ENSG00000223355, ENSG00000232339, ENSG00000234876, ENSG00000235396, ENSG00000204301, ENSG00000206312","Endothelial",0.657,0.118,4.91186056448099,0.804,0.608,9.37119757577298e-107,4.71193185307441e-102,TRUE,TRUE
"898","NPFFR2",898,10886,"ENSG00000056291","L6b",0.696,0.265,3.06824497690104,0.78,0.56,0,0,FALSE,FALSE
"899","NPL",899,80896,"ENSG00000135838","Microglia",0.603,0.291,2.82420830413617,0.712,0.424,3.96400345293095e-215,1.99314057616821e-210,FALSE,TRUE
"900","NPR3",900,4883,"ENSG00000113389","VIP",0.452,0.263,3.1707346222162,0.629,0.258,0,0,FALSE,TRUE
"901","NPSR1",901,387129,"ENSG00000187258","L5/6 NP",0.352,0.105,3.46642600001627,0.636,0.272,1.21528736646405e-181,6.1105864073179e-177,FALSE,FALSE
"902","NPSR1.AS1",902,NA,NA,"L5/6 NP",0.994,0.538,4.31999900555213,0.985,0.97,0,0,FALSE,FALSE
"903","NRP2",903,8828,"ENSG00000118257","Endothelial",0.471,0.239,2.58276754537053,0.64,0.28,9.39246951854836e-11,4.7226275986213e-06,FALSE,TRUE
"904","NRROS",904,375387,"ENSG00000174004","Microglia",0.415,0.187,4.21353263768382,0.643,0.286,0,0,TRUE,TRUE
"905","NSMCE1",905,197370,"ENSG00000169189","VLMC",0.545,0.316,2.57526676199331,0.658,0.316,0.00697788149747108,1,FALSE,TRUE
"906","NT5E",906,4907,"ENSG00000135318","OPC",0.379,0.143,2.57236533035545,0.634,0.268,2.50444902674402e-128,1.25926201513716e-123,FALSE,TRUE
"907","NTN1",907,9423,"ENSG00000065320","OPC",0.793,0.509,3.37580062488721,0.793,0.586,0,0,TRUE,TRUE
"908","NTNG2",908,84628,"ENSG00000196358","L5/6 IT Car3",0.985,0.31,2.80135571523621,0.965,0.93,0,0,FALSE,TRUE
"909","NTSR2",909,23620,"ENSG00000169006","Astrocyte",0.414,0.133,3.3063688373021,0.66,0.32,0,0,TRUE,TRUE
"910","NUPR1",910,26471,"ENSG00000176046","Pericyte",0.375,0.03,3.89758844819175,0.677,0.354,1.34244716063739e-15,6.74995856840088e-11,TRUE,TRUE
"911","NWD1",911,284434,"ENSG00000188039","Astrocyte",0.844,0.528,3.64923865618317,0.834,0.668,0,0,TRUE,TRUE
"912","NXN",912,64359,"ENSG00000167693, ENSG00000281300, ENSG00000280563","Endothelial",0.957,0.758,3.36871709403184,0.86,0.72,2.41132120688073e-102,1.2124364160317e-97,TRUE,TRUE
"913","NXPH2",913,11249,"ENSG00000144227","LAMP5",0.904,0.216,2.92394993581966,0.914,0.828,0,0,FALSE,FALSE
"914","OAF",914,220323,"ENSG00000184232","Astrocyte",0.772,0.056,4.06370568572602,0.874,0.748,0,0,TRUE,TRUE
"915","OCLN",915,100506658,"ENSG00000273814, ENSG00000197822","Endothelial",0.529,0.293,3.76451524002981,0.68,0.36,3.53691319846623e-163,1.7783953253208e-158,TRUE,TRUE
