"","gene","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1014","LOC105374971",105374971,"NA","IT",0.617,0.346,4.06831056430584,0.684,0.368,0,0
"1015","LOC105375147",105375147,"NA","PVALB",0.514,0.327,2.7134433047721,0.631,0.262,0,0
"1016","LOC105375159",105375159,"NA","IT",0.721,0.274,2.00600930131732,0.779,0.558,0,0
"1017","LOC105375199",105375199,"NA","VLMC",0.455,0.332,2.36974851297356,0.598,0.196,0.00125553257868903,1
"1018","LOC105375387",105375387,"NA","L5/6 IT Car3",0.827,0.36,2.00305076129721,0.823,0.646,1.39548200830418e-156,7.01662308595423e-152
"1019","LOC105375405",105375405,"NA","Astrocyte",0.355,0.05,2.51381505338285,0.655,0.31,5.89688785835214e-234,2.96501418405804e-229
"1020","LOC105375415",105375415,"NA","VIP",0.847,0.143,2.42485666845014,0.878,0.756,0,0
"1021","LOC105375483",105375483,"ENSG00000241345","Oligodendrocyte",0.636,0.354,4.62332516484645,0.729,0.458,0,0
"1022","LOC105375523",105375523,"NA","VLMC",0.455,0.556,2.14929905488037,0.489,0.022,3.03235096780255e-05,1
"1023","LOC105375557",105375557,"NA","PVALB",0.423,0.331,2.38410317535882,0.56,0.12,5.83811659714717e-303,2.93546340621157e-298
"1024","LOC105375704",105375704,"NA","Astrocyte",0.546,0.318,2.44371086532164,0.664,0.328,9.5925553063306e-234,4.82323273357609e-229
"1025","LOC105375920",105375920,"NA","VLMC",0.727,0.339,3.28303840431484,0.761,0.522,3.65131250133383e-21,1.83591643879566e-16
"1026","LOC105375929",105375929,"ENSG00000254123","IT",0.362,0.131,2.70793580421704,0.628,0.256,0,0
"1027","LOC105375931",105375931,"NA","IT",0.617,0.305,2.97185715275836,0.704,0.408,0,0
"1028","LOC105375943",105375943,"NA","Microglia",0.148,0.39,2.80314207369779,0.397,0.206,0,0
"1029","LOC105375974",105375974,"NA","IT",0.361,0.241,2.70920196390301,0.568,0.136,7.01197551599967e-252,3.52569140919979e-247
"1030","LOC105376102",105376102,"NA","L5/6 NP",0.587,0.064,3.55085417675598,0.776,0.552,0,0
"1031","LOC105376103",105376103,"NA","L5/6 NP",0.602,0.091,3.49706072749205,0.777,0.554,0,0
"1032","LOC105376219",105376219,"NA","Microglia",0.425,0.346,4.24649289652941,0.592,0.184,0,0
"1033","LOC105376244",105376244,"NA","Astrocyte",0.646,0.06,3.52111639077341,0.807,0.614,0,0
"1034","LOC105376287",105376287,"NA","Microglia",0.36,0.222,2.87393215449951,0.598,0.196,0,0
"1035","LOC105376325",105376325,"NA","Endothelial",0.3,0.355,2.51709175931219,0.502,0.004,3.10019783956098e-28,1.55881047570966e-23
"1036","LOC105376354",105376354,"ENSG00000226762","L5/6 IT Car3",0.543,0.077,2.23491951117124,0.742,0.484,4.14645352498254e-127,2.08487829689647e-122
"1037","LOC105376387",105376387,"NA","Astrocyte",0.799,0.437,2.84271733665913,0.814,0.628,0,0
"1038","LOC105376388",105376388,"NA","Microglia",0.444,0.027,6.08780081465139,0.714,0.428,0,0
"1039","LOC105376457",105376457,"NA","L5 ET",0.764,0.107,3.4296294320405,0.864,0.728,2.84824226679361e-153,1.4321246941665e-148
"1040","LOC105376460",105376460,"NA","L5 ET",0.427,0.007,2.53831799310818,0.711,0.422,1.26569578154183e-57,6.36404495917048e-53
"1041","LOC105376481",105376481,"NA","VLMC",0.636,0.271,4.13057149211513,0.753,0.506,4.9559319778768e-13,2.49189215779623e-08
"1042","LOC105376501",105376501,"NA","IT",0.482,0.057,2.52652526751528,0.72,0.44,0,0
"1043","LOC105376571",105376571,"NA","SST",0.434,0.162,2.18150534506935,0.653,0.306,4.55365197780859e-174,2.28962175096194e-169
"1044","LOC105376603",105376603,"NA","Microglia",0.625,0.193,6.08005514406615,0.772,0.544,0,0
"1045","LOC105376640",105376640,"NA","VLMC",0.364,0.237,2.77306000876446,0.587,0.174,NA,NA
"1046","LOC105376908",105376908,"NA","Microglia",0.485,0.37,2.97282652848996,0.614,0.228,0,0
"1047","LOC105376917",105376917,"NA","Astrocyte",0.774,0.239,4.72386309333799,0.85,0.7,0,0
"1048","LOC105377087",105377087,"NA","L6b",0.827,0.187,2.33919419564465,0.867,0.734,0,0
"1049","LOC105377183",105377183,"NA","L6b",0.472,0.053,3.31300846386774,0.719,0.438,0,0
"1050","LOC105377390",105377390,"ENSG00000228358","IT",0.355,0.09,2.10484883637789,0.639,0.278,0,0
"1051","LOC105377567",105377567,"NA","SST",0.988,0.806,2.35881232867088,0.92,0.84,0,0
"1052","LOC105377568",105377568,"NA","SST",0.427,0.08,2.20462819481711,0.68,0.36,6.6665721374006e-204,3.3520191364064e-199
"1053","LOC105377569",105377569,"NA","SST",0.456,0.121,2.17633834000107,0.68,0.36,5.61389501861368e-194,2.82272255430914e-189
"1054","LOC105377574",105377574,"NA","SST",0.943,0.602,2.27918294764814,0.881,0.762,0,0
"1055","LOC105377605",105377605,"NA","Endothelial",0.286,0.367,2.02514705532626,0.482,0.036,5.33210068569785e-12,2.68103354577574e-07
"1056","LOC105377632",105377632,"NA","OPC",0.93,0.642,2.94570901380055,0.893,0.786,0,0
"1057","LOC105377684",105377684,"NA","Microglia",0.788,0.207,4.71088282589536,0.859,0.718,0,0
"1058","LOC105377795",105377795,"NA","L6 CT",0.517,0.227,2.0161221972061,0.673,0.346,2.07622193104804e-164,1.04394514915027e-159
"1059","LOC105377918",105377918,"NA","Microglia",0.525,0.049,4.98508886312787,0.749,0.498,0,0
"1060","LOC105377979",105377979,"NA","VLMC",0.818,0.283,4.96162929187105,0.868,0.736,1.32555288025315e-81,6.66501243720088e-77
"1061","LOC105378107",105378107,"NA","Astrocyte",0.441,0.305,2.31932782715126,0.602,0.204,1.63113533234609e-166,8.20151156456937e-162
"1062","LOC105378111",105378111,"NA","OPC",0.382,0.085,3.29041925513939,0.66,0.32,2.87134700630436e-233,1.44374198823989e-228
"1063","LOC105378119",105378119,"NA","Microglia",0.424,0.121,3.25401788206681,0.667,0.334,3.11390209154016e-204,1.56570111064731e-199
"1064","LOC105378145",105378145,"NA","VLMC",0.636,0.147,5.62371912037224,0.79,0.58,1.58152049701752e-62,7.9520432110538e-58
"1065","LOC105378146",105378146,"NA","VLMC",0.545,0.049,4.57566732377078,0.758,0.516,1.9261950651762e-09,9.68510140721247e-05
"1066","LOC105378305",105378305,"ENSG00000231131","Microglia",0.793,0.415,5.89897663153492,0.837,0.674,0,0
"1067","LOC105378332",105378332,"NA","L5/6 NP",0.889,0.437,2.47985486891833,0.861,0.722,1.53280014886472e-315,7.70707242850669e-311
"1068","LOC105378400",105378400,"NA","L5/6 NP",0.495,0.041,3.63523245897769,0.735,0.47,0,0
"1069","LOC105378484",105378484,"NA","L5/6 IT Car3",0.355,0.023,3.11516234506634,0.669,0.338,1.29929216656507e-158,6.53297094270585e-154
"1070","LOC105378486",105378486,"NA","L5/6 IT Car3",0.801,0.531,3.06908249972039,0.765,0.53,1.0589301751769e-237,5.32440681380695e-233
"1071","LOC105378653",105378653,"NA","L5 ET",0.865,0.219,2.05679517601796,0.886,0.772,3.7251887941214e-62,1.87306217757218e-57
"1072","LOC105378654",105378654,"NA","L5 ET",0.539,0.134,2.03024886812241,0.727,0.454,5.79158676134851e-37,2.91206773947365e-32
"1073","LOC105378658",105378658,"NA","L5 ET",0.494,0.057,2.4827758331469,0.731,0.462,4.60024652815901e-77,2.31304995682363e-72
"1074","LOC105378763",105378763,"ENSG00000226476","Astrocyte",0.736,0.332,2.43246663335663,0.775,0.55,0,0
"1075","LOC105378909",105378909,"ENSG00000231246","VLMC",0.545,0.168,2.42770573494731,0.713,0.426,0.000443860445112177,1
"1076","LOC105378962",105378962,"NA","L6b",0.438,0.154,2.52826049752244,0.665,0.33,0,0
"1077","LOC105378963",105378963,"NA","L6b",0.397,0.05,2.63288320573366,0.68,0.36,2.68933264999408e-230,1.35222334974353e-225
"1078","LOC105378964",105378964,"NA","L6b",0.523,0.163,2.74977270540705,0.71,0.42,0,0
"1079","LOC105379037",105379037,"NA","IT",0.462,0.14,3.01764238892549,0.684,0.368,0,0
"1080","LOC105379054",105379054,"ENSG00000249835","OPC",0.726,0.044,4.30468113468996,0.851,0.702,0,0
"1081","LOC105379069",105379069,"NA","VIP",0.541,0.147,2.55043820990101,0.721,0.442,0,0
"1082","LOC105379082",105379082,"NA","VLMC",1,0.484,3.58328502810204,0.999,0.998,4.61616522019931e-15,2.32105403436842e-10
"1083","LOC105379168",105379168,"NA","SST",0.482,0.289,2.05617562989213,0.629,0.258,1.26364582537991e-169,6.35373757459272e-165
"1084","LOC105379362",105379362,"NA","Astrocyte",0.402,0.23,2.41339765090688,0.615,0.23,8.6932357476441e-185,4.37104586627293e-180
"1085","LOC105379364",105379364,"NA","Astrocyte",0.682,0.571,2.9965196096348,0.668,0.336,0,0
"1086","LOC255187",255187,"NA","Oligodendrocyte",0.424,0.091,4.84289339212619,0.684,0.368,0,0
"1087","LOC256880",256880,"NA","VLMC",0.545,0.271,2.15385439777978,0.645,0.29,NA,NA
"1088","LOC284930",284930,"ENSG00000224271","IT",0.823,0.377,3.1947164675578,0.842,0.684,0,0
"1089","LOC285500",285500,"NA","Oligodendrocyte",0.549,0.504,2.19009776673892,0.591,0.182,3.09226883476972e-259,1.55482369281056e-254
"1090","LOC285626",285626,"ENSG00000249738","Microglia",0.392,0.13,4.49308518686034,0.65,0.3,0,0
"1091","LOC389332",389332,"ENSG00000271824","L5/6 IT Car3",0.519,0.006,2.72050881529124,0.757,0.514,2.53372684732195e-268,1.27398319610195e-263
"1092","LOC401134",401134,"ENSG00000250125","Microglia",0.663,0.368,2.06950831160614,0.72,0.44,3.14861960396612e-136,1.5831574230702e-131
"1093","LOC401191",401191,"NA","L6b",0.712,0.325,2.38560748542018,0.771,0.542,0,0
"1094","LOC642484",642484,"ENSG00000206129","PAX6",0.402,0.049,3.07556071538787,0.683,0.366,5.2845418102776e-87,2.65712046762568e-82
"1095","LOC643339",643339,"NA","VLMC",1,0.823,2.35782193180772,0.738,0.476,0.000323534055357518,1
"1096","LOC643542",643542,"ENSG00000282112, ENSG00000265533","L5/6 NP",0.809,0.299,2.35826448223752,0.833,0.666,2.67172365579797e-237,1.34336937137178e-232
"1097","LOC644135",644135,"ENSG00000237596","Pericyte",0.469,0.117,3.0839837247888,0.683,0.366,2.76173582405016e-07,0.0138862838969066
"1098","LOC644339",644339,"NA","Microglia",0.248,0.572,2.44234474389623,0.369,0.262,5.94570004436797e-191,2.98955743930866e-186
"1099","LOC645321",645321,"NA","Astrocyte",0.518,0.013,3.50899000265294,0.753,0.506,0,0
"1100","LOC646652",646652,"NA","VLMC",0.545,0.259,2.2225892115435,0.658,0.316,0.0386488077628761,1
"1101","LOC728613",728613,"NA","VLMC",0.636,0.545,2.07307715149734,0.579,0.158,NA,NA
"1102","LOC729732",729732,"ENSG00000283674","L5/6 NP",1,0.851,2.68696821624702,0.991,0.982,0,0
"1103","LOC729987",729987,"ENSG00000226053","L6b",0.824,0.247,2.04535267704417,0.841,0.682,2.44736723254808e-309,1.2305607181975e-304
"1104","LPAR1",1902,"ENSG00000198121","Oligodendrocyte",0.91,0.24,3.71210007002786,0.93,0.86,0,0
"1105","LPAR5",57121,"ENSG00000184574","Microglia",0.616,0.264,4.70682190642828,0.744,0.488,0,0
"1106","LPAR6",10161,"ENSG00000139679","Microglia",0.971,0.083,6.21965339737696,0.983,0.966,0,0
"1107","LPCAT2",54947,"ENSG00000087253","Microglia",0.773,0.209,4.09709159005935,0.85,0.7,0,0
"1108","LPL",4023,"ENSG00000175445","Pericyte",0.469,0.099,3.93671742863988,0.704,0.408,3.94196040034428e-20,1.98205710889711e-15
"1109","LPPR1",54886,"ENSG00000276539, ENSG00000148123","OPC",0.947,0.609,2.40525866073754,0.901,0.802,0,0
"1110","LRAT",9227,"ENSG00000121207","L6b",0.581,0.132,3.01072137197133,0.756,0.512,0,0
"1111","LRIG1",26018,"ENSG00000144749","Astrocyte",0.877,0.288,2.97838943654122,0.886,0.772,0,0
"1112","LRIG3",121227,"ENSG00000139263","VLMC",0.364,0.139,2.63680945447529,0.635,0.27,3.27983341969169e-05,1
"1113","LRMP",4033,"ENSG00000118308","Microglia",0.537,0.367,2.31329416572867,0.638,0.276,1.10676233699799e-97,5.5649117066596e-93
"1114","LRP1",4035,"ENSG00000123384","VLMC",1,0.768,2.05716337245101,0.887,0.774,2.57961489432102e-06,0.129705616501355
"1115","LRP2",4036,"ENSG00000081479","Oligodendrocyte",0.65,0.454,4.15113098940452,0.719,0.438,0,0
"1116","LRP4.AS1",NA,"NA","Astrocyte",0.399,0.11,2.49112388520487,0.657,0.314,4.26366085452106e-242,2.14381131426173e-237
"1117","LRP5L",91355,"ENSG00000100068","VLMC",0.364,0.188,2.31805830701983,0.602,0.204,NA,NA
"1118","LRRC1",55227,"ENSG00000137269","Oligodendrocyte",0.567,0.383,2.1655399031082,NA,NA,0,0
"1119","LRRC38",126755,"ENSG00000162494","PVALB",0.393,0.198,2.24882023050743,0.62,0.24,0,0
"1120","LRRC3B",116135,"ENSG00000179796","Astrocyte",0.683,0.412,2.05227592694071,0.717,0.434,7.10190406205865e-223,3.57090838144371e-218
"1121","LRRC63",220416,"ENSG00000173988","Oligodendrocyte",0.537,0.196,3.33022496480529,0.708,0.416,0,0
"1122","LRRC69",100130742,"ENSG00000214954","Microglia",0.36,0.616,2.14827526528077,0.416,0.168,1.10223258781533e-145,5.54213567479425e-141
"1123","LRRC8A",56262,"ENSG00000136802","Astrocyte",0.503,0.348,2.0189234265216,0.617,0.234,1.24905719889761e-128,6.28038450177707e-124
"1124","LRRK1",79705,"ENSG00000154237","Microglia",0.74,0.551,2.41895344320334,0.729,0.458,3.1057835353012e-194,1.56161901938479e-189
"1125","LRRN1",57633,"ENSG00000175928","OPC",0.587,0.308,2.2354426077235,0.688,0.376,8.7496041779879e-149,4.3993884767341e-144
"1126","LSP1",4046,"ENSG00000288199, ENSG00000130592","VLMC",0.364,0.211,2.61145650301342,0.603,0.206,1.12691478069056e-15,5.66624020879019e-11
"1127","LSS",4047,"ENSG00000281289, ENSG00000160285","Oligodendrocyte",0.619,0.447,2.09370678049573,0.668,0.336,0,0
"1128","LST1",7940,"ENSG00000235915, ENSG00000230791, ENSG00000234514, ENSG00000231048, ENSG00000223465, ENSG00000226182, ENSG00000206433, ENSG00000204482","Microglia",0.432,0.006,5.0314618433697,0.714,0.428,0,0
"1129","LTBP1",4052,"ENSG00000049323","Pericyte",0.625,0.682,2.34984774582129,0.568,0.136,3.78888380211425e-07,0.0190508866454107
"1130","LTBP2",4053,"ENSG00000119681","VLMC",0.455,0.19,4.37445044983452,0.662,0.324,9.30018490436676e-09,0.000467622597176465
"1131","LTC4S",4056,"ENSG00000283887, ENSG00000213316","Microglia",0.477,0.038,4.38119130054922,0.728,0.456,0,0
"1132","LURAP1L.AS1",NA,"NA","Oligodendrocyte",0.495,0.216,3.14895451039792,0.677,0.354,0,0
"1133","LUZP2",338645,"ENSG00000187398","OPC",1,0.767,2.75669483351798,0.98,0.96,0,0
"1134","LY86",9450,"ENSG00000112799","Microglia",0.605,0.054,5.39981670274356,0.79,0.58,0,0
"1135","LY86.AS1",NA,"NA","IT",0.959,0.33,2.5953756660706,0.935,0.87,0,0
"1136","LYN",4067,"ENSG00000254087","Microglia",0.819,0.431,4.2251110684167,0.848,0.696,0,0
"1137","LYPD8",646627,"ENSG00000259823","IT",0.631,0.113,2.30441034122777,0.777,0.554,0,0
"1138","MAFB",9935,"ENSG00000204103","SST",0.515,0.064,2.44496954765269,0.73,0.46,4.87435818421039e-306,2.45087603860283e-301
"1139","MAG",4099,"ENSG00000105695","Oligodendrocyte",0.848,0.139,5.43261529330508,0.911,0.822,0,0
"1140","MAL",4118,"ENSG00000172005","Oligodendrocyte",0.783,0.087,4.60596820144776,0.877,0.754,0,0
"1141","MAML3",55534,"ENSG00000196782","Microglia",0.932,0.687,2.97948139712192,0.872,0.744,0,0
"1142","MAN2A1",4124,"ENSG00000112893","Oligodendrocyte",0.988,0.839,2.18387058855351,0.924,0.848,0,0
"1143","MANBA",4126,"ENSG00000109323","Microglia",0.645,0.631,2.05304917220512,0.624,0.248,5.24549398523638e-121,2.63748683071671e-116
"1144","MAP3K14",9020,"ENSG00000282637, ENSG00000006062","Microglia",0.433,0.44,2.04365558957176,0.532,0.0640000000000001,2.12893171869897e-52,1.07044815747903e-47
"1145","MAP6D1",79929,"ENSG00000180834","Oligodendrocyte",0.423,0.184,2.7502814852296,0.644,0.288,0,0
"1146","MARCH3",115123,"ENSG00000173926","Microglia",0.668,0.596,2.50943716432128,0.653,0.306,1.46666526028737e-181,7.37453959525092e-177
"1147","MARCKSL1",65108,"ENSG00000175130","Oligodendrocyte",0.579,0.171,2.81496497269701,0.738,0.476,0,0
"1148","MBD6",114785,"ENSG00000166987","VLMC",0.364,0.16,2.33972222660997,0.623,0.246,0.00519414257127596,1
"1149","MBP",4155,"ENSG00000197971","Oligodendrocyte",1,0.652,4.24893338565042,0.998,0.996,0,0
"1150","MCHR2",84539,"ENSG00000152034","IT",0.874,0.336,2.29444710126894,0.867,0.734,0,0
"1151","MCL1",4170,"ENSG00000143384","Endothelial",0.357,0.147,2.99650003175325,0.623,0.246,1.58628831191748e-17,7.97601626115227e-13
"1152","MCOLN3",55283,"ENSG00000055732","VLMC",0.364,0.091,4.12804931056626,0.643,0.286,9.7390748891883e-05,1
"1153","MDFIC",29969,"ENSG00000135272","L6b",0.83,0.318,2.77427641660143,0.858,0.716,0,0
"1154","MEF2A",4205,"ENSG00000068305","Microglia",0.992,0.924,2.36731361317201,0.941,0.882,0,0
"1155","MEGF10",84466,"ENSG00000145794","Oligodendrocyte",0.752,0.33,2.48345852618993,0.793,0.586,0,0
"1156","MEGF11",84465,"ENSG00000277848, ENSG00000157890","OPC",0.964,0.507,3.48829884060851,0.946,0.892,0,0
"1157","MEI1",150365,"ENSG00000167077","Pericyte",0.438,0.536,2.5155528337413,0.483,0.034,7.40866980761289e-05,1
"1158","MEIKIN",728637,"ENSG00000239642","Astrocyte",0.826,0.617,2.47443891412845,0.785,0.57,0,0
"1159","MEIS1",4211,"ENSG00000143995","Oligodendrocyte",0.591,0.446,2.56455637381944,0.667,0.334,0,0
"1160","METRN",79006,"ENSG00000103260","Astrocyte",0.386,0.105,2.33918067685355,0.65,0.3,4.93886958353368e-207,2.48331301529657e-202
"1161","METTL23",124512,"ENSG00000181038","VLMC",0.455,0.191,2.20071178130246,0.648,0.296,0.0417910917391923,1
"1162","METTL7A",25840,"ENSG00000185432","Astrocyte",0.528,0.141,2.3252308900072,0.714,0.428,3.03714998205406e-318,1.5271093824766e-313
"1163","MFSD1",64747,"ENSG00000118855","VLMC",0.455,0.407,2.46743402229687,0.536,0.0720000000000001,NA,NA
"1164","MFSD2A",84879,"ENSG00000168389","Endothelial",0.671,0.104,5.22857129690915,0.815,0.63,2.51889760871037e-103,1.26652690663566e-98
"1165","MGAT4A",11320,"ENSG00000071073","Microglia",0.692,0.638,2.25019656331964,0.661,0.322,1.58262706617548e-157,7.95760715143695e-153
"1166","MGC27382",149047,"ENSG00000237413","VLMC",0.364,0.307,3.64259927621819,0.54,0.0800000000000001,1.24773839291983e-05,0.627375341344021
"1167","MGLL",11343,"ENSG00000074416","Pericyte",0.844,0.663,2.78804269467871,0.813,0.626,1.38229421983653e-19,6.95031356676007e-15
"1168","MGST1",4257,"ENSG00000008394","Astrocyte",0.702,0.18,3.33635847343425,0.806,0.612,0,0
"1169","MGST2",4258,"ENSG00000085871","Endothelial",0.429,0.328,2.44165473069469,0.604,0.208,1.42953107330737e-17,7.18782518969678e-13
"1170","MICALL2",79778,"ENSG00000164877","Astrocyte",0.801,0.441,2.75782468404783,0.816,0.632,0,0
"1171","MID2",11043,"ENSG00000080561","Pericyte",0.188,0.409,2.22406392451415,0.391,0.218,0.0150199403519233,1
"1172","MILR1",284021,"ENSG00000271605","Microglia",0.624,0.239,5.50031261586785,0.761,0.522,0,0
"1173","MINOS1.NBL1",NA,"NA","VLMC",0.455,0.109,2.99940028905681,0.682,0.364,1.81570545672876e-07,0.00912954860697788
"1174","MIR143HG",728264,"NA","Pericyte",0.906,0.075,6.57113142570272,0.949,0.898,1.38156450089234e-313,6.94664446693679e-309
"1175","MIR31HG",554202,"ENSG00000171889","Microglia",0.507,0.424,2.16440936014663,0.598,0.196,1.05583527845858e-83,5.30884536361758e-79
"1176","MIR646HG",284757,"ENSG00000228340","Microglia",0.4,0.264,2.89370576783568,0.598,0.196,9.01762565571611e-112,4.53415235595062e-107
"1177","MIS18BP1",55320,"ENSG00000129534","Microglia",0.613,0.457,2.49745735652718,0.667,0.334,1.8024447509248e-153,9.062872452125e-149
"1178","MKNK1",8569,"ENSG00000079277","Microglia",0.813,0.683,2.62127622491658,0.771,0.542,0,0
"1179","MLC1",23209,"ENSG00000100427","Astrocyte",0.635,0.086,4.0377898381762,0.799,0.598,0,0
"1180","MLKL",197259,"ENSG00000168404","Endothelial",0.4,0.211,2.95953687468618,0.615,0.23,1.11996788258949e-14,5.63131051044822e-10
"1181","MMD2",221938,"ENSG00000136297","Astrocyte",0.988,0.591,3.33615728174574,0.963,0.926,0,0
"1182","MMP2",4313,"ENSG00000087245","VLMC",0.364,0.042,3.33565784080356,0.666,0.332,7.34144712181903e-05,1
"1183","MMP28",79148,"ENSG00000278843, ENSG00000271447","Astrocyte",0.562,0.296,2.61384381649088,0.684,0.368,0,0
"1184","MMRN2",79812,"ENSG00000173269","Endothelial",0.4,0.12,3.85705499068858,0.658,0.316,1.18887854984638e-32,5.97780023648257e-28
"1185","MOBP",4336,"ENSG00000168314","Oligodendrocyte",0.989,0.308,4.94642771457011,0.986,0.972,0,0
"1186","MOCOS",55034,"ENSG00000075643","Microglia",0.467,0.483,2.48038425832276,0.537,0.0740000000000001,1.28706893888947e-62,6.47151133163016e-58
"1187","MOG",4340,"ENSG00000236561, ENSG00000230885, ENSG00000234096, ENSG00000237834, ENSG00000232641, ENSG00000234623, ENSG00000137345, ENSG00000204655","Oligodendrocyte",0.959,0.104,5.98681239371439,0.976,0.952,0,0
"1188","MRC1",4360,"ENSG00000260314","Microglia",0.599,0.244,4.71018473121448,0.739,0.478,0,0
"1189","MROH7.TTC4",NA,"NA","Astrocyte",0.63,0.183,2.98242753220997,0.759,0.518,0,0
"1190","MROH9",80133,"ENSG00000117501","OPC",0.634,0.221,4.93744698219381,0.767,0.534,0,0
"1191","MRVI1",10335,"ENSG00000072952","Astrocyte",0.872,0.255,3.67269824446872,0.901,0.802,0,0
"1192","MS4A7",58475,"ENSG00000166927","Microglia",0.609,0.029,6.11157308175061,0.799,0.598,0,0
"1193","MSI1",4440,"ENSG00000135097","Astrocyte",0.496,0.254,2.56382838809205,0.659,0.318,3.99157519734372e-305,2.00700392497639e-300
"1194","MSI2",124540,"ENSG00000153944","Astrocyte",0.998,0.863,3.03558615903876,0.988,0.976,0,0
"1195","MSR1",4481,"ENSG00000038945","Microglia",0.395,0.15,4.78298185998527,0.648,0.296,0,0
"1196","MSRB3",253827,"ENSG00000174099","Endothelial",0.571,0.566,2.22813313136894,0.618,0.236,1.54873314627422e-17,7.78718513278142e-13
"1197","MT1F",4494,"ENSG00000198417","Astrocyte",0.479,0.023,4.04589769679413,0.732,0.464,0,0
"1198","MT1G",4495,"ENSG00000125144","Astrocyte",0.426,0.036,3.95018710718406,0.701,0.402,0,0
"1199","MT1X",4501,"ENSG00000187193","Astrocyte",0.402,0.033,3.41229221009199,0.688,0.376,0,0
"1200","MT3",4504,"ENSG00000087250","Astrocyte",0.902,0.583,2.87805668043338,0.899,0.798,0,0
"1201","MTHFD1L",25902,"ENSG00000120254","Microglia",0.844,0.86,2.00899018551918,0.665,0.33,1.20327333282439e-118,6.05017864477434e-114
"1202","MTMR14",64419,"ENSG00000163719","VLMC",0.727,0.46,2.07264038077815,0.624,0.248,NA,NA
"1203","MTSS1L",92154,"ENSG00000132613","Astrocyte",0.929,0.448,2.4711301427518,0.89,0.78,0,0
"1204","MUSTN1",389125,"ENSG00000272573","Pericyte",0.625,0.012,5.07312709779897,0.81,0.62,1.54993660521554e-55,7.79323624468428e-51
"1205","MVP",9961,"ENSG00000013364","Endothelial",0.371,0.324,2.35449576605413,0.552,0.104,2.42519316838248e-09,0.000121941137699439
"1206","MX1",4599,"ENSG00000157601","Endothelial",0.371,0.229,2.70166090533606,0.601,0.202,5.35411244565494e-16,2.69210127879976e-11
"1207","MXRA5",25878,"ENSG00000101825","VLMC",0.364,0.305,3.34397824716155,0.569,0.138,1.41776947536222e-10,7.12868669906875e-06
"1208","MXRA8",54587,"ENSG00000162576","VLMC",0.273,0.364,2.64243812387858,0.503,0.00600000000000001,1.80344356510624e-05,0.906789458971069
"1209","MYBPHL",343263,"ENSG00000221986","L5/6 NP",0.497,0.08,2.22208760416315,0.717,0.434,3.48516888985123e-146,1.7523777695061e-141
"1210","MYCT1",80177,"ENSG00000120279","Endothelial",0.486,0.085,5.46784000658154,0.719,0.438,1.44341359595367e-200,7.25762790181464e-196
"1211","MYHAS",100128560,"NA","L5/6 NP",0.721,0.288,2.94089006493937,0.791,0.582,0,0
"1212","MYL12A",10627,"ENSG00000101608","Pericyte",0.5,0.072,4.24261579905497,0.729,0.458,6.6217257630487e-20,3.32946993091852e-15
"1213","MYL12B",103910,"ENSG00000118680","Endothelial",0.457,0.456,2.00836695869613,0.566,0.132,3.04466689299808e-12,1.53088896046837e-07
"1214","MYL6",4637,"ENSG00000092841","Pericyte",0.75,0.672,2.27256154361802,0.722,0.444,5.61173999056269e-13,2.82163898465483e-08
"1215","MYL9",10398,"ENSG00000101335","Pericyte",0.375,0.009,4.24942643092847,0.685,0.37,8.00304014839894e-44,4.02400861701647e-39
"1216","MYO16",23026,"ENSG00000041515","LAMP5",0.998,0.737,2.27582791159296,0.965,0.93,0,0
"1217","MYO1C",4641,"ENSG00000197879","Endothelial",0.357,0.229,2.57605826618801,0.589,0.178,9.44431239646726e-15,4.7486947160677e-10
"1218","MYO1F",4542,"ENSG00000142347","Microglia",0.783,0.55,3.71414459654346,0.774,0.548,0,0
"1219","MYO3A",53904,"ENSG00000095777","Pericyte",0.375,0.465,2.4272636391887,0.46,0.08,0.0476034826328658,1
"1220","MYO3B",140469,"ENSG00000071909","VLMC",0.818,0.719,3.08073969940237,0.692,0.384,0.00023175724864092,1
"1221","MYO5B",4645,"ENSG00000167306","PVALB",0.921,0.392,3.14544746886019,0.921,0.842,0,0
"1222","MYOCD",93649,"ENSG00000141052","L5/6 NP",0.48,0.181,2.43960676984674,0.676,0.352,4.14127740882791e-253,2.08227569393276e-248
"1223","MYRF",745,"ENSG00000124920","Oligodendrocyte",0.892,0.085,5.27833712048704,0.939,0.878,0,0
"1224","MYT1",4661,"ENSG00000276876, ENSG00000196132","OPC",0.752,0.178,3.50954669572023,0.834,0.668,0,0
"1225","NACC2",138151,"ENSG00000148411","Astrocyte",0.676,0.308,2.16627027771942,0.746,0.492,0,0
"1226","NAIP",4671,"ENSG00000276068, ENSG00000278613, ENSG00000249437","Microglia",0.456,0.418,2.78415671668228,0.575,0.15,8.06187103090498e-229,4.05358937304933e-224
"1227","NBPF10",100132406,"ENSG00000271425","Astrocyte",0.671,0.225,2.19723216378936,0.772,0.544,0,0
"1228","NBPF14",25832,"ENSG00000270629","Astrocyte",0.647,0.137,2.63753430890835,0.784,0.568,0,0
"1229","NBPF19",101060226,"ENSG00000271383","Astrocyte",0.853,0.371,2.31445396240748,0.828,0.656,0,0
