"","gene","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1230","NBPF26",101060684,"ENSG00000273136","Astrocyte",0.805,0.331,2.4793833220659,NA,NA,0,0
"1231","NCAN",1463,"ENSG00000130287","Astrocyte",0.952,0.578,2.99520063423379,0.913,0.826,0,0
"1232","NCBP1",4686,"ENSG00000136937","VLMC",0.364,0.504,2.38208810262916,0.521,0.042,2.48169352499222e-05,1
"1233","NCKAP1L",3071,"ENSG00000123338","Microglia",0.457,0.089,4.89034636372767,0.702,0.404,0,0
"1234","NCKAP5",344148,"ENSG00000176771","Oligodendrocyte",0.99,0.816,2.77549098427882,0.953,0.906,0,0
"1235","NCMAP",400746,"ENSG00000184454","Microglia",0.356,0.305,3.36962269144141,0.557,0.114,4.45677900432947e-238,2.2409130511669e-233
"1236","NDE1",54820,"ENSG00000275911, ENSG00000072864","Oligodendrocyte",0.587,0.4,2.99233722260543,0.673,0.346,0,0
"1237","NDRG1",10397,"ENSG00000104419","Oligodendrocyte",0.858,0.34,2.95089724772723,0.868,0.736,0,0
"1238","NDRG2",57447,"ENSG00000165795","Astrocyte",0.957,0.187,3.48567756809878,0.958,0.916,0,0
"1239","NDST4",64579,"ENSG00000138653","VIP",0.539,0.358,2.14102109917934,0.638,0.276,0,0
"1240","NDUFA4L2",56901,"ENSG00000185633","Pericyte",0.719,0.058,5.627496906799,0.849,0.698,8.12250333735472e-67,4.08407590305533e-62
"1241","NDUFB7",4713,"ENSG00000099795","Pericyte",0.469,0.437,2.21918047091986,0.6,0.2,3.0728503705418e-11,1.54505989481212e-06
"1242","NEDD9",4739,"ENSG00000111859","Endothelial",0.657,0.452,2.71472353068523,0.687,0.374,1.39251797610157e-18,7.00171963563632e-14
"1243","NET1",10276,"ENSG00000173848","Endothelial",0.457,0.104,3.88423824985729,0.695,0.39,7.54152825811523e-35,3.79195582346292e-30
"1244","NEURL1B",54492,"ENSG00000214357","Pericyte",0.375,0.196,3.04289675899212,0.605,0.21,8.11049540836042e-05,1
"1245","NFATC2",4773,"ENSG00000101096","Microglia",0.591,0.284,3.92558373157295,0.72,0.44,0,0
"1246","NFKBIA",4792,"ENSG00000100906","Endothelial",0.657,0.243,2.95300649387083,0.76,0.52,4.59397151139984e-32,2.30989481564695e-27
"1247","NHSL1",57224,"ENSG00000135540","Astrocyte",0.991,0.521,3.8126297800533,0.978,0.956,0,0
"1248","NHSL2",340527,"ENSG00000204131","VLMC",0.545,0.501,2.17586161699307,0.625,0.25,0.000931132767136146,1
"1249","NID2",22795,"ENSG00000087303","VLMC",0.727,0.176,3.64817611888308,0.818,0.636,6.3431457451395e-08,0.00318939711211359
"1250","NINJ2",4815,"ENSG00000171840","Oligodendrocyte",0.593,0.251,3.92993202831384,0.73,0.46,0,0
"1251","NKAIN1",79570,"ENSG00000084628","Oligodendrocyte",0.529,0.457,2.60897973959857,0.6,0.2,0,0
"1252","NKAIN3",286183,"ENSG00000185942","Astrocyte",0.997,0.783,2.73037390978205,0.966,0.932,0,0
"1253","NKX6.2",NA,"NA","Oligodendrocyte",0.458,0.004,3.0092694949597,0.727,0.454,0,0
"1254","NLGN3",54413,"ENSG00000196338","OPC",0.682,0.46,2.04732040221974,0.705,0.41,8.09650233798365e-197,4.07100234056156e-192
"1255","NLRC5",84166,"ENSG00000140853","Endothelial",0.557,0.239,3.70282337036354,0.711,0.422,1.85056408098823e-82,9.30482125561693e-78
"1256","NMU",10874,"ENSG00000109255","SST",0.794,0.275,3.88808018822835,0.849,0.698,0,0
"1257","NOD1",10392,"ENSG00000106100","Endothelial",0.429,0.254,2.87989796074506,0.627,0.254,7.10536112390072e-22,3.57264662670852e-17
"1258","NOS1",4842,"ENSG00000089250","SST",0.664,0.48,2.24139526158796,0.668,0.336,8.27812674030508e-252,4.1623249062928e-247
"1259","NOTCH3",4854,"ENSG00000074181","Pericyte",0.938,0.258,6.27084675291343,0.955,0.91,0,0
"1260","NOTCH4",4855,"ENSG00000238196, ENSG00000232339, ENSG00000234876, ENSG00000223355, ENSG00000206312, ENSG00000235396, ENSG00000204301","Endothelial",0.657,0.118,4.91186056448099,0.804,0.608,9.63501780948331e-107,4.8445833047863e-102
"1261","NPC1",4864,"ENSG00000141458","Oligodendrocyte",0.708,0.523,2.10389742320353,0.698,0.396,0,0
"1262","NPFFR2",10886,"ENSG00000056291","L6b",0.696,0.265,3.06824497690104,0.78,0.56,0,0
"1263","NPPC",4880,"ENSG00000163273","PVALB",0.442,0.029,2.12657823847877,0.706,0.412,0,0
"1264","NPR3",4883,"ENSG00000113389","VIP",0.452,0.263,3.1707346222162,0.629,0.258,0,0
"1265","NPSR1",387129,"ENSG00000187258","L5/6 NP",0.352,0.105,3.46642600001627,0.636,0.272,5.50308218630966e-182,2.76700475409836e-177
"1266","NPSR1.AS1",NA,"NA","L5/6 NP",0.994,0.538,4.31999900555213,0.985,0.97,0,0
"1267","NR1H3",10062,"ENSG00000025434","VLMC",0.364,0.276,2.30501770057679,0.575,0.15,0.0188866576845527,1
"1268","NR2E1",7101,"ENSG00000112333","VIP",0.427,0.087,2.04687038796216,0.679,0.358,0,0
"1269","NR4A3",8013,"ENSG00000119508","L5/6 NP",0.769,0.191,2.17434381455331,0.823,0.646,3.96956979407851e-201,1.99593938816061e-196
"1270","NRBP1",29959,"ENSG00000115216","Pericyte",0.219,0.486,2.36280811927713,0.382,0.236,5.08547996350281e-05,1
"1271","NREP.AS1",NA,"NA","L5/6 NP",0.375,0.158,2.29178948683502,0.625,0.25,2.02513677754166e-123,1.01825902311572e-118
"1272","NRIP3",56675,"ENSG00000175352","LAMP5",0.882,0.339,2.11961731492571,0.858,0.716,0,0
"1273","NRP2",8828,"ENSG00000118257","Endothelial",0.471,0.239,2.58276754537053,0.64,0.28,9.39853372570488e-11,4.72567674262167e-06
"1274","NRROS",375387,"ENSG00000174004","Microglia",0.415,0.187,4.21353263768382,0.643,0.286,0,0
"1275","NSMCE1",197370,"ENSG00000169189","VLMC",0.545,0.316,2.57526676199331,0.658,0.316,0.00697965854912523,1
"1276","NT5DC1",221294,"ENSG00000178425","Oligodendrocyte",0.563,0.36,2.20547328760118,0.661,0.322,4.96373645545613e-303,2.49581632716789e-298
"1277","NTN1",9423,"ENSG00000065320","OPC",0.793,0.509,3.37580062488721,0.793,0.586,0,0
"1278","NTNG2",84628,"ENSG00000196358","L5/6 IT Car3",0.985,0.31,2.80135571523621,0.965,0.93,0,0
"1279","NTSR2",23620,"ENSG00000169006","Astrocyte",0.414,0.133,3.3063688373021,0.66,0.32,0,0
"1280","NUPR1",26471,"ENSG00000176046","Pericyte",0.375,0.03,3.89758844819175,0.677,0.354,1.3511513844969e-15,6.79372427638887e-11
"1281","NWD1",284434,"ENSG00000188039","Astrocyte",0.844,0.528,3.64923865618317,0.834,0.668,0,0
"1282","NXNL2",158046,"ENSG00000130045","VLMC",0.364,0.284,2.25838471894723,0.563,0.126,NA,NA
"1283","NXPH1",30010,"ENSG00000122584","PVALB",0.998,0.494,2.14360128699066,0.945,0.89,0,0
"1284","OBP2B",29989,"ENSG00000280584, ENSG00000171102","L6 CT",0.547,0.111,2.02205958525854,0.733,0.466,5.53441810930109e-208,2.78276076953768e-203
"1285","OBSCN",84033,"ENSG00000154358","VLMC",0.273,0.355,2.22321982454757,0.48,0.04,NA,NA
"1286","OCLN",100506658,"ENSG00000273814, ENSG00000197822","Endothelial",0.529,0.293,3.76451524002981,0.68,0.36,3.93242110216379e-163,1.97726065437898e-158
"1287","OGFRL1",79627,"ENSG00000119900","Microglia",0.596,0.47,2.01277622744093,0.647,0.294,3.14444345660455e-141,1.58105761441533e-136
"1288","OGN",4969,"ENSG00000106809","VLMC",0.545,0.052,4.96478995770747,0.761,0.522,1.06804876928738e-16,5.37025601685388e-12
"1289","OLFM2",93145,"ENSG00000105088","Astrocyte",0.904,0.762,2.11359015956741,0.788,0.576,0,0
"1290","OLFML2A",169611,"ENSG00000185585","VLMC",0.364,0.162,4.16399856476019,0.63,0.26,6.99742271179475e-32,3.51837411371752e-27
"1291","OLFML3",56944,"ENSG00000116774","VLMC",0.364,0.014,3.40370051934129,0.675,0.35,4.20247216877408e-05,1
"1292","OLIG2",10215,"ENSG00000205927","OPC",0.636,0.032,3.28807638305668,0.805,0.61,0,0
"1293","OLMALINC",90271,"ENSG00000235823","Oligodendrocyte",0.479,0.209,2.55546657522539,0.666,0.332,0,0
"1294","OLR1",4973,"ENSG00000173391","Microglia",0.665,0.102,4.77980443900675,0.81,0.62,0,0
"1295","OPALIN",93377,"ENSG00000197430","Oligodendrocyte",0.776,0.04,5.87311981299276,0.883,0.766,0,0
"1296","OPN5",221391,"ENSG00000124818","LAMP5",0.761,0.212,2.24247393759272,0.814,0.628,0,0
"1297","OR14I1",401994,"ENSG00000189181","IT",0.639,0.155,2.20489180832654,0.769,0.538,0,0
"1298","OR3A1",4994,"ENSG00000180090","Microglia",0.527,0.591,2.44355854228773,0.52,0.04,9.67661507979919e-53,4.86549882827383e-48
"1299","OSBPL11",114885,"ENSG00000144909","Microglia",0.507,0.532,2.06809896425554,0.542,0.0840000000000001,6.05646595606713e-75,3.04525164737011e-70
"1300","OSMR",9180,"ENSG00000145623","Endothelial",0.414,0.121,4.23704779278436,0.665,0.33,1.09073333787612e-39,5.48431629617491e-35
"1301","OSTN",344901,"ENSG00000188729","PVALB",0.368,0.157,2.63280217956087,0.622,0.244,1.52249648943332e-272,7.65526459851968e-268
"1302","OTOF",9381,"ENSG00000115155","SST",0.461,0.21,2.04557652945333,0.648,0.296,1.47937882523987e-152,7.43846467118858e-148
"1303","OTOGL",283310,"ENSG00000165899","IT",0.83,0.447,2.20200740050929,0.802,0.604,0,0
"1304","OVOS2",144203,"NA","VIP",0.355,0.275,2.01459232375865,0.558,0.116,3.55661937299649e-206,1.78830378693637e-201
"1305","P2RX4",5025,"ENSG00000135124","Microglia",0.397,0.421,2.19582100035112,0.525,0.05,3.01981337216762e-82,1.5183923616596e-77
"1306","P2RY12",64805,"ENSG00000169313","Microglia",0.865,0.088,5.80599650416014,0.922,0.844,0,0
"1307","P2RY13",53829,"ENSG00000181631","Microglia",0.612,0.118,4.83674922874439,0.777,0.554,0,0
"1308","P2RY14",9934,"ENSG00000174944","Pericyte",0.406,0.089,4.00806961321703,0.674,0.348,3.76578645296897e-18,1.89347508641733e-13
"1309","P3H2",55214,"ENSG00000090530","Microglia",0.599,0.572,2.16334794402767,0.597,0.194,4.00482412790376e-88,2.01366561975129e-83
"1310","PADI2",11240,"ENSG00000117115","Oligodendrocyte",0.697,0.193,2.73925773992818,0.797,0.594,0,0
"1311","PAG1",55824,"ENSG00000076641","Microglia",0.737,0.591,2.35648823359975,0.703,0.406,1.62278694925516e-172,8.15953505954985e-168
"1312","PAK4",10298,"ENSG00000130669","Endothelial",0.371,0.324,2.01555032898302,0.544,0.0880000000000001,3.30983877582541e-05,1
"1313","PALM2",114299,"NA","Oligodendrocyte",0.799,0.652,2.26674123574587,0.739,0.478,0,0
"1314","PALMD",54873,"ENSG00000099260","Endothelial",0.814,0.193,4.16883598934027,0.872,0.744,5.60103773567457e-60,2.81625778387453e-55
"1315","PAPL",390928,"ENSG00000183760","Oligodendrocyte",0.412,0.421,2.36668843041002,0.539,0.0780000000000001,0,0
"1316","PAPLN",89932,"ENSG00000100767","Astrocyte",0.931,0.113,4.76136193299159,0.955,0.91,0,0
"1317","PAQR5",54852,"ENSG00000137819","Endothelial",0.357,0.184,3.54702742081442,0.615,0.23,1.92988777504824e-62,9.70366872172005e-58
"1318","PAQR6",79957,"ENSG00000160781","Astrocyte",0.437,0.086,2.22320571591479,0.682,0.364,2.9749173068906e-239,1.49581817107766e-234
"1319","PAQR8",85315,"ENSG00000170915","Oligodendrocyte",0.722,0.45,2.10135186272049,0.73,0.46,0,0
"1320","PARD6G",84552,"ENSG00000178184","VLMC",0.455,0.213,2.21111098187818,0.648,0.296,0.011760024401016,1
"1321","PARP10",84875,"ENSG00000178685","VLMC",0.364,0.096,3.80115618804347,0.644,0.288,0.000272010052607119,1
"1322","PARP12",64761,"ENSG00000059378","Endothelial",0.429,0.12,3.48024651034572,0.674,0.348,9.06897519497852e-29,4.55997141778715e-24
"1323","PARP9",83666,"ENSG00000138496","Endothelial",0.5,0.111,3.50836906415387,0.716,0.432,2.66930719123769e-44,1.34215434882622e-39
"1324","PARVB",29780,"ENSG00000188677","Endothelial",0.671,0.613,2.20905261481013,0.615,0.23,1.07452662115542e-12,5.40282730383156e-08
"1325","PAX6",5080,"ENSG00000007372","Astrocyte",0.637,0.077,3.79194686322908,0.796,0.592,0,0
"1326","PAXIP1.AS2",NA,"NA","VLMC",0.364,0.107,3.45954607245241,0.643,0.286,1.47282313862287e-06,0.0740550202330964
"1327","PBXIP1",57326,"ENSG00000163346","Astrocyte",0.495,0.068,3.29009481456088,0.724,0.448,0,0
"1328","PCAT19",100505495,"ENSG00000267107","Endothelial",0.543,0.126,5.02259644604728,0.743,0.486,0,0
"1329","PCDH1",5097,"ENSG00000156453","Endothelial",0.257,0.378,2.06940267238094,0.477,0.046,1.51227507169181e-15,7.60387028797358e-11
"1330","PCDH15",65217,"ENSG00000150275","OPC",0.997,0.715,3.92076217765134,0.995,0.99,0,0
"1331","PCDH8",5100,"ENSG00000136099","VIP",0.59,0.15,2.35425534352589,0.743,0.486,0,0
"1332","PCED1B",91523,"ENSG00000179715","Microglia",0.715,0.498,2.4549217554597,0.711,0.422,1.37019373612905e-173,6.88947112463048e-169
"1333","PCOLCE",5118,"ENSG00000106333","VLMC",0.364,0.049,4.50446241857528,0.661,0.322,0.000129764653789412,1
"1334","PCOLCE2",26577,"ENSG00000163710","L6b",0.678,0.135,2.79476767413738,0.806,0.612,0,0
"1335","PCP4",5121,"ENSG00000183036","L5/6 NP",0.987,0.282,2.81318301440164,0.964,0.928,0,0
"1336","PCP4L1",654790,"ENSG00000248485","LAMP5",0.79,0.343,2.32396993910839,0.81,0.62,0,0
"1337","PCSK5",5125,"ENSG00000099139","L6b",1,0.686,2.29329895096066,0.965,0.93,0,0
"1338","PCSK6",5046,"ENSG00000140479","Oligodendrocyte",0.903,0.395,3.62049625362506,0.903,0.806,0,0
"1339","PDCD1LG2",80380,"ENSG00000197646","VLMC",0.545,0.189,2.32084130648697,0.693,0.386,0.0152295610234571,1
"1340","PDE4B",5142,"ENSG00000184588","Oligodendrocyte",0.998,0.907,2.17016367485427,0.965,0.93,0,0
"1341","PDE4C",5143,"ENSG00000105650","Pericyte",0.469,0.461,2.74316134653344,0.578,0.156,1.17519415309175e-12,5.90899372116062e-08
"1342","PDE7B",27115,"ENSG00000171408","Pericyte",0.906,0.649,2.54695951804304,0.853,0.706,2.86858616930994e-14,1.44235381179073e-09
"1343","PDE8A",5151,"ENSG00000073417","Oligodendrocyte",0.991,0.823,2.76051927981055,0.957,0.914,0,0
"1344","PDE8B",8622,"ENSG00000284762, ENSG00000113231","Pericyte",0.938,0.806,2.60236566156767,0.859,0.718,3.78387446795962e-16,1.90256992123478e-11
"1345","PDGFD",80310,"ENSG00000170962","LAMP5",0.816,0.418,2.5294303495937,0.814,0.628,0,0
"1346","PDK4",5166,"ENSG00000004799","VLMC",0.455,0.053,2.42800379234391,0.703,0.406,0.000531948051440547,1
"1347","PDLIM1",9124,"ENSG00000107438","L5/6 NP",0.363,0.083,2.66828153414074,0.652,0.304,2.64338443408667e-200,1.32912012730312e-195
"1348","PDZRN3",23024,"ENSG00000121440","VLMC",1,0.75,2.53285548194145,0.972,0.944,1.14622652271933e-07,0.00576334157888509
"1349","PEAR1",375033,"ENSG00000187800","Pericyte",0.438,0.02,5.07273419533336,0.713,0.426,5.51022276839791e-50,2.77059511017815e-45
"1350","PENK",5179,"ENSG00000181195","L4 IT",0.409,0.025,2.54766876355809,0.694,0.388,6.6842819012774e-19,3.36092378278129e-14
"1351","PGRMC2",10424,"ENSG00000164040","VLMC",0.182,0.432,2.27462748094132,0.408,0.184,0.00367442157018006,1
"1352","PHF21B",112885,"ENSG00000056487","Astrocyte",0.807,0.337,3.36838299176696,0.845,0.69,0,0
"1353","PHKA1",5255,"ENSG00000067177","Astrocyte",0.557,0.254,2.60147707183146,0.698,0.396,0,0
"1354","PHKG1",5260,"ENSG00000164776","Astrocyte",0.361,0.136,2.71385952407089,0.628,0.256,1.38460591216869e-257,6.96193698697537e-253
"1355","PHLDA1",22822,"ENSG00000139289","OPC",0.516,0.185,2.90331523217281,0.698,0.396,1.19687820723701e-223,6.01802331380843e-219
"1356","PHLDB1",23187,"ENSG00000019144","Oligodendrocyte",0.934,0.403,3.3368667985125,0.928,0.856,0,0
"1357","PHLDB3",653583,"ENSG00000176531","Pericyte",0.406,0.302,2.32477490521956,0.583,0.166,0.000506148356989699,1
"1358","PHLPP1",23239,"ENSG00000081913","Oligodendrocyte",0.99,0.867,2.54560562192321,0.94,0.88,0,0
"1359","PHYHD1",254295,"ENSG00000175287","Astrocyte",0.646,0.217,4.03505419942112,0.775,0.55,0,0
"1360","PI16",221476,"ENSG00000164530","Oligodendrocyte",0.393,0.087,3.41478971114464,0.666,0.332,0,0
"1361","PIEZO2",63895,"ENSG00000154864","Oligodendrocyte",0.866,0.65,3.18140495822506,0.828,0.656,0,0
"1362","PIK3AP1",118788,"ENSG00000155629","Microglia",0.552,0.318,4.48478144508476,0.686,0.372,0,0
"1363","PIK3C2B",5287,"ENSG00000133056","Oligodendrocyte",0.679,0.503,2.12615610567794,0.68,0.36,0,0
"1364","PIK3R3",8503,"ENSG00000117461","Endothelial",0.814,0.709,2.53580007727488,0.714,0.428,3.40329048106505e-19,1.71120848678432e-14
"1365","PIK3R5",23533,"ENSG00000141506","Microglia",0.673,0.198,5.56030606074999,0.8,0.6,0,0
"1366","PILRA",29992,"ENSG00000085514","Microglia",0.541,0.48,2.65690449618637,0.605,0.21,8.17035782600769e-165,4.10813761849493e-160
"1367","PIP4K2A",5305,"ENSG00000150867","Oligodendrocyte",0.994,0.741,3.35758333743112,0.98,0.96,0,0
"1368","PITPNC1",26207,"ENSG00000154217","Astrocyte",0.999,0.905,2.84187297163636,0.979,0.958,0,0
"1369","PIWIL1",9271,"ENSG00000275051, ENSG00000125207","L5/6 NP",0.382,0.099,2.58922780549746,0.654,0.308,8.1200840158735e-133,4.08285944402136e-128
"1370","PKD1L2",114780,"ENSG00000166473","Oligodendrocyte",0.578,0.596,2.10730553350743,0.564,0.128,9.4277640238863e-251,4.74037402885027e-246
"1371","PKP2",5318,"ENSG00000057294","LAMP5",0.807,0.457,2.82268852508563,0.808,0.616,0,0
"1372","PLA2G16",11145,"ENSG00000176485","Oligodendrocyte",0.678,0.23,3.5260475912896,0.785,0.57,0,0
"1373","PLAC9",219348,"ENSG00000189129","Pericyte",0.531,0.22,3.71153063854909,0.71,0.42,4.22862995799983e-28,2.12619742918189e-23
"1374","PLAUR",5329,"ENSG00000011422","VLMC",0.364,0.229,2.48428793519131,0.586,0.172,NA,NA
"1375","PLCB2",5330,"ENSG00000137841","Microglia",0.475,0.11,3.94031004145086,0.701,0.402,2.8047438244235e-310,1.41025324235838e-305
"1376","PLCE1",51196,"ENSG00000138193","Pericyte",0.812,0.514,3.3083338170003,0.834,0.668,7.27276885179838e-34,3.65682090637274e-29
"1377","PLCG1",5335,"ENSG00000124181","Astrocyte",0.673,0.375,2.39794701169987,0.731,0.462,0,0
"1378","PLCH1",23007,"ENSG00000114805","SST",0.988,0.808,2.16863104195618,0.919,0.838,0,0
"1379","PLCL1",5334,"ENSG00000115896","Oligodendrocyte",0.988,0.854,2.36710234888498,0.927,0.854,0,0
"1380","PLEKHA4",57664,"ENSG00000105559","VLMC",0.545,0.323,2.87510413855582,0.629,0.258,0.012102335311621,1
"1381","PLEKHA7",144100,"ENSG00000166689","Astrocyte",0.831,0.436,2.83813280852457,0.834,0.668,0,0
"1382","PLEKHB1",58473,"ENSG00000021300","Oligodendrocyte",0.679,0.123,3.03433322884622,0.801,0.602,0,0
"1383","PLEKHG2",64857,"ENSG00000090924","Pericyte",0.375,0.1,3.86348459472457,0.655,0.31,1.52715736677854e-44,7.67869995589917e-40
"1384","PLEKHG3",26030,"ENSG00000126822","Oligodendrocyte",0.506,0.111,3.31104030486573,0.718,0.436,0,0
"1385","PLEKHH1",57475,"ENSG00000054690","Oligodendrocyte",0.972,0.47,3.73631253766522,0.96,0.92,0,0
"1386","PLEKHH2",130271,"ENSG00000152527","OPC",0.915,0.41,2.93067366019241,0.902,0.804,0,0
"1387","PLEKHO2",80301,"ENSG00000241839","Astrocyte",0.453,0.121,2.36522357188617,0.686,0.372,0,0
"1388","PLIN5",440503,"ENSG00000214456","Astrocyte",0.618,0.212,3.96478848835057,0.76,0.52,0,0
"1389","PLLP",51090,"ENSG00000102934","Oligodendrocyte",0.807,0.165,3.72808030523203,0.876,0.752,0,0
"1390","PLOD1",5351,"ENSG00000083444","Pericyte",0.5,0.358,2.58962877133245,0.622,0.244,1.86410938451098e-10,9.37292839625968e-06
"1391","PLP1",5354,"ENSG00000123560","Oligodendrocyte",0.997,0.219,6.41956612605031,0.998,0.996,0,0
"1392","PLSCR1",5359,"ENSG00000188313","Endothelial",0.429,0.222,2.79046076608336,0.631,0.262,2.05850174573893e-13,1.03503526277499e-08
"1393","PLTP",5360,"ENSG00000100979","Astrocyte",0.36,0.108,2.81724722802808,NA,NA,7.8365549357901e-273,3.94029818726462e-268
"1394","PLXDC2",84898,"ENSG00000120594","Microglia",1,0.892,3.28304976231982,0.995,0.99,0,0
"1395","PLXNB3",5365,"ENSG00000198753","Oligodendrocyte",0.579,0.061,2.8736532852075,0.766,0.532,0,0
"1396","PLXND1",23129,"ENSG00000004399","Endothelial",0.414,0.282,2.13454454481157,0.595,0.19,1.08233383922586e-09,5.44208277701155e-05
"1397","PMM2",5373,"ENSG00000140650","VLMC",0.364,0.601,2.16447693415625,0.489,0.022,4.79081154353229e-06,0.240886795220347
"1398","PMP2",5375,"ENSG00000147588","OPC",0.498,0.058,2.71288002112733,0.725,0.45,1.96852397560106e-256,9.89793540171969e-252
"1399","PMP22",5376,"ENSG00000109099","Oligodendrocyte",0.737,0.144,3.7289392482523,0.838,0.676,0,0
"1400","PODXL",5420,"ENSG00000128567","Endothelial",0.943,0.588,4.4723111945176,0.936,0.872,1.7671372376659e-166,8.88534274470789e-162
"1401","POLA2",23649,"ENSG00000014138","VLMC",0.545,0.562,2.15775912735227,0.556,0.112,NA,NA
"1402","POLR2L",5441,"ENSG00000177700","Pericyte",0.406,0.396,2.04585691009536,0.567,0.134,1.4687543240791e-09,7.38504361690213e-05
"1403","PPAP2A",8611,"ENSG00000067113","Endothelial",0.714,0.804,2.00374739806226,0.589,0.178,1.95188755394621e-10,9.81428580999693e-06
"1404","PPAP2B",8613,"ENSG00000162407","Astrocyte",0.941,0.197,3.23541428422152,0.943,0.886,0,0
"1405","PPAP2C",8612,"ENSG00000141934","Oligodendrocyte",0.394,0.055,4.12570093395312,0.679,0.358,0,0
"1406","PPAPDC1A",196051,"ENSG00000203805","OPC",0.721,0.221,2.95174150036549,0.804,0.608,0,0
"1407","PPARD",5467,"ENSG00000112033","Endothelial",0.6,0.618,2.206712774563,0.57,0.14,9.4837828214909e-12,4.76854084047384e-07
"1408","PPP1R13L",10848,"ENSG00000104881","VLMC",0.364,0.23,2.61220795485267,0.566,0.132,NA,NA
"1409","PPP1R14A",94274,"ENSG00000167641","Oligodendrocyte",0.789,0.036,4.73945631292445,0.889,0.778,0,0
"1410","PPP1R16A",84988,"ENSG00000160972","VLMC",0.455,0.286,2.95405813701382,0.612,0.224,0.00948940389610884,1
"1411","PPP1R1A",5502,"ENSG00000135447","L5/6 IT Car3",0.912,0.2,2.42769393148195,0.905,0.81,3.54451524315169e-228,1.7822177094091e-223
"1412","PPP1R1B",84152,"ENSG00000131771","Astrocyte",0.386,0.15,2.3627367493603,0.632,0.264,4.52302072853447e-157,2.27422005251442e-152
"1413","PPP1R3C",5507,"ENSG00000119938","Astrocyte",0.595,0.054,4.13955138444248,0.778,0.556,0,0
"1414","PPP1R42",286187,"ENSG00000178125","VLMC",0.545,0.334,2.31862732696632,0.614,0.228,NA,NA
