"","subclass","term","estimate","std.error","statistic","p.value","dataset","class","class_color","mapping","filtering"
"81","MICRO-PVM","factor(msex)1",-0.139645415339008,0.452394971666864,-0.308680299483612,0.760757058868286,"Mathys","Non-Neuronal","#171799","M1","Filtered"
"82","MICRO-PVM","scale(pmi)",-0.127817192528707,0.231295738339205,-0.552613694685796,0.586651779147237,"Mathys","Non-Neuronal","#171799","M1","Filtered"
"83","MICRO-PVM","LOADAD",0.0754295052971761,0.485846872936757,0.155253660152702,0.878177554790349,"Mathys","Non-Neuronal","#171799","M1","Filtered"
"84","MICRO-PVM","LOADAD",0.246388229421747,1.45845261940093,0.168938110257537,0.872467056214101,"Cain","Non-Neuronal","#171799","M1","Filtered"
"85","MICRO-PVM","scale(pmi)",-0.264250210160784,0.298113391535,-0.886408385749286,0.394363700316129,"Zhou","Non-Neuronal","#171799","M1","Filtered"
"86","MICRO-PVM","LOADAD",0.366217999983482,0.560062986171732,0.653887168096463,0.526618005615354,"Zhou","Non-Neuronal","#171799","M1","Filtered"
"87","MICRO-PVM","factor(msex)1",-0.114490659046893,0.902954107800197,-0.126795656676083,0.904043384204904,"Cain","Non-Neuronal","#171799","M1","Filtered"
"88","MICRO-PVM","factor(msex)1",-0.309140297093154,0.587461106519036,-0.526231087747997,0.609173877417452,"Zhou","Non-Neuronal","#171799","M1","Filtered"
"89","MICRO-PVM","scale(age_death)",-0.0254974664659362,0.701145747014861,-0.0363654298332295,0.972398179103087,"Cain","Non-Neuronal","#171799","M1","Filtered"
"90","MICRO-PVM","scale(pmi)",0.0514629673755198,0.54948372389334,0.0936569458525203,0.929018873874851,"Cain","Non-Neuronal","#171799","M1","Filtered"
"91","OLIGO","scale(age_death)",-0.239912630929215,0.206553322685875,-1.16150458297915,0.259111818875651,"Mathys","Non-Neuronal","#171799","M1","Filtered"
