"","subclass","term","estimate","std.error","statistic","p.value","dataset","mapping","filtering","class"
"135","L5/6 NP","(Intercept)",-0.288169896747791,0.430090621916866,-0.67002134448654,0.516663000824318,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"136","L5/6 NP","(Intercept)",-0.335403362780024,0.942315340450609,-0.355935373629423,0.736414121057542,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"137","L5/6 NP","scale(pmi)",-0.276411003577079,0.2988690607961,-0.924856533629811,0.374884479358697,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"138","L5/6 NP","LOADAD",-0.0366646676607352,0.561482655314238,-0.0652997333287447,0.949107000659573,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"139","L5/6 NP","scale(pmi)",0.148860460814193,0.528007359572929,0.281928761247942,0.789294818413005,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"140","L5/6 NP","LOADAD",-0.0509337662265021,0.493481210729746,-0.10321318242529,0.918821710521398,"Mathys","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"141","L5/6 NP","LOADAD",0.150997168976288,1.36564242763371,0.110568598280829,0.916259493212617,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"142","L5/6 NP","factor(msex)1",0.887291620379594,0.567845369786714,1.56255851960696,0.146449146831141,"Zhou","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"143","L5/6 NP","scale(pmi)",-0.378808020914744,0.288159177137079,-1.31457906244139,0.215400440232039,"Zhou","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"144","L5/6 NP","scale(age_death)",-0.0668137466999267,0.656527587760607,-0.101768376448317,0.922895731566775,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"145","L5/6 NP","LOADAD",-0.0451307588861698,0.541362091817449,-0.0833651996848501,0.935058905911382,"Zhou","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"146","L5/6 NP","scale(age_death)",-0.0911689214032307,0.673741729662164,-0.135317314320052,0.897639868734535,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"147","L5/6 NP","factor(msex)1",0.367995556461366,0.867662486701165,0.424122930404053,0.689104925783835,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"148","L5/6 NP","scale(pmi)",0.314572603667989,0.514516739632685,0.61139430350228,0.567665130394645,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"149","L5/6 NP","(Intercept)",-0.178172540230431,0.918239126565705,-0.194037190395939,0.853783733640835,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"150","L5/6 NP","factor(msex)1",0.205347911484575,0.84549365774022,0.242873390716395,0.817752274735016,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"151","L6 CT","factor(msex)1",0.0820821275142586,0.446172085463784,0.183969661456826,0.855889717839297,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"152","L6 CT","scale(pmi)",-0.0520912711965456,0.228114166595296,-0.228356142777236,0.821687978435808,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"153","L6 CT","scale(age_death)",-0.076774896643849,0.277384157948538,-0.276781836467001,0.787079434960159,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
