"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","group_2"
"MCTP11",1.23371744431292e-201,3.38410484007537,0.862,0.389,6.20325468174977e-197,"Astro_FGFR3"
"MARCH41",4.1685163711357e-201,4.06222728884272,0.749,0.194,2.09597171657074e-196,"Astro_FGFR3"
"SGSM1",6.6947313136244e-201,2.62415243442456,0.885,0.565,3.36617785180349e-196,"Astro_FGFR3"
"SLC35F3",1.05998909545899e-200,3.69634057401733,0.832,0.53,5.32973117087734e-196,"Astro_FGFR3"
"PGM2L1",6.82509907415594e-199,3.07950747267202,0.805,0.185,3.43172806547635e-194,"Astro_FGFR3"
"PARP81",1.06446923386722e-198,2.74037703036882,0.862,0.312,5.35225775480777e-194,"Astro_FGFR3"
"KCND21",7.08602783824716e-198,2.67144603173448,0.954,0.468,3.56292565734906e-193,"Astro_FGFR3"
"GALNT141",5.01713107191299e-195,3.87157533451896,0.763,0.257,2.52266367426857e-190,"Astro_FGFR3"
"KCNJ31",3.00477267892791e-194,2.67042633966608,0.878,0.266,1.51082975069174e-189,"Astro_FGFR3"
"CKMT1B1",1.21929828942875e-191,4.15845889055119,0.676,0.022,6.13075372907671e-187,"Astro_FGFR3"
"EPB41L3",1.64688373410721e-191,2.69955157228163,0.86,0.322,8.28069610346449e-187,"Astro_FGFR3"
"DOK61",2.53615827935306e-191,3.22532493857239,0.828,0.392,1.27520574444151e-186,"Astro_FGFR3"
"SLC8A1-AS11",3.66734624394695e-191,3.3321444142678,0.837,0.42,1.84397836491897e-186,"Astro_FGFR3"
"CTTNBP2",5.02721987946688e-191,2.72576130192041,0.839,0.268,2.52773642759474e-186,"Astro_FGFR3"
"PNOC1",5.96617883216053e-191,4.4887909979118,0.667,0.091,2.99985437859864e-186,"Astro_FGFR3"
"PDE2A",1.34327657288764e-190,3.31075948648808,0.71,0.066,6.75412893613635e-186,"Astro_FGFR3"
"ASXL3",1.44019251588165e-190,3.18257054385708,0.772,0.126,7.24143198910453e-186,"Astro_FGFR3"
"COL19A11",2.26307303490959e-190,4.59608789587334,0.713,0.29,1.13789575268289e-185,"Astro_FGFR3"
"LHX61",2.42559365330551e-190,4.42447181337391,0.634,0.035,1.21961274481854e-185,"Astro_FGFR3"
"EPHA71",3.40222157404493e-190,3.97421900128019,0.703,0.122,1.71067102964553e-185,"Astro_FGFR3"
"PAICSP41",6.89418212458168e-186,3.61534724487116,0.697,0.12,3.46646371406091e-181,"Astro_FGFR3"
"PGRMC1",8.6037391044326e-186,2.91954064608072,0.754,0.064,4.32604605909976e-181,"Astro_FGFR3"
"SYNGR3",6.17704118633415e-184,3.00690783134204,0.66,0.014,3.10587807890068e-179,"Astro_FGFR3"
"TMEM261P11",6.73590522225442e-184,3.23519636345577,0.759,0.066,3.38688050480174e-179,"Astro_FGFR3"
"SPINT2",9.74004497025274e-184,3.49770419654154,0.717,0.165,4.89739201149278e-179,"Astro_FGFR3"
"MAP7D2",1.65172247219743e-183,3.31619434103554,0.825,0.305,8.3050257624559e-179,"Astro_FGFR3"
"PTPRT1",4.23048621950387e-182,3.90162718409235,0.913,0.801,2.12713077602874e-177,"Astro_FGFR3"
"GPR158",5.55011117457001e-181,2.51522297536282,0.86,0.549,2.79065139968555e-176,"Astro_FGFR3"
"NEK101",1.03010476893056e-180,2.89822803231425,0.814,0.378,5.17946978865973e-176,"Astro_FGFR3"
"GABRA1",2.87795475637487e-180,3.13797024714784,0.747,0.083,1.44706443105285e-175,"Astro_FGFR3"
"CNR11",1.23434355455116e-179,4.89071419506674,0.667,0.05,6.20640282663868e-175,"Astro_FGFR3"
"KCNH71",2.30630396762631e-179,4.24313728180816,0.779,0.284,1.15963269796218e-174,"Astro_FGFR3"
"FRMD3",9.74814615844366e-178,2.66162141533287,0.809,0.394,4.90146536992705e-173,"Astro_FGFR3"
"GRM11",1.17255156165975e-177,2.70384893202254,0.885,0.452,5.89570650718141e-173,"Astro_FGFR3"
"PNMAL1",2.63341926638728e-177,2.60193038784516,0.816,0.1,1.32410954133219e-172,"Astro_FGFR3"
"BCL11B1",1.68339647587958e-176,3.47230620807225,0.706,0.09,8.46428582037013e-172,"Astro_FGFR3"
"TSPAN131",8.03582907037147e-175,3.65853537858851,0.692,0.098,4.04049521487348e-170,"Astro_FGFR3"
"MMP161",9.2946688202714e-175,2.68973335586781,0.878,0.392,4.67345242952066e-170,"Astro_FGFR3"
"PALM2",1.3369320464519e-173,3.01017193726145,0.743,0.222,6.72222802276479e-169,"Astro_FGFR3"
"RBMS11",7.56704046104091e-173,3.27257924613052,0.805,0.607,3.80478361421598e-168,"Astro_FGFR3"
"KCNQ1OT1",3.79541161393632e-172,3.63103041162379,0.724,0.154,1.90837091360332e-167,"Astro_FGFR3"
"VSTM2B",1.63542421840538e-171,3.57667660272382,0.683,0.086,8.22307651256409e-167,"Astro_FGFR3"
"GRIK1-AS21",8.83529265632522e-170,3.44692416636141,0.607,0.008,4.44247350052688e-165,"Astro_FGFR3"
"ABCA10",1.38774432038434e-168,3.37520912924647,0.694,0.166,6.9777172173245e-164,"Astro_FGFR3"
"TRB1",9.42681578196712e-168,2.6789497257553,0.759,0.358,4.73989724333089e-163,"Astro_FGFR3"
"RELN1",1.52460183342277e-167,4.11427352571679,0.834,0.689,7.66585047863303e-163,"Astro_FGFR3"
"LOC101928792",3.39267563598973e-166,2.9259828569223,0.768,0.155,1.705871236532e-161,"Astro_FGFR3"
"ANKRD551",2.2405282161208e-164,3.24722938875514,0.786,0.466,1.1265599923477e-159,"Astro_FGFR3"
"RAB27B1",2.65095630369025e-164,2.88055360899194,0.926,0.779,1.33292733905849e-159,"Astro_FGFR3"
"ARHGDIG",3.24563571365944e-162,2.77729392421348,0.641,0.024,1.6319380931851e-157,"Astro_FGFR3"
"MARCH111",9.46344910489508e-162,3.89737297375902,0.621,0.062,4.75831684443229e-157,"Astro_FGFR3"
"KCNT11",2.13869864834866e-160,3.14926243131385,0.657,0.049,1.07535906737619e-155,"Astro_FGFR3"
"ERICH1-AS11",7.66346523192949e-160,3.85412158714682,0.701,0.294,3.85326695326647e-155,"Astro_FGFR3"
"IGF11",1.16722974386723e-158,4.4075268637128,0.579,0.038,5.86894787513883e-154,"Astro_FGFR3"
"ELAVL4",1.1995179406112e-158,2.73925821244871,0.724,0.126,6.03129615718719e-154,"Astro_FGFR3"
"AFAP11",4.4683426048681e-158,2.56996392974155,0.766,0.261,2.24672734515373e-153,"Astro_FGFR3"
"NOS1AP",2.55150298523868e-156,3.06909496432718,0.713,0.193,1.28292121600786e-151,"Astro_FGFR3"
"CNTNAP51",6.03593631240454e-156,3.14019953248762,0.901,0.739,3.03492913724013e-151,"Astro_FGFR3"
"LOC1053754151",7.16774085106341e-155,4.69683324210152,0.533,0.012,3.60401177732319e-150,"Astro_FGFR3"
"GLRA2",1.60523081938249e-154,3.29055678799432,0.731,0.425,8.0712610829371e-150,"Astro_FGFR3"
"STAT41",2.09521039030241e-154,3.36492361583575,0.708,0.237,1.05349273634795e-149,"Astro_FGFR3"
"SLC6A17",5.34543633312961e-154,3.14146930491294,0.644,0.051,2.6877388426609e-149,"Astro_FGFR3"
"FLT31",4.54562892129444e-153,3.7636387703639,0.703,0.424,2.28558767791606e-148,"Astro_FGFR3"
"DLX11",9.4238598015786e-153,3.81471672206939,0.554,0.009,4.73841094683173e-148,"Astro_FGFR3"
"PRKCG",3.30188501056708e-152,2.8033080798692,0.706,0.311,1.66022080216323e-147,"Astro_FGFR3"
"CNNM11",1.03601880358934e-151,2.50531174703887,0.726,0.196,5.20920614632754e-147,"Astro_FGFR3"
"RIMBP21",5.42856412868648e-150,3.05314955513565,0.724,0.284,2.72953632954485e-145,"Astro_FGFR3"
"CORT1",6.42244829782925e-150,3.74856826120019,0.552,0.008,3.22927122863153e-145,"Astro_FGFR3"
"CD200",1.01915031900511e-149,3.94587051814504,0.575,0.021,5.1243897189896e-145,"Astro_FGFR3"
"SCG21",2.10720162540441e-149,3.03470980342224,0.71,0.088,1.05952204926959e-144,"Astro_FGFR3"
"CHGB",3.5696802633256e-147,3.2034189556068,0.621,0.056,1.79487093320274e-142,"Astro_FGFR3"
"GNG3",6.98629038575839e-146,2.88676188324919,0.625,0.04,3.51277666886318e-141,"Astro_FGFR3"
"NMU1",9.10378273168622e-146,4.20326245820311,0.618,0.224,4.57747299531915e-141,"Astro_FGFR3"
"SYT41",1.18664853255519e-145,2.52282365557353,0.6,0.032,5.96658748654073e-141,"Astro_FGFR3"
"PCDH11Y1",4.30752316429547e-144,4.14136138877479,0.823,0.519,2.1658657222394e-139,"Astro_FGFR3"
"SIDT11",4.98862454120385e-144,2.87702254108273,0.678,0.215,2.50833030556271e-139,"Astro_FGFR3"
"ERICH31",3.66205545670552e-143,3.32170096968163,0.559,0.029,1.8413181041861e-138,"Astro_FGFR3"
"NELL11",6.42768970394115e-143,3.41606405569093,0.798,0.577,3.23190666003865e-138,"Astro_FGFR3"
"TRPC61",6.92620959099007e-143,4.1920770124935,0.563,0.178,3.48256744444571e-138,"Astro_FGFR3"
"PCDH151",5.98934660446522e-142,3.00678076974686,0.768,0.588,3.01150336619116e-137,"Astro_FGFR3"
"CAMKV",1.34357717144799e-141,2.65093582180311,0.605,0.035,6.75564037575762e-137,"Astro_FGFR3"
"TMEM246",9.58585103900893e-141,2.74502396665737,0.602,0.034,4.81986176092408e-136,"Astro_FGFR3"
"PARM11",2.85814158313666e-138,4.27680641843751,0.582,0.119,1.43710216941694e-133,"Astro_FGFR3"
"ADAMTS19",9.56870568453911e-138,2.58617654494912,0.763,0.375,4.81124090524311e-133,"Astro_FGFR3"
"FGF131",1.91913875788294e-137,2.89657287661592,0.86,0.583,9.64962158851123e-133,"Astro_FGFR3"
"KLHL291",2.41565142012257e-137,2.668187092748,0.713,0.253,1.21461369055183e-132,"Astro_FGFR3"
"C8orf341",5.00516015488517e-137,3.49701270695572,0.779,0.516,2.51664457747781e-132,"Astro_FGFR3"
"SLC6A15",1.01795592607799e-136,3.74258045151124,0.579,0.064,5.11838419191276e-132,"Astro_FGFR3"
"AFF21",1.87362879727834e-136,3.40074224847439,0.678,0.275,9.42079295559524e-132,"Astro_FGFR3"
"BCAT1",1.40875828669395e-135,3.08221011212033,0.655,0.274,7.08337754132585e-131,"Astro_FGFR3"
"ITGA11",2.04101269489656e-134,3.1060200219215,0.646,0.237,1.02624159312094e-129,"Astro_FGFR3"
"FRAS11",2.29112761415777e-133,3.24920050739519,0.786,0.633,1.15200187567467e-128,"Astro_FGFR3"
"CDH71",2.2001453310966e-132,3.37629237283608,0.593,0.231,1.10625507392868e-127,"Astro_FGFR3"
"NPAS11",8.83887357850663e-132,2.74814270625205,0.775,0.407,4.44427402400892e-127,"Astro_FGFR3"
"CDH121",1.90472624310702e-131,3.44715624071328,0.954,0.9,9.5771540229664e-127,"Astro_FGFR3"
"IQSEC3",2.01401496809551e-131,3.10166647267241,0.561,0.041,1.01266686610811e-126,"Astro_FGFR3"
"LINGO21",4.27613645953758e-131,4.15192814913659,0.892,0.701,2.15008417322009e-126,"Astro_FGFR3"
"SLC29A11",4.55716053162935e-131,3.00746180495532,0.552,0.041,2.29138588690855e-126,"Astro_FGFR3"
"NYAP21",2.07355420775823e-130,3.53080433769417,0.784,0.405,1.04260379120291e-125,"Astro_FGFR3"
"TCEAL7",1.16176892038448e-128,2.67946932470026,0.575,0.036,5.84149030858521e-124,"Astro_FGFR3"
"KRT2221",1.95382435200239e-128,3.17582157372057,0.51,0.038,9.82402422430324e-124,"Astro_FGFR3"
"SLC16A7",2.71555327568217e-128,2.65149396641619,0.674,0.273,1.36540734254575e-123,"Astro_FGFR3"
"NDN",2.77803808674609e-128,2.93866744988299,0.57,0.039,1.3968253303968e-123,"Astro_FGFR3"
"RBP41",3.37451175645988e-128,3.68942942307102,0.499,0.027,1.69673825626559e-123,"Astro_FGFR3"
"ADD21",4.31842352581159e-127,3.2253069412607,0.582,0.121,2.17134653301332e-122,"Astro_FGFR3"
"OSBPL10",2.9047423053542e-126,2.61860776015443,0.74,0.504,1.46053347855515e-121,"Astro_FGFR3"
"GRB10",3.56524341246059e-126,2.77680934084523,0.639,0.161,1.79264004021931e-121,"Astro_FGFR3"
"VGF1",5.9031336690278e-126,3.07929487069691,0.517,0.019,2.96815464012387e-121,"Astro_FGFR3"
"SLC32A11",1.22763437133867e-124,3.00777112356803,0.453,0.004,6.17266838252798e-120,"Astro_FGFR3"
"INA",8.97430360663973e-123,2.8285255340373,0.575,0.077,4.51236959645452e-118,"Astro_FGFR3"
"DLGAP31",1.78249440990918e-122,2.73326309417795,0.579,0.107,8.96256014246436e-118,"Astro_FGFR3"
"SYT13",5.95740674139953e-121,3.02115899790412,0.547,0.06,2.9954436836431e-116,"Astro_FGFR3"
"SNHG241",1.88053869271558e-119,3.77045835967149,0.492,0.029,9.45553660084322e-115,"Astro_FGFR3"
"CRHBP",2.26867010761009e-119,4.88006079875672,0.49,0.077,1.14071001680743e-114,"Astro_FGFR3"
"GNG41",7.39385706094638e-119,2.57966358598948,0.706,0.419,3.71770526881445e-114,"Astro_FGFR3"
"LINC011971",3.61355295888533e-118,3.48335572593657,0.513,0.069,1.81693056325713e-113,"Astro_FGFR3"
"CHST151",1.53654291569992e-117,3.29443234000107,0.579,0.128,7.72589143443074e-113,"Astro_FGFR3"
"PCSK21",1.55397518191518e-117,3.29309740154465,0.676,0.262,7.8135426121877e-113,"Astro_FGFR3"
"LOC1053731541",1.65714598221911e-117,4.14892318155178,0.526,0.121,8.3322957131959e-113,"Astro_FGFR3"
"ABCA6",1.68140456179449e-117,3.56213378951466,0.538,0.068,8.45427027715886e-113,"Astro_FGFR3"
"CYP4X11",1.75087177673924e-117,2.57344689083662,0.646,0.223,8.80355838062256e-113,"Astro_FGFR3"
"LOC105373513",2.10445240485059e-117,2.730689282508,0.563,0.118,1.05813971368292e-112,"Astro_FGFR3"
"PCP4L11",3.37111250793335e-117,3.08965842827032,0.621,0.253,1.69502908011397e-112,"Astro_FGFR3"
"CPNE71",4.7974770004629e-117,3.12780919506151,0.531,0.054,2.41221941060275e-112,"Astro_FGFR3"
"CREG2",2.17599793353089e-116,3.09201066405777,0.545,0.064,1.09411352095866e-111,"Astro_FGFR3"
"UNC13C1",5.88524602204206e-116,3.23801636879237,0.731,0.514,2.95916055234297e-111,"Astro_FGFR3"
"ANKRD34C-AS11",3.66593800665657e-115,3.72517943877586,0.545,0.143,1.84327028912699e-110,"Astro_FGFR3"
"SLITRK41",4.29406050617234e-115,3.6847909069554,0.48,0.026,2.15909656310852e-110,"Astro_FGFR3"
"C11orf871",8.08174632847178e-115,2.86194520247552,0.529,0.034,4.06358287141889e-110,"Astro_FGFR3"
"PRKG21",1.9661003844918e-114,4.25331198850706,0.575,0.29,9.88574934326321e-110,"Astro_FGFR3"
"CAMK2N2",2.52904674732079e-114,2.622156629073,0.448,0.008,1.27162999502036e-109,"Astro_FGFR3"
"SLITRK31",1.358672966671e-113,3.48959231552547,0.432,0.006,6.83154354371843e-109,"Astro_FGFR3"
"LOC1053707311",7.80863301943077e-113,3.26190585150652,0.577,0.226,3.92625876849999e-108,"Astro_FGFR3"
"LOC1005063931",1.18603243578013e-112,3.45984866517847,0.538,0.155,5.96348969034606e-108,"Astro_FGFR3"
"ABCA9",1.67221668607295e-112,3.12182554315934,0.549,0.161,8.40807271924338e-108,"Astro_FGFR3"
"EFNB31",2.76266568335097e-112,2.88346163619326,0.46,0.012,1.3890959322457e-107,"Astro_FGFR3"
"SHISA7",4.37512192733632e-112,2.60165998732887,0.517,0.039,2.19985505628397e-107,"Astro_FGFR3"
"VSTM2A-OT11",5.63700558070509e-112,3.60555917237414,0.423,0.007,2.83434277603433e-107,"Astro_FGFR3"
"NAP1L2",8.58309377229482e-111,3.0318553109334,0.478,0.025,4.31566537964756e-106,"Astro_FGFR3"
"LOC1001296201",1.42697635457751e-110,3.44314065766429,0.616,0.209,7.17497980845118e-106,"Astro_FGFR3"
"CXADR",4.99376409135115e-110,2.77165371093659,0.651,0.356,2.51091452277227e-105,"Astro_FGFR3"
"OCIAD21",7.33154435642639e-110,2.90717539511128,0.508,0.082,3.68637381785475e-105,"Astro_FGFR3"
"C2orf801",1.42830641522015e-108,3.03796679558097,0.529,0.104,7.18166748636843e-104,"Astro_FGFR3"
"STX3",2.8870372960853e-108,3.07388653871061,0.501,0.079,1.45163122284465e-103,"Astro_FGFR3"
"EPHA51",1.47171196374338e-107,2.93953381662126,0.949,0.907,7.39991492489811e-103,"Astro_FGFR3"
"ANKRD20A5P1",6.15174906398263e-107,2.639877458501,0.685,0.178,3.0931609468611e-102,"Astro_FGFR3"
"GLIPR1",6.31282979765613e-107,2.53273099746329,0.623,0.121,3.17415395055948e-102,"Astro_FGFR3"
"LOC284395",7.0032854444696e-106,3.1663604713997,0.602,0.342,3.52132195433376e-101,"Astro_FGFR3"
"GPR22",1.76396431882954e-105,2.86714041330188,0.515,0.046,8.86938899150681e-101,"Astro_FGFR3"
"LOC1053741221",7.74030600975937e-105,2.58250086814377,0.634,0.215,3.89190326476711e-100,"Astro_FGFR3"
"PTPRB",2.16918085218973e-104,3.2569853130923,0.515,0.127,1.09068582428952e-99,"Astro_FGFR3"
"TRPM21",2.51735254072675e-104,3.16066672274152,0.556,0.144,1.26575003100282e-99,"Astro_FGFR3"
"CACNA1G1",2.50727589933454e-103,2.83537427440513,0.49,0.062,1.2606833949444e-98,"Astro_FGFR3"
"CACNG41",6.40198671958709e-103,2.80558738366277,0.591,0.166,3.21898294247559e-98,"Astro_FGFR3"
"LOC1053733291",1.24689091282979e-101,3.37083566914167,0.423,0.013,6.26949219879947e-97,"Astro_FGFR3"
"ANKRD36BP21",4.61991085001865e-101,3.62357841416551,0.589,0.177,2.32293737449788e-96,"Astro_FGFR3"
"ACTL6B",1.74891504669851e-100,2.88115475973157,0.572,0.157,8.79371974630478e-96,"Astro_FGFR3"
"RNF1651",4.0279540145528e-100,2.55883312222871,0.628,0.224,2.02529555805729e-95,"Astro_FGFR3"
"RPS6KA61",1.19066308346295e-99,2.76284979655872,0.538,0.156,5.98677304996006e-95,"Astro_FGFR3"
"HTR1E1",4.65260726055993e-99,4.12038249918336,0.474,0.1,2.33937745668214e-94,"Astro_FGFR3"
"KCNK21",6.79243000266997e-99,3.06894341234777,0.533,0.246,3.41530172964249e-94,"Astro_FGFR3"
"ZCCHC121",9.50087079400941e-99,2.98012194416995,0.398,0.008,4.77713284393587e-94,"Astro_FGFR3"
"LOC1053720791",9.9299670430713e-99,3.46615433142821,0.414,0.047,4.99288672892668e-94,"Astro_FGFR3"
"PWRN1",1.5099046183756e-98,3.27502179427588,0.444,0.032,7.59195141165435e-94,"Astro_FGFR3"
"CNTNAP4",2.12918756096754e-97,3.37945531049582,0.68,0.39,1.07057679753009e-92,"Astro_FGFR3"
"TMEM351",6.30632178681727e-97,2.67131515713459,0.559,0.125,3.17088165762959e-92,"Astro_FGFR3"
"RASGRF2-AS1",1.10475127328746e-96,3.33555894892204,0.418,0.019,5.55479987721666e-92,"Astro_FGFR3"
"LOC105377568",2.72415479508783e-96,3.89198792476962,0.393,0.022,1.36973227251811e-91,"Astro_FGFR3"
"NDST4",1.98326088215733e-95,3.76766869833788,0.545,0.295,9.97203404157528e-91,"Astro_FGFR3"
"SLIT2",5.73634349645699e-95,3.99839775644212,0.605,0.372,2.88429087345354e-90,"Astro_FGFR3"
"SPHKAP1",9.56668895757888e-95,4.62760038640651,0.471,0.173,4.81022687476023e-90,"Astro_FGFR3"
"LOC1053775691",1.17914867258731e-94,3.93530394253925,0.414,0.059,5.92887744063625e-90,"Astro_FGFR3"
"NNAT",5.57289550363961e-94,2.51557351885012,0.446,0.027,2.80210758818503e-89,"Astro_FGFR3"
"SYTL51",6.59301578297159e-94,3.98780298174389,0.455,0.237,3.31503426583595e-89,"Astro_FGFR3"
"AHR",6.95897877119676e-92,2.97318764325594,0.439,0.052,3.49904411594544e-87,"Astro_FGFR3"
"KIAA18041",9.80750683609661e-92,3.25717905291278,0.483,0.106,4.93131251225774e-87,"Astro_FGFR3"
"OR2L13",4.72523972393427e-91,2.6993679280954,0.584,0.278,2.37589778559139e-86,"Astro_FGFR3"
"VWA5B21",5.0489274689171e-91,2.76640631511446,0.402,0.015,2.53865122064621e-86,"Astro_FGFR3"
"MEG81",9.28606953711688e-91,2.74196101872939,0.366,0.008,4.66912862395774e-86,"Astro_FGFR3"
"LOC105378157",5.69327739901651e-90,2.71713062625325,0.46,0.056,2.86263680899949e-85,"Astro_FGFR3"
"TRIM671",1.87717448603085e-89,3.10572355652134,0.464,0.107,9.43862103321174e-85,"Astro_FGFR3"
"NR2F2-AS11",1.93968121829799e-89,3.4264459347118,0.451,0.207,9.75291113372415e-85,"Astro_FGFR3"
"IGSF31",4.15941169172642e-89,3.05000502508955,0.437,0.077,2.09139379271696e-84,"Astro_FGFR3"
"MAFB1",4.58100589374562e-89,3.05087639047715,0.37,0.009,2.30337557343424e-84,"Astro_FGFR3"
"SLC47A11",2.42676356066799e-88,3.02760328747139,0.464,0.123,1.22020098593947e-83,"Astro_FGFR3"
"KCNMB21",1.93845320584383e-87,2.61725603795635,0.455,0.041,9.74673656430335e-83,"Astro_FGFR3"
"ANKRD20A11P1",4.85755275126404e-87,3.11927518269707,0.457,0.088,2.44242609886307e-82,"Astro_FGFR3"
"ST8SIA41",1.27973668453942e-85,2.98042160058124,0.462,0.116,6.43464402353267e-81,"Astro_FGFR3"
"KIRREL3",1.36376775645449e-85,3.5583869198345,0.501,0.196,6.85716065622884e-81,"Astro_FGFR3"
"KLF51",4.22704658564199e-85,2.87949247747658,0.428,0.051,2.12540129372665e-80,"Astro_FGFR3"
"GPRIN31",1.59967782992955e-84,2.72254390435963,0.421,0.041,8.04334009666879e-80,"Astro_FGFR3"
"LINC01105",3.43858116078767e-84,2.76816840800288,0.398,0.045,1.72895299345565e-79,"Astro_FGFR3"
"ACHE1",4.77986829596824e-84,2.66177237033764,0.4,0.024,2.40336557789579e-79,"Astro_FGFR3"
"CRTAC1",1.12206633644885e-83,2.81921138503843,0.526,0.168,5.64186174629847e-79,"Astro_FGFR3"
"OR2AG21",2.99237677848591e-83,2.59288702453031,0.582,0.282,1.5045969679905e-78,"Astro_FGFR3"
"SIAH3",4.86386487118905e-83,2.88617499048788,0.416,0.075,2.44559989588256e-78,"Astro_FGFR3"
"PLA2R11",9.21851174406906e-83,2.75908862319901,0.455,0.133,4.63515989003537e-78,"Astro_FGFR3"
"LOC105370733",2.39105406572816e-81,3.22745445706918,0.469,0.082,1.20224589478878e-76,"Astro_FGFR3"
"LOC1027236581",4.28267915507272e-81,3.23913172758924,0.359,0.021,2.15337390596212e-76,"Astro_FGFR3"
"PRR161",3.41253160261391e-80,3.66061427091762,0.575,0.306,1.7158550151103e-75,"Astro_FGFR3"
"DKK21",8.815147558359e-80,3.55734792342687,0.501,0.208,4.43234434381849e-75,"Astro_FGFR3"
"EPB41L4B",1.17316237594824e-79,2.62471594968779,0.616,0.327,5.89877774250536e-75,"Astro_FGFR3"
"PRMT81",1.33652749068165e-79,2.59852070906763,0.497,0.196,6.72019387589641e-75,"Astro_FGFR3"
"MRAP2",1.91991936023981e-79,2.88683830334483,0.503,0.18,9.65354653522179e-75,"Astro_FGFR3"
"CLEC4GP11",6.82058013987729e-79,3.13562858540687,0.363,0.066,3.4294559001317e-74,"Astro_FGFR3"
"RNF175",4.18732688271572e-78,2.89778840605739,0.354,0.016,2.10542982989829e-73,"Astro_FGFR3"
"LOC105373224",3.38497938598322e-76,2.86177586067337,0.363,0.065,1.70200148506622e-71,"Astro_FGFR3"
"TRPC41",4.28813029010307e-76,3.267108033066,0.48,0.228,2.15611479116672e-71,"Astro_FGFR3"
"SCN7A1",1.9345946229864e-74,3.16309374289719,0.432,0.095,9.72733522383794e-70,"Astro_FGFR3"
"KIAA1644",2.84494964832733e-74,2.79368656466068,0.402,0.077,1.43046913267546e-69,"Astro_FGFR3"
"CHRM21",1.57869365361783e-72,3.3932844945059,0.37,0.072,7.93782955975584e-68,"Astro_FGFR3"
"ZNF804A1",3.75552294984835e-72,3.43968422908405,0.805,0.655,1.88831449441325e-67,"Astro_FGFR3"
"CCDC85A1",6.35127721661252e-72,2.68173857849665,0.526,0.229,3.19348569728494e-67,"Astro_FGFR3"
"ARHGAP181",1.2281398317677e-71,3.23006643555911,0.48,0.226,6.17520988811117e-67,"Astro_FGFR3"
"SHISA91",3.67641142134718e-70,2.84533535771025,0.83,0.763,1.84853642676757e-65,"Astro_FGFR3"
"EPHX41",7.52075327039329e-70,2.5251823734331,0.451,0.122,3.78150995188645e-65,"Astro_FGFR3"
"GABRA3",2.66691330888922e-68,2.50830230291154,0.646,0.425,1.34095068084259e-63,"Astro_FGFR3"
"LOC2856961",3.03693519347715e-68,2.55999663188975,0.584,0.417,1.52700138463225e-63,"Astro_FGFR3"
"SLC9A21",9.50907875851233e-68,3.66507872414293,0.391,0.153,4.78125989056758e-63,"Astro_FGFR3"
"THSD7B1",2.21345465824358e-67,3.64300485282093,0.825,0.715,1.11294713671145e-62,"Astro_FGFR3"
"SYCE1",5.51207180735436e-66,2.7717183315806,0.455,0.203,2.77152482545585e-61,"Astro_FGFR3"
"NXPH21",5.94149698191108e-65,3.22982835321727,0.414,0.096,2.98744409747471e-60,"Astro_FGFR3"
"TLL2",1.86955812973609e-63,3.00863896889533,0.448,0.28,9.40032523212604e-59,"Astro_FGFR3"
"OPRM11",2.40681050205911e-63,3.37097283405824,0.469,0.269,1.21016838854034e-58,"Astro_FGFR3"
"FBN21",7.87896887674354e-63,3.86628159826754,0.421,0.225,3.96162434091542e-58,"Astro_FGFR3"
"CMTM81",6.31441198117609e-62,2.8224500780957,0.533,0.4,3.17494948825515e-57,"Astro_FGFR3"
"SLC26A41",8.4347414940762e-61,2.53081537309869,0.389,0.11,4.24107237063646e-56,"Astro_FGFR3"
"PRRG3",3.03862218102937e-59,2.56937529484091,0.572,0.306,1.52784961884338e-54,"Astro_FGFR3"
"KCNT21",8.14209536322395e-56,2.56713910086723,0.545,0.304,4.09392696958263e-51,"Astro_FGFR3"
"ARNTL2",1.43927395643876e-53,2.7890230747238,0.361,0.157,7.23681338036974e-49,"Astro_FGFR3"
"OCA2",9.87793927401552e-53,2.99548111755162,0.478,0.281,4.96672664636775e-48,"Astro_FGFR3"
"JPH1",2.0687797164612e-51,2.53628168686114,0.444,0.191,1.04020312923385e-46,"Astro_FGFR3"
"LOC1053791681",8.6901530122148e-51,3.05383335284211,0.4,0.247,4.36949583607172e-46,"Astro_FGFR3"
"ANKRD18A",8.95681738909085e-49,2.62627959906203,0.377,0.114,4.50357735140877e-44,"Astro_FGFR3"
"OTOF",1.18733361455162e-44,2.74371938977612,0.352,0.155,5.97003214732701e-40,"Astro_FGFR3"
"NRG11",2.64269066470155e-40,2.7287720884959,0.816,0.768,1.32877129311859e-35,"Astro_FGFR3"
"PLCXD3",1.28963022187099e-39,2.65737115569409,0.393,0.193,6.48438971858954e-35,"Astro_FGFR3"
"NOS1",4.19502916595562e-36,2.72513317121668,0.531,0.492,2.10930261493414e-31,"Astro_FGFR3"
"IL1RAPL21",1.14264716685503e-35,3.2129420003375,0.874,0.822,5.74534421966375e-31,"Astro_FGFR3"
"RNF128",1.18576104552847e-33,2.63750647369494,0.421,0.301,5.96212511302168e-29,"Astro_FGFR3"
"HTR1F1",1.66071821968435e-22,2.62244139403816,0.464,0.361,8.35025728039491e-18,"Astro_FGFR3"
"LOC105377703",2.84939274598704e-22,2.76280096731886,0.375,0.263,1.43270316660974e-17,"Astro_FGFR3"
"HTR2C",4.11042950359494e-20,3.52497251937222,0.485,0.391,2.06676505870257e-15,"Astro_FGFR3"
