"","gene","cluster","avg_logFC","pct.1","pct.2","p_val","p_val_adj"
"1","Cyp4f15","Astrocytes",8.821946559,0.839,0.011,0,0
"2","Gjb6","Astrocytes",8.274013009,0.978,0.013,0,0
"3","Slc39a12","Astrocytes",8.262584891,0.985,0.066,0,0
"4","Acsbg1","Astrocytes",8.215667773,0.985,0.181,0,0
"5","Mlc1","Astrocytes",8.120770675,0.915,0.017,0,0
"6","Nat8","Astrocytes",8.116807055,0.915,0.071,0,0
"7","Gm35552","Astrocytes",7.829474167,0.563,0.02,0,0
"8","Etnppl","Astrocytes",7.729509998,0.536,0.007,0,0
"9","Gm13325","Astrocytes",7.647506057,0.784,0.008,0,0
"10","Aqp4","Astrocytes",7.611654785,0.887,0.008,0,0
"11","Chrdl1","Astrocytes",7.595710647,0.646,0.007,0,0
"12","Ppp1r3g","Astrocytes",7.541674693,0.749,0.004,0,0
"13","F3","Astrocytes",7.359002149,0.995,0.076,0,0
"14","Gli3","Astrocytes",7.334845246,0.947,0.03,0,0
"15","Pdzph1","Astrocytes",7.321903559,0.543,0.014,0,0
"16","Slc1a3","Astrocytes",7.321559293,1,0.061,0,0
"17","Ntsr2","Astrocytes",7.274234794,0.998,0.158,0,0
"18","Btbd17","Astrocytes",7.205567942,0.915,0.043,0,0
"19","Gm13111","Astrocytes",7.149571169,0.503,0.002,0,0
"20","Gm33002","Astrocytes",6.999792319,0.906,0.039,0,0
"21","Eva1a","Astrocytes",6.919134424,0.782,0.011,0,0
"22","C030018K13Rik","Astrocytes",6.911401385,0.621,0.001,0,0
"23","Igfbp2","Astrocytes",6.827951103,0.79,0.084,0,0
"24","Grin2c","Astrocytes",6.792745717,0.846,0.003,0,0
"25","Plcd4","Astrocytes",6.780932904,0.855,0.247,0,0
"26","Dio2","Astrocytes",6.751245592,0.88,0.008,0,0
"27","Slc7a10","Astrocytes",6.725826092,0.926,0.038,0,0
"28","Gm26512","Astrocytes",6.725648771,0.981,0.037,0,0
"29","Cbs","Astrocytes",6.720235302,0.86,0.021,0,0
"30","Cldn10","Astrocytes",6.714329676,0.991,0.183,0,0
"31","Slc25a18","Astrocytes",6.712072501,0.921,0.057,0,0
"32","Entpd2","Astrocytes",6.648910795,0.656,0.025,0,0
"33","Gja1","Astrocytes",6.635098515,1,0.028,0,0
"34","Cml5","Astrocytes",6.625178306,0.458,0.001,0,0
"35","Fzd2","Astrocytes",6.578317855,0.698,0.003,0,0
"36","Pla2g7","Astrocytes",6.551986744,1,0.087,0,0
"37","2900052N01Rik","Astrocytes",6.50395817,0.662,0.009,0,0
"38","Cml3","Astrocytes",6.375543382,0.602,0.003,0,0
"39","Lcat","Astrocytes",6.324760481,0.89,0.018,0,0
"40","4930515L03Rik","Astrocytes",6.24741968,0.502,0.053,0,0
"41","Slc7a11","Astrocytes",6.224589659,0.836,0.247,0,0
"42","Pdlim4","Astrocytes",6.159988104,0.684,0.013,0,0
"43","Gm973","Astrocytes",6.157879759,0.659,0.098,0,0
"44","Dbx2","Astrocytes",6.141737483,0.93,0.044,0,0
"45","Ppap2b","Astrocytes",6.034391578,0.999,0.113,0,0
"46","Prodh","Astrocytes",6.034099286,0.827,0.059,0,0
"47","AI464131","Astrocytes",6.028638194,0.786,0.021,0,0
"48","Fgfr3","Astrocytes",6.002934497,0.935,0.024,0,0
"49","Gldc","Astrocytes",5.974700181,0.782,0.069,0,0
"50","Gli2","Astrocytes",5.974024066,0.639,0.014,0,0
"51","Adhfe1","Astrocytes",5.938040841,0.689,0.031,0,0
"52","Sox9","Astrocytes",5.883414245,0.99,0.144,0,0
"53","Gm5089","Astrocytes",5.780329172,0.774,0.008,0,0
"54","Atp13a4","Astrocytes",5.770725544,0.825,0.017,0,0
"55","Slc15a2","Astrocytes",5.689301546,0.903,0.121,0,0
"56","Htra1","Astrocytes",5.66801781,0.994,0.199,0,0
"57","Ranbp3l","Astrocytes",5.64729406,0.715,0.074,0,0
"58","Acot11","Astrocytes",5.599361784,0.699,0.111,0,0
"59","Nwd1","Astrocytes",5.570791553,0.909,0.159,0,0
"60","Celrr","Astrocytes",5.56909997,0.53,0.095,0,0
"61","Sdc4","Astrocytes",5.543464397,0.85,0.007,0,0
"62","Gm26843","Astrocytes",5.539339629,0.873,0.324,0,0
"63","Rfx4","Astrocytes",5.526808614,0.772,0.055,0,0
"64","Tst","Astrocytes",5.511132307,0.844,0.034,0,0
"65","Rorb","Astrocytes",5.480673616,0.991,0.189,0,0
"66","Aox1","Astrocytes",5.477851207,0.504,0.008,0,0
"67","Mt2","Astrocytes",5.455135732,1,0.12,0,0
"68","Id4","Astrocytes",5.44244991,0.898,0.11,0,0
"69","Aldoc","Astrocytes",5.44034479,0.999,0.436,0,0
"70","Mertk","Astrocytes",5.395427858,0.988,0.11,0,0
"71","Hsd11b1","Astrocytes",5.373256587,0.75,0.071,0,0
"72","Ppp1r3c","Astrocytes",5.367132115,0.793,0.072,0,0
"73","Gpr37l1","Astrocytes",5.293387942,1,0.039,0,0
"74","Cth","Astrocytes",5.27650044,0.527,0.028,0,0
"75","Gpc5","Astrocytes",5.256379811,0.991,0.475,0,0
"76","Pax6","Astrocytes",5.243671585,0.803,0.105,0,0
"77","Slc4a4","Astrocytes",5.243253371,0.993,0.289,0,0
"78","Tlcd1","Astrocytes",5.225670269,0.902,0.037,0,0
"79","Apoe","Astrocytes",5.142294876,1,0.209,0,0
"80","Gm36292","Astrocytes",5.075441382,0.663,0.061,0,0
"81","Slc9a3r1","Astrocytes",5.073457594,0.869,0.023,0,0
"82","Ston2","Astrocytes",5.064828346,0.749,0.263,0,0
"83","AW047730","Astrocytes",5.046772589,0.802,0.181,0,0
"84","Luzp2","Astrocytes",5.044059946,0.986,0.416,0,0
"85","Fam107a","Astrocytes",5.043830239,0.968,0.042,0,0
"86","Arhgef26","Astrocytes",5.012315498,0.908,0.103,0,0
"87","LOC105245076","Astrocytes",5.001432624,0.419,0.006,0,0
"88","Scara3","Astrocytes",4.965508607,0.696,0.095,0,0
"89","Pxmp2","Astrocytes",4.965251391,0.479,0.021,0,0
"90","Mir6390","Astrocytes",4.95084458,0.577,0.009,0,0
"91","Hapln1","Astrocytes",4.93999748,0.833,0.209,0,0
"92","Emx2os","Astrocytes",4.928155138,0.497,0.036,0,0
"93","A330033J07Rik","Astrocytes",4.868003509,0.986,0.244,0,0
"94","Gareml","Astrocytes",4.855084365,0.471,0.014,0,0
"95","Bmpr1b","Astrocytes",4.833466936,0.9,0.212,0,0
"96","LOC105244543","Astrocytes",4.796566775,0.533,0.022,0,0
"97","Thrsp","Astrocytes",4.774370149,0.761,0.124,0,0
"98","Pnpla7","Astrocytes",4.732997031,0.761,0.189,0,0
"99","Plekho2","Astrocytes",4.718374976,0.509,0.026,0,0
"100","Slc27a1","Astrocytes",4.715912452,0.996,0.495,0,0
"101","1700071M16Rik","Astrocytes",4.703845007,0.461,0.004,0,0
"102","Slc7a2","Astrocytes",4.702767872,0.607,0.017,0,0
"103","1700084C01Rik","Astrocytes",4.681067918,0.555,0.088,0,0
"104","Paqr8","Astrocytes",4.679929752,0.959,0.402,0,0
"105","Pbxip1","Astrocytes",4.676805125,0.773,0.062,0,0
"106","Frmpd1","Astrocytes",4.676050353,0.593,0.051,0,0
"107","Aldh1l1","Astrocytes",4.656731837,0.74,0.122,0,0
"108","Ezr","Astrocytes",4.651848507,0.816,0.097,0,0
"109","Oaf","Astrocytes",4.651110639,0.798,0.02,0,0
"110","Timp4","Astrocytes",4.649519612,0.881,0.094,0,0
"111","Ndrg2","Astrocytes",4.619056587,0.999,0.492,0,0
"112","LOC105244249","Astrocytes",4.588191617,0.813,0.266,0,0
"113","Sall3","Astrocytes",4.575942135,0.589,0.011,0,0
"114","Sfxn5","Astrocytes",4.561034028,0.991,0.517,0,0
"115","Arhgef19","Astrocytes",4.522286155,0.62,0.018,0,0
"116","Gpam","Astrocytes",4.519796264,0.844,0.272,0,0
"117","9430041J12Rik","Astrocytes",4.514547642,0.647,0.174,0,0
"118","Gstm1","Astrocytes",4.513327725,0.998,0.259,0,0
"119","Slc6a11","Astrocytes",4.497346784,0.917,0.273,0,0
"120","Appl2","Astrocytes",4.469434796,0.979,0.25,0,0
"121","Mfge8","Astrocytes",4.461087998,0.996,0.079,0,0
"122","Acss1","Astrocytes",4.457691517,0.813,0.109,0,0
"123","Il18","Astrocytes",4.456922225,0.973,0.314,0,0
"124","Prr5","Astrocytes",4.451284698,0.602,0.05,0,0
"125","E130114P18Rik","Astrocytes",4.446814269,0.501,0.034,0,0
"126","Psd2","Astrocytes",4.43487557,0.677,0.161,0,0
"127","Phka1","Astrocytes",4.417438718,0.867,0.131,0,0
"128","Cml1","Astrocytes",4.40538698,0.958,0.404,0,0
"129","Fam20a","Astrocytes",4.381680545,0.907,0.183,0,0
"130","Tlr3","Astrocytes",4.325758932,0.607,0.011,0,0
"131","Prex2","Astrocytes",4.315728652,0.984,0.228,0,0
"132","Gabrg1","Astrocytes",4.311475963,0.8,0.111,0,0
"133","Cyp2j9","Astrocytes",4.284440968,0.762,0.03,0,0
"134","Kcnj16","Astrocytes",4.260319514,0.547,0.025,0,0
"135","Naaa","Astrocytes",4.256555955,0.649,0.207,0,0
"136","Itih3","Astrocytes",4.203572874,0.537,0.019,0,0
"137","Car8","Astrocytes",4.192421764,0.49,0.04,0,0
"138","Tril","Astrocytes",4.191966901,0.889,0.038,0,0
"139","Prdm16","Astrocytes",4.161473055,0.934,0.079,0,0
"140","Sema4b","Astrocytes",4.13846285,0.781,0.192,0,0
"141","Fam228b","Astrocytes",4.126351479,0.864,0.373,0,0
"142","S1pr1","Astrocytes",4.122426556,0.998,0.055,0,0
"143","Fam181b","Astrocytes",4.098595055,0.734,0.058,0,0
"144","Egfr","Astrocytes",4.084182158,0.595,0.046,0,0
"145","Gsap","Astrocytes",4.074466964,0.629,0.098,0,0
"146","Greb1","Astrocytes",4.050052252,0.708,0.056,0,0
"147","Gramd3","Astrocytes",4.047081287,0.883,0.109,0,0
"148","Fgd6","Astrocytes",4.026738244,0.737,0.075,0,0
"149","St3gal4","Astrocytes",4.016988875,0.872,0.147,0,0
"150","Bcan","Astrocytes",4.006089495,0.996,0.091,0,0
"151","Gas1","Astrocytes",4.002776812,0.51,0.028,0,0
"152","LOC330143","Astrocytes",4.000614495,0.76,0.249,0,0
"153","Rbp1","Astrocytes",3.997372801,0.561,0.029,0,0
"154","Adora2b","Astrocytes",3.990378161,0.456,0.014,0,0
"155","Prrx1","Astrocytes",3.953067172,0.513,0.036,0,0
"156","Agl","Astrocytes",3.937769206,0.771,0.279,0,0
"157","Daam2","Astrocytes",3.921718208,0.94,0.076,0,0
"158","Rmst","Astrocytes",3.917876997,0.928,0.308,0,0
"159","Hopx","Astrocytes",3.910276786,0.826,0.24,0,0
"160","Rgma","Astrocytes",3.885571821,0.729,0.145,0,0
"161","Cdh19","Astrocytes",3.876484708,0.712,0.044,0,0
"162","Sox2","Astrocytes",3.859098357,0.843,0.097,0,0
"164","Trps1","Astrocytes",3.797566576,0.989,0.554,0,0
"165","Srebf1","Astrocytes",3.777954731,0.935,0.209,0,0
"166","Clmn","Astrocytes",3.776842224,0.892,0.194,0,0
"167","Lfng","Astrocytes",3.744614405,0.742,0.02,0,0
"168","Npas3","Astrocytes",3.722795612,0.999,0.315,0,0
"170","Zfp521","Astrocytes",3.705971076,0.591,0.055,0,0
"171","Crot","Astrocytes",3.698714709,0.798,0.298,0,0
"172","Abhd3","Astrocytes",3.691623387,0.897,0.474,0,0
"173","Vcam1","Astrocytes",3.679063672,0.931,0.084,0,0
"174","Tnfaip8","Astrocytes",3.665971272,0.62,0.096,0,0
"175","Pygb","Astrocytes",3.639145871,0.862,0.438,0,0
"176","Vegfa","Astrocytes",3.636048711,0.957,0.543,0,0
"177","Dpf3","Astrocytes",3.593603287,0.773,0.17,0,0
"178","Atp1a2","Astrocytes",3.579522269,1,0.151,0,0
"179","Zfp36l2","Astrocytes",3.53469101,0.783,0.085,0,0
"180","Nfia","Astrocytes",3.488933164,1,0.584,0,0
"181","Cep85l","Astrocytes",3.47699627,0.796,0.377,0,0
"182","Irak2","Astrocytes",3.469179415,0.79,0.357,0,0
"183","Fabp7","Astrocytes",3.445050288,0.833,0.086,0,0
"184","LOC105246959","Astrocytes",3.443333128,0.552,0.069,0,0
"185","Igsf11","Astrocytes",3.427543154,0.817,0.171,0,0
"186","Myo6","Astrocytes",3.415594235,0.954,0.377,0,0
"187","Nhsl1","Astrocytes",3.410060976,0.873,0.32,0,0
"188","Nrarp","Astrocytes",3.38394684,0.55,0.051,0,0
"189","Ptprz1","Astrocytes",3.37519936,0.999,0.22,0,0
"190","Prelp","Astrocytes",3.368092184,0.496,0.016,0,0
"191","Agmo","Astrocytes",3.353835162,0.564,0.11,0,0
"192","Rftn2","Astrocytes",3.335272437,0.674,0.084,0,0
"193","Eya1","Astrocytes",3.311269211,0.615,0.068,0,0
"194","Smpd2","Astrocytes",3.302016082,0.671,0.262,0,0
"195","Lama2","Astrocytes",3.285255621,0.923,0.191,0,0
"197","Zbtb20","Astrocytes",3.23443335,0.999,0.545,0,0
"198","Prkd1","Astrocytes",3.230061668,0.839,0.375,0,0
"199","Cdh20","Astrocytes",3.20761241,0.831,0.271,0,0
"200","Mdk","Astrocytes",3.194063783,0.529,0.054,0,0
"201","Atp1b2","Astrocytes",3.189090477,0.998,0.574,0,0
"202","Cyp2d22","Astrocytes",3.187184452,0.695,0.03,0,0
"203","Elovl5","Astrocytes",3.180055861,0.895,0.426,0,0
"204","Nckap5","Astrocytes",3.177291468,0.876,0.441,0,0
"206","Ednrb","Astrocytes",3.146597206,0.821,0.036,0,0
"208","Rapgef3","Astrocytes",3.106527852,0.687,0.106,0,0
"209","Eps8","Astrocytes",3.106270402,0.817,0.152,0,0
"210","Tubb2b","Astrocytes",3.086935727,0.862,0.395,0,0
"211","LOC102638773","Astrocytes",3.032472551,0.593,0.041,0,0
"212","Pmp22","Astrocytes",2.998227421,0.654,0.086,0,0
"214","Maml2","Astrocytes",2.945713846,0.927,0.263,0,0
"216","Kirrel3","Astrocytes",2.930932584,0.909,0.444,0,0
"217","Sash1","Astrocytes",2.92684374,0.946,0.521,0,0
"218","Gstm2-ps1","Astrocytes",2.923285203,0.944,0.062,0,0
"219","Slc38a3","Astrocytes",2.915769506,0.926,0.094,0,0
"221","S100b","Astrocytes",2.820791738,0.936,0.15,0,0
"222","Lpp","Astrocytes",2.780249272,0.86,0.23,0,0
"223","Abca1","Astrocytes",2.773360424,0.657,0.082,0,0
"226","Tmem176a","Astrocytes",2.696481157,0.62,0.032,0,0
"229","Pon2","Astrocytes",2.580281487,0.733,0.066,0,0
"231","Vcl","Astrocytes",2.550787469,0.884,0.473,0,0
"232","Tmem176b","Astrocytes",2.523785557,0.77,0.055,0,0
"233","Pard3b","Astrocytes",2.513068952,0.785,0.188,0,0
"234","Slco1c1","Astrocytes",2.507360021,0.987,0.059,0,0
"235","Tmem100","Astrocytes",2.495777017,0.846,0.031,0,0
"236","Gulo","Astrocytes",2.463954125,0.947,0.482,0,0
"237","Sox6","Astrocytes",2.423082777,0.927,0.13,0,0
"238","Myo10","Astrocytes",2.41211812,0.901,0.357,0,0
"240","Cnn3","Astrocytes",2.392194396,0.88,0.324,0,0
"241","Hist1h2bc","Astrocytes",2.303402072,0.927,0.484,0,0
"242","Axl","Astrocytes",2.302159975,0.616,0.026,0,0
"244","Pdlim5","Astrocytes",2.254714451,0.772,0.102,0,0
"245","Cd63-ps","Astrocytes",2.221636887,0.937,0.123,0,0
"246","Csrp1","Astrocytes",2.064042307,0.96,0.292,0,0
"247","Serpine2","Astrocytes",2.000395756,0.967,0.465,0,0
"248","Cxcl14","Astrocytes",1.983229917,0.99,0.133,0,0
"251","Gm7908","Astrocytes",1.77087313,0.854,0.274,0,0
"252","Zfp36l1","Astrocytes",1.751256806,0.839,0.07,0,0
"253","Rgcc","Astrocytes",1.749887489,0.898,0.177,0,0
"254","Timp3","Astrocytes",1.747567703,0.786,0.112,0,0
"257","5430419D17Rik","Astrocytes",1.658161385,0.743,0.082,0,0
"259","Glns-ps1","Astrocytes",1.586203236,0.746,0.07,0,0
"260","Mfsd2a","Astrocytes",1.537792971,0.746,0.075,0,0
"261","Gng5","Astrocytes",1.536425333,0.933,0.262,0,0
"262","Tmem240","Astrocytes",1.375893716,0.15,0.74,0,0
"263","Sepp1","Astrocytes",1.301650952,0.857,0.068,0,0
"264","Gm4949","Astrocytes",1.290489445,0.742,0.065,0,0
"1431","Notch2","Astrocytes",4.230274263,0.576,0.065,0,0
"1437","Sox21","Astrocytes",3.608941475,0.434,0.009,0,0
"1438","Smim3","Astrocytes",3.201501173,0.619,0.135,0,0
"1442","Lgi4","Astrocytes",5.205196707,0.524,0.06,0,0
"1443","Folh1","Astrocytes",3.479402891,0.484,0.025,0,0
"1444","Mgst1","Astrocytes",4.000003487,0.456,0.017,0,0
"1448","Fmo1","Astrocytes",3.554984112,0.479,0.029,0,0
"1450","C030037D09Rik","Astrocytes",4.813849995,0.485,0.072,0,0
"1451","Znrf3","Astrocytes",3.251601407,0.839,0.384,0,0
"1452","Gpr56","Astrocytes",2.750929643,0.724,0.203,0,0
"1454","Etv4","Astrocytes",4.032509251,0.576,0.083,0,0
"1460","Alpk1","Astrocytes",3.96228684,0.501,0.042,0,0
"1464","Gpld1","Astrocytes",3.928806853,0.592,0.148,0,3.402e-308
"1465","Fgf1","Astrocytes",3.321489154,0.648,0.166,0,8.4359e-308
"1474","4932438H23Rik","Astrocytes",5.883045004,0.47,0.044,0,1.3143e-305
"1484","Palld","Astrocytes",4.727276692,0.591,0.172,7.387e-307,3.3809e-302
"1491","Fam69c","Astrocytes",4.491597357,0.455,0.021,1.44e-304,6.5905e-300
"1496","Soat1","Astrocytes",3.642267376,0.703,0.275,2.2357e-303,1.0232e-298
"1499","Kirrel2","Astrocytes",6.100510973,0.416,0.012,4.8335e-302,2.2122e-297
"1509","Tiparp","Astrocytes",3.138315023,0.781,0.352,4.4458e-300,2.0347e-295
"1510","Ctso","Astrocytes",2.828561635,0.679,0.218,1.327e-299,6.0736e-295
"1516","Tcn2","Astrocytes",1.999740725,0.565,0.056,4.4224e-297,2.024e-292
"1517","Gm31690","Astrocytes",4.47148343,0.499,0.038,1.3531e-296,6.1929e-292
"1524","1110054M08Rik","Astrocytes",3.75121404,0.47,0.048,1.1388e-293,5.2119e-289
"1534","Ovol1","Astrocytes",1.629770066,0.777,0.287,7.55e-291,3.4555e-286
"1535","Igdcc4","Astrocytes",3.686532355,0.701,0.252,1.3036e-290,5.9661e-286
"1536","Ghr","Astrocytes",3.201266366,0.759,0.273,1.4587e-290,6.6761e-286
"1538","Lhx2","Astrocytes",3.249982207,0.724,0.28,4.3231e-290,1.9786e-285
"1541","Unc13c","Astrocytes",2.597710603,0.688,0.183,2.5735e-289,1.1779e-284
"1546","Id3","Astrocytes",1.197842027,0.644,0.096,8.9233e-288,4.084e-283
"1547","Plxnb1","Astrocytes",3.468602714,0.596,0.094,1.8954e-287,8.675e-283
"1564","Fgfrl1","Astrocytes",3.856772813,0.455,0.028,3.167e-282,1.4495e-277
"1568","Slc8b1","Astrocytes",3.531954441,0.455,0.033,1.4968e-281,6.8505e-277
"1576","Emp2","Astrocytes",2.557659086,0.535,0.062,7.0148e-280,3.2105e-275
"1587","Emx2","Astrocytes",4.684034377,0.451,0.038,7.654e-276,3.5031e-271
"1599","Gdpd2","Astrocytes",4.746519554,0.465,0.045,5.2549e-272,2.4051e-267
"1603","Itgb5","Astrocytes",2.407789038,0.525,0.072,9.8519e-271,4.509e-266
"1604","Pantr2","Astrocytes",3.703479791,0.594,0.126,2.7438e-270,1.2558e-265
"1612","Aff1","Astrocytes",2.906320802,0.759,0.288,5.0659e-269,2.3186e-264
"1617","Neat1","Astrocytes",1.055303689,0.601,0.089,1.8717e-267,8.5663e-263
"1619","Dhrs3","Astrocytes",3.078697187,0.653,0.141,4.4902e-267,2.0551e-262
"1620","Klf15","Astrocytes",3.502717946,0.576,0.173,2.0424e-266,9.3477e-262
"1621","Serpinh1","Astrocytes",1.182979719,0.524,0.054,3.3228e-266,1.5208e-261
"1633","Cachd1","Astrocytes",2.940176414,0.656,0.232,3.2504e-263,1.4876e-258
"1642","Gpc6","Astrocytes",1.839656384,0.947,0.533,1.0414e-261,4.7665e-257
"1643","Rnaset2a","Astrocytes",2.017010846,0.821,0.418,2.4312e-261,1.1127e-256
"1649","Bcl6","Astrocytes",2.616260459,0.647,0.135,5.4841e-260,2.51e-255
"1663","Slitrk2","Astrocytes",3.015186241,0.767,0.348,1.8463e-256,8.45e-252
"1664","Acaa2","Astrocytes",2.615692671,0.536,0.127,2.0229e-256,9.2583e-252
"1666","Slc30a10","Astrocytes",2.855519667,0.586,0.124,5.8615e-256,2.6827e-251
"1671","Nfe2l2","Astrocytes",2.167677616,0.599,0.131,5.5082e-255,2.521e-250
"1672","Vav3","Astrocytes",3.758701117,0.642,0.214,6.1769e-255,2.8271e-250
"1673","Nupr1","Astrocytes",2.24406352,0.527,0.087,6.7403e-255,3.0849e-250
"1693","Pou3f2","Astrocytes",3.196325247,0.732,0.298,9.3313e-248,4.2707e-243
"1698","Zfp511","Astrocytes",1.04601917,0.351,0.804,2.3895e-246,1.0936e-241
"1706","Pld2","Astrocytes",3.787672579,0.541,0.108,2.913e-243,1.3332e-238
"1714","Meis2","Astrocytes",2.220756862,0.891,0.45,5.9593e-241,2.7274e-236
"1733","Cbr3","Astrocytes",3.232604851,0.552,0.136,7.6563e-233,3.5041e-228
"1744","Tcf7l1","Astrocytes",3.11129299,0.536,0.123,2.3486e-226,1.0749e-221
"1750","Wwtr1","Astrocytes",1.627690109,0.568,0.102,3.5764e-225,1.6368e-220
"1754","LOC105243055","Astrocytes",2.197019763,0.513,0.091,1.4649e-224,6.7046e-220
"1764","Il33","Astrocytes",1.180656481,0.532,0.107,5.3571e-222,2.4518e-217
"1767","Pygm","Astrocytes",3.266092877,0.476,0.071,1.1176e-221,5.1151e-217
"1769","Tspan9","Astrocytes",2.735038039,0.644,0.221,2.9922e-221,1.3695e-216
"1772","LOC105247155","Astrocytes",1.071632813,0.613,0.132,2.033e-220,9.3047e-216
"1784","Wdr83","Astrocytes",1.044999779,0.323,0.745,3.2765e-217,1.4996e-212
"1786","Itga6","Astrocytes",1.715235316,0.597,0.142,1.7956e-216,8.2181e-212
"1787","Acadl","Astrocytes",2.001868976,0.671,0.18,2.1077e-216,9.6464e-212
"1807","Rprd1a","Astrocytes",1.237914679,0.292,0.74,8.9652e-212,4.1032e-207
"1809","Zfand1","Astrocytes",1.026112145,0.234,0.638,1.15e-211,5.2635e-207
"1828","Ptpn13","Astrocytes",3.301396206,0.575,0.147,1.5563e-206,7.1227e-202
"1865","Cyp2j6","Astrocytes",2.378179307,0.699,0.273,1.5999e-195,7.3224e-191
"1867","Atpaf1","Astrocytes",1.312402885,0.285,0.745,2.3239e-194,1.0636e-189
"1869","Mtcp1","Astrocytes",1.006597751,0.317,0.747,6.5354e-194,2.9911e-189
"1870","Hadh","Astrocytes",2.246065144,0.652,0.223,3.436e-193,1.5726e-188
"1877","Ddx18","Astrocytes",1.035486117,0.379,0.785,1.4099e-190,6.453e-186
"1914","Cnbd2","Astrocytes",1.021607147,0.41,0.831,7.9997e-167,3.6613e-162
"1921","Ccdc142","Astrocytes",1.57884064,0.315,0.735,9.892e-157,4.5274e-152
"1924","LOC105247139","Astrocytes",1.343502161,0.374,0.807,1.4463e-154,6.6193e-150
"1928","Adam11","Astrocytes",1.026942692,0.182,0.621,3.072e-151,1.406e-146
"1932","Ap5b1","Astrocytes",1.098640904,0.742,0.326,2.7183e-133,1.2441e-128
"1933","Slco1a4","Endothelial Cells",11.83285611,0.493,0.009,0,0
"1934","Ly6c1","Endothelial Cells",11.72441755,0.493,0.006,0,0
"1935","Eltd1","Endothelial Cells",10.50953135,0.473,0.021,0,0
"1936","Flt1","Endothelial Cells",9.806246091,0.561,0.083,0,0
"1937","Tm4sf1","Endothelial Cells",9.314287927,0.527,0.017,0,0
"1938","Gpr116","Endothelial Cells",9.212555027,0.484,0.009,0,0
"1939","Emcn","Endothelial Cells",9.206532101,0.493,0.02,0,0
"1940","Hspb1","Endothelial Cells",9.07562114,0.587,0.008,0,0
"1941","Pltp","Endothelial Cells",8.956660021,0.726,0.061,0,0
"1942","Anxa3","Endothelial Cells",7.510092314,0.479,0.013,0,0
"1943","Ebf1","Endothelial Cells",7.13534274,0.57,0.03,0,0
"1944","Esam","Endothelial Cells",7.115609414,0.624,0.124,0,0
"1945","Igfbp7","Endothelial Cells",7.044982921,0.644,0.206,0,0
"1946","Eng","Endothelial Cells",6.972116235,0.629,0.067,0,0
"1947","Ifitm3","Endothelial Cells",6.684342198,0.59,0.023,0,0
"1948","Cgnl1","Endothelial Cells",6.543514685,0.592,0.049,0,0
"1949","Hsp25-ps1","Endothelial Cells",3.844441454,0.585,0.005,0,0
"1960","Ly6a","Endothelial Cells",11.75400595,0.492,0.007,0,0
"1961","Ifitm2","Endothelial Cells",4.873034674,0.579,0.131,0,0
"1962","Slc22a8","Endothelial Cells",8.988213201,0.464,0.007,0,0
"1963","Klf2","Endothelial Cells",8.209292962,0.626,0.054,0,0
"1964","Cldn5","Endothelial Cells",11.16655386,0.48,0.004,0,0
"1965","Pglyrp1","Endothelial Cells",9.430280733,0.462,0.018,0,0
"1968","Tagln2","Endothelial Cells",5.623384704,0.547,0.094,0,0
"1971","Abcb1a","Endothelial Cells",8.561800354,0.482,0.04,0,1.0894e-306
"1973","Nostrin","Endothelial Cells",7.91906869,0.521,0.032,1.3486e-298,6.1722e-294
"1974","S100a11","Endothelial Cells",5.8058523,0.534,0.027,3.0814e-295,1.4103e-290
"1975","Sparc","Endothelial Cells",5.784776847,0.613,0.091,1.9528e-294,8.9376e-290
"1976","Ctsh","Endothelial Cells",8.611821916,0.426,0.019,4.6715e-294,2.1381e-289
"1977","Ly6c2","Endothelial Cells",4.816593031,0.458,0.001,5.7075e-294,2.6122e-289
"1980","Tmem204","Endothelial Cells",6.73082363,0.512,0.023,2.3735e-283,1.0863e-278
"1984","Ptprb","Endothelial Cells",7.553135299,0.512,0.089,2.0504e-274,9.3841e-270
"1986","Itm2a","Endothelial Cells",7.907507369,0.7,0.244,9.828e-273,4.4981e-268
"1987","Icam2","Endothelial Cells",8.405842009,0.415,0.003,1.2317e-272,5.6374e-268
"1988","Tek","Endothelial Cells",6.23288541,0.706,0.272,6.8858e-271,3.1515e-266
"1989","Fn1","Endothelial Cells",8.351344069,0.447,0.015,1.2496e-270,5.7191e-266
"1992","Foxc1","Endothelial Cells",6.606635901,0.454,0.009,2.3571e-261,1.0788e-256
"1994","Arhgap29","Endothelial Cells",5.357605307,0.691,0.144,8.427e-261,3.8569e-256
"1995","BC028528","Endothelial Cells",5.831426128,0.512,0.066,3.406e-260,1.5589e-255
"1997","Ets1","Endothelial Cells",6.057834063,0.523,0.044,2.1869e-259,1.0009e-254
"1998","Wfdc1","Endothelial Cells",6.319177827,0.464,0.016,1.2503e-258,5.7223e-254
"2003","Ppfibp1","Endothelial Cells",3.110654811,0.797,0.285,8.3212e-253,3.8085e-248
"2004","Paqr5","Endothelial Cells",7.118460869,0.449,0.036,2.5219e-252,1.1542e-247
"2005","Foxf2","Endothelial Cells",7.334506825,0.404,0.002,4.3617e-252,1.9963e-247
"2006","Cyyr1","Endothelial Cells",7.799686307,0.438,0.017,1.0501e-250,4.806e-246
"2007","Sox18","Endothelial Cells",7.675683864,0.456,0.033,1.4127e-249,6.4658e-245
"2009","Fli1","Endothelial Cells",7.757714381,0.439,0.014,1.0668e-247,4.8827e-243
