"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val"
"ST6GALNAC1",55808,"ENSG00000070526","Endothelial",0.429,0.143,4.68996729475241,0.668,0.336,2.73258402158315e-112,1.37397057189222e-107,"L5/6 NP",4.29535205869886,0.12,3.43133666937514e-11,"VLMC",4.77404589174508,0.273,0.0458273248438633
"ST8SIA6",338596,"ENSG00000148488","Endothelial",0.7,0.186,4.66319430799176,0.812,0.624,1.6002393606322e-93,8.04616352919474e-89,"PAX6",2.51116334449518,0.5,6.81456769777948e-05,"PAX6",2.51116334449518,0.5,6.81456769777948e-05
"TBC1D4",9882,"ENSG00000136111","Endothelial",0.814,0.554,2.50060500217688,0.792,0.584,1.06551404729569e-28,5.35751118120746e-24,"Microglia",0.761343546588221,0.684,0.00027188003588094,"L5 ET",2.58964686718903,0.954,5.25750361704963e-14
"TCN2",6948,"ENSG00000185339","Endothelial",0.414,0.144,3.54195735790794,0.654,0.308,2.94546588314163e-30,1.48100970070244e-25,"VLMC",2.07990934029524,0.455,0.286830617375775,"VLMC",2.07990934029524,0.455,0.286830617375775
"TDRD10",126668,"ENSG00000163239","Endothelial",0.357,0.19,2.63053435083269,0.6,0.2,1.2158653868663e-15,6.11349275170245e-11,"Microglia",1.0252242694175,0.259,0.00107742948035864,"Astrocyte",1.61767516436036,0.289,0.0020439135970816
"TEK",7010,"ENSG00000120156","Endothelial",0.657,0.306,2.70713260953087,0.749,0.498,1.59416782262437e-28,8.01563522893761e-24,"OPC",0.85038924554637,0.642,0.00156769345182754,"OPC",0.85038924554637,0.642,0.00156769345182754
"TFRC",7037,"ENSG00000072274","Endothelial",0.614,0.404,2.5965121876404,0.68,0.36,6.83813409562194e-19,3.43828220461967e-14,"Astrocyte",1.81765720152189,0.457,3.42321140185622e-09,"L5 ET",2.59281090812481,0.723,5.89063201508152e-07
"TGM2",7052,"ENSG00000198959","Endothelial",0.643,0.081,5.43760808914741,0.807,0.614,6.98059274624444e-221,3.50991183873917e-216,"PAX6",5.14910756331923,0.091,2.60117705166735e-17,"L6 CT",5.56720706185135,0.121,7.62343241585825e-44
"TIE1",7075,"ENSG00000066056","Endothelial",0.543,0.082,4.85890501124379,0.749,0.498,2.29972238389744e-79,1.15632341184747e-74,"Oligodendrocyte",4.29433031921247,0.09,2.17447531351589e-44,"IT",4.54333744220518,0.119,2.89194890923047e-44
"TM4SF1",4071,"ENSG00000169908","Endothelial",0.543,0.009,5.81609092082609,0.769,0.538,1.55713999313031e-74,7.8294555994585e-70,"OPC",4.01475870511241,0.036,6.79486944961977e-33,"VLMC",6.36396478558283,0.091,5.71635709628147e-05
"TM4SF18",116441,"ENSG00000163762","Endothelial",0.386,0.008,5.8976504191991,0.69,0.38,3.30035070806148e-59,1.65944933952039e-54,"VLMC",1.4073061825662,0.273,0.172945677765563,"VLMC",1.4073061825662,0.273,0.172945677765563
"TNFSF10",8743,"ENSG00000121858","Endothelial",0.571,0.043,4.106655200138,0.773,0.546,1.82316147848757e-52,9.16703822998334e-48,"Microglia",1.69437153444449,0.173,6.45830931441126e-13,"Microglia",1.69437153444449,0.173,6.45830931441126e-13
"TRG",6965,NA,"Endothelial",0.386,0.106,3.62761475883358,0.655,0.31,7.04539917065479e-45,3.54249715699693e-40,"Microglia",1.95014407297221,0.157,3.95122939431574e-11,"Microglia",1.95014407297221,0.157,3.95122939431574e-11
"TSPAN9",10867,"ENSG00000011105","Endothelial",0.743,0.375,2.96895243318352,0.783,0.566,3.55154940678858e-41,1.78575455722737e-36,"VLMC",1.53237451305929,0.545,0.00644820637406604,"PVALB",2.03023962256666,0.662,3.46801073006735e-12
"USHBP1",83878,"ENSG00000130307","Endothelial",0.386,0.126,3.22878348377853,0.648,0.296,4.57469068957243e-51,2.30020022562391e-46,"Pericyte",2.04916327331623,0.031,9.59058358309423e-05,"VLMC",3.40919314332257,0.182,0.11067911589515
"UTRN",7402,"ENSG00000152818","Endothelial",0.971,0.692,2.82259489664441,0.935,0.87,4.36343850604365e-53,2.19398051522381e-48,"Pericyte",0.459121429027487,0.844,0.0215042891798795,"L6b",1.91804975408246,0.941,1.30101907722546e-23
"VEGFC",7424,"ENSG00000150630","Endothelial",0.429,0.093,4.58568373033703,0.682,0.364,2.20623016017366e-32,1.10931458683692e-27,"Astrocyte",3.01123219231125,0.211,5.59171229835166e-09,"VLMC",5.64775497550815,0.273,0.0342192223413456
"VWF",7450,"ENSG00000110799","Endothelial",0.843,0.333,5.16116504284349,0.882,0.764,1.37938441506252e-273,6.93568277737587e-269,"Oligodendrocyte",4.52430271587917,0.369,4.77100992281062e-117,"L6 CT",5.41188314411563,0.418,2.65034318620818e-54
"XAF1",54739,"ENSG00000132530","Endothelial",0.857,0.138,3.53758824384171,0.903,0.806,8.01993647727388e-61,4.03250426013808e-56,"Pericyte",1.17336115607927,0.469,4.23477880096282e-05,"VLMC",2.03975166523426,0.636,1.51992231569328e-06
"ZNF366",167465,"ENSG00000178175","Endothelial",0.557,0.07,5.2324862150181,0.761,0.522,5.11282285998604e-75,2.57077846222958e-70,"L6b",4.92803598390891,0.08,3.13206723834541e-25,"IT",4.96421305027749,0.115,4.03631028825253e-49
"ADAMTS3",9508,"ENSG00000156140","IT",0.845,0.297,2.9140100031143,0.872,0.744,0,0,"L5/6 IT Car3",0.284681067194245,0.831,0.45479017373214,"L5/6 IT Car3",0.284681067194245,0.831,0.45479017373214
"CARM1P1",100130873,NA,"IT",0.359,0.089,2.9231686443449,0.646,0.292,0,0,"VLMC",1.62409545244287,0.182,0.268930168449266,"VLMC",1.62409545244287,0.182,0.268930168449266
"CBLN2",147381,"ENSG00000141668","IT",0.88,0.211,2.77472002612013,0.898,0.796,0,0,"L5 ET",-0.313790967976854,0.985,0.000310325879406523,"L5/6 IT Car3",0.00446668745340162,1,0.000450017744947628
"LINC00470",56651,NA,"IT",0.421,0.123,2.55709407891457,0.665,0.33,0,0,"L5 ET",1.23001433761525,0.4,0.0139174779000701,"L5 ET",1.23001433761525,0.4,0.0139174779000701
"LINC01090",104355152,NA,"IT",0.498,0.295,2.90155261041801,0.628,0.256,1.61992097830011e-248,8.14512467099078e-244,"L5 ET",-0.858675749572008,0.6,0.000345644399259452,"L5 ET",-0.858675749572008,0.6,0.000345644399259452
"LINC01202",104326188,NA,"IT",0.653,0.173,3.48455398530968,0.786,0.572,0,0,"L6 CT",2.32450146368652,0.304,4.9113276479944e-61,"VLMC",4.11050993094302,0.545,3.05349741302052e-07
"LINC01378",103689918,NA,"IT",0.804,0.332,3.03206165549678,0.834,0.668,0,0,"L6 CT",0.439675241719351,0.784,0.00102200642725064,"L6 CT",0.439675241719351,0.784,0.00102200642725064
"LINCR.0002",NA,NA,"IT",0.651,0.161,3.52264412673395,0.785,0.57,0,0,"L6b",1.36218362163108,0.44,3.74455263755279e-24,"L6b",1.36218362163108,0.44,3.74455263755279e-24
"LOC101927745",101927745,NA,"IT",0.549,0.107,3.1999510421442,0.743,0.486,0,0,"L5 ET",-0.822103298512319,0.785,3.45168649185737e-06,"L5 ET",-0.822103298512319,0.785,3.45168649185737e-06
"LOC101927871",101927871,NA,"IT",0.621,0.035,3.70332610029989,0.8,0.6,0,0,"L6 CT",1.09759207524842,0.421,3.86626610299228e-18,"L6 CT",1.09759207524842,0.421,3.86626610299228e-18
"LOC101927880",101927880,NA,"IT",0.744,0.104,3.08374333498803,0.849,0.698,0,0,"L5/6 IT Car3",0.46387477082281,0.677,0.0586349122180919,"L5/6 IT Car3",0.46387477082281,0.677,0.0586349122180919
"LOC105369302",105369302,NA,"IT",0.423,0.07,2.81280298910367,0.687,0.374,0,0,"L5 ET",-0.605612820657124,0.708,4.86725765974295e-06,"L5 ET",-0.605612820657124,0.708,4.86725765974295e-06
"LOC105370300",105370300,NA,"IT",0.363,0.121,2.8491758932309,0.636,0.272,0,0,"Astrocyte",2.24555865213246,0.121,4.01722534113244e-96,"L6 CT",3.22392168962176,0.158,4.43287569652418e-31
"LOC105371832",105371832,NA,"IT",0.935,0.36,3.28841603820176,0.92,0.84,0,0,"L6 CT",0.841550886577656,0.883,1.07365350493254e-10,"L6 CT",0.841550886577656,0.883,1.07365350493254e-10
"LOC105373893",105373893,NA,"IT",0.907,0.331,2.71807735391215,0.908,0.816,0,0,"L6 CT",-0.267800303157834,0.938,0.0011040994625052,"L6 CT",-0.267800303157834,0.938,0.0011040994625052
"LOC105373895",105373895,NA,"IT",0.784,0.183,2.63208429449173,0.85,0.7,0,0,"L6 CT",-0.0622460563236942,0.773,0.915789190486136,"L6 CT",-0.0622460563236942,0.773,0.915789190486136
"LOC105373896",105373896,NA,"IT",0.827,0.108,2.76073882416641,0.885,0.77,0,0,"L6 CT",-0.145048425951754,0.894,0.0125101280154229,"L6 CT",-0.145048425951754,0.894,0.0125101280154229
"LOC105374235",105374235,NA,"IT",0.448,0.077,3.96239788086169,0.699,0.398,0,0,"L6b",2.41736135659619,0.167,1.07148719386295e-31,"L5/6 IT Car3",3.45060246569125,0.185,1.91822906484019e-12
"LOC105374524",105374524,NA,"IT",0.464,0.238,3.13960329327269,0.644,0.288,0,0,"Oligodendrocyte",2.82356724681949,0.255,3.24528198707749e-135,"L6 CT",3.15160087060407,0.289,3.29974297236739e-25
"LOC105374971",105374971,NA,"IT",0.513,0.278,4.04717758172489,0.65,0.3,0,0,"VLMC",3.2720397021177,0.455,0.213161321143028,"VLMC",3.2720397021177,0.455,0.213161321143028
"LOC105375931",105375931,NA,"IT",0.616,0.243,3.11204993870688,0.735,0.47,0,0,"L6 CT",1.63222006314328,0.429,2.27370913286331e-27,"L5 ET",2.23807328177297,0.462,1.18809094369634e-08
"LOC105376501",105376501,NA,"IT",0.431,0.037,2.70517499773697,0.703,0.406,0,0,"L5/6 IT Car3",0.449529952704792,0.323,0.175268224308868,"L5/6 IT Car3",0.449529952704792,0.323,0.175268224308868
"LOC105378837",105378837,NA,"IT",0.577,0.096,2.53803061262611,0.756,0.512,0,0,"L5 ET",0.0605388290260844,0.723,0.00842236517928163,"L5 ET",0.0605388290260844,0.723,0.00842236517928163
"LOC284930",284930,NA,"IT",0.584,0.302,2.89427095857786,0.695,0.39,0,0,"L6b",1.06825179838013,0.424,1.669061235523e-15,"L5 ET",1.34640745527146,0.477,0.00521182336582983
"LY86.AS1",NA,NA,"IT",0.952,0.254,2.87559878601597,0.943,0.886,0,0,"L5/6 NP",0.130410510664667,0.904,0.0145080180492631,"L5/6 NP",0.130410510664667,0.904,0.0145080180492631
"LYPD8",646627,"ENSG00000259823","IT",0.658,0.072,2.77606937061475,0.807,0.614,0,0,"L5/6 IT Car3",-0.309997329420071,0.662,0.194146012400745,"L5/6 IT Car3",-0.309997329420071,0.662,0.194146012400745
"MCHR2",84539,"ENSG00000152034","IT",0.816,0.242,2.59352453427101,0.854,0.708,0,0,"L5/6 IT Car3",-0.51894608996571,0.938,6.16960017953017e-05,"L5/6 IT Car3",-0.51894608996571,0.938,6.16960017953017e-05
"OR14I1",401994,"ENSG00000189181","IT",0.635,0.122,2.54874891128511,0.782,0.564,0,0,"L5/6 IT Car3",-0.41675390713512,0.769,0.0392689641358592,"L5/6 IT Car3",-0.41675390713512,0.769,0.0392689641358592
"SLC30A3",7781,"ENSG00000115194","IT",0.708,0.077,2.69011302406241,0.834,0.668,0,0,"Pericyte",1.36376296552428,0.094,1.81558639079284e-12,"PVALB",1.53360503089721,0.218,1.12786960967965e-92
"TNNT2",7139,"ENSG00000118194","IT",0.413,0.017,2.95229806714785,0.7,0.4,0,0,"L5/6 IT Car3",0.550755476918088,0.292,0.137396767046146,"L5/6 IT Car3",0.550755476918088,0.292,0.137396767046146
"TTC6",319089,"ENSG00000139865","IT",0.679,0.378,2.52928775014621,0.722,0.444,0,0,"VLMC",-0.0797198283426268,0.455,0.289512656144437,"L5 ET",2.59121378012162,0.523,1.8209771363029e-10
"ZBBX",79740,"ENSG00000169064","IT",0.889,0.276,2.50820341414318,0.887,0.774,0,0,"L5 ET",0.380866999143617,1,0.000429399178825769,"L5 ET",0.380866999143617,1,0.000429399178825769
"ANKRD34B",340120,"ENSG00000189127","L5 ET",0.6,0.041,2.60408338694673,0.787,0.574,1.58886246319785e-43,7.98895935120512e-39,"PVALB",0.594945639934262,0.19,1.76400552178329e-10,"PVALB",0.594945639934262,0.19,1.76400552178329e-10
"ATP6V1C2",245973,"ENSG00000143882","L5 ET",0.954,0.294,2.88367596700731,0.954,0.908,3.27219313521852e-97,1.64529143031922e-92,"Pericyte",1.30816684117645,0.188,1.3459939914255e-18,"L6b",2.06067466001445,0.415,4.31611259729914e-33
"C20orf166.AS1",NA,NA,"L5 ET",0.646,0.011,2.54612668491347,0.819,0.638,1.48802151622796e-62,7.48192098574582e-58,"Pericyte",-0.345136874893289,0.031,8.44884619686343e-12,"PVALB",1.83440854116459,0.042,1.02252561785767e-29
"COL24A1",255631,"ENSG00000171502","L5 ET",1,0.659,2.80593355019931,0.99,0.98,8.07194676755985e-74,4.05865555419677e-69,"L6 CT",0.9209577682081,0.967,1.85110530633594e-13,"L5/6 IT Car3",2.25476865397372,0.969,5.26256002649365e-26
"COL5A2",1290,"ENSG00000204262","L5 ET",1,0.279,2.96980119198964,0.99,0.98,1.05302694602517e-65,5.29472478730915e-61,"L6 CT",1.63984961008618,0.678,1.37372629075268e-25,"L6 CT",1.63984961008618,0.678,1.37372629075268e-25
"LINC00861",100130231,NA,"L5 ET",0.923,0.032,3.30450850944515,0.955,0.91,4.88634785937809e-96,2.4569045671739e-91,"Endothelial",1.24718543838548,0.043,2.95567585218194e-28,"VIP",2.40579102630968,0.058,2.74445212301784e-55
"LOC105369588",105369588,NA,"L5 ET",0.723,0.047,2.87900903644079,0.844,0.688,1.52880147299746e-49,7.68696668637852e-45,"IT",1.91215788668171,0.156,1.06078892560879e-25,"IT",1.91215788668171,0.156,1.06078892560879e-25
"LOC105369860",105369860,NA,"L5 ET",0.431,0.055,2.88982530795656,0.695,0.39,1.19275390929699e-24,5.99728593133622e-20,"L5/6 IT Car3",1.42832624447456,0.138,0.000602502117094624,"L5/6 IT Car3",1.42832624447456,0.138,0.000602502117094624
"LOC105374395",105374395,NA,"L5 ET",0.4,0.001,3.50531366828741,0.7,0.4,3.03415410071512e-54,1.52560302338057e-49,"Oligodendrocyte",3.44259835231828,0.002,4.00553271232464e-37,"VIP",3.51797322740106,0.003,1.22096608220438e-29
"LOC105376457",105376457,NA,"L5 ET",0.754,0.085,3.42669950790466,0.862,0.724,1.5887424348655e-93,7.9883558367472e-89,"SST",1.42713569590897,0.182,1.16600625222328e-22,"SST",1.42713569590897,0.182,1.16600625222328e-22
"LOC105376460",105376460,NA,"L5 ET",0.369,0.006,2.53308189053886,0.682,0.364,1.32862893513916e-35,6.68047914877319e-31,"SST",1.05551273465173,0.043,1.11999023766942e-11,"SST",1.05551273465173,0.043,1.11999023766942e-11
"LOC105378657",105378657,NA,"L5 ET",1,0.241,2.85691856403976,0.98,0.96,5.52421956310399e-86,2.77763283852432e-81,"Astrocyte",1.17632791276454,0.448,3.4893016817628e-32,"VLMC",4.64382995472922,0.455,2.43783006356267e-22
"PQLC2L",152078,"ENSG00000174899","L5 ET",0.908,0.094,3.37291380875674,0.939,0.878,4.36123660224157e-84,2.19287337597308e-79,"L5/6 NP",1.68276922354045,0.263,2.12096995638446e-22,"L5/6 NP",1.68276922354045,0.263,2.12096995638446e-22
"SLC5A7",60482,"ENSG00000115665","L5 ET",0.415,0.021,2.53990737979873,0.699,0.398,6.09010244866743e-29,3.06216441221447e-24,"SST",2.01832040452075,0.023,3.77262411848553e-17,"IT",2.02140720926468,0.041,1.1487339523961e-18
"SLC5A8",160728,"ENSG00000256870, ENSG00000262217","L5 ET",0.938,0.127,2.54684425729349,0.939,0.878,1.53637637786708e-62,7.72505406555346e-58,"L5/6 NP",0.369825232447895,0.641,1.58789703155832e-06,"L5/6 NP",0.369825232447895,0.641,1.58789703155832e-06
"TXK",7294,"ENSG00000074966","L5 ET",0.877,0.12,2.58894542888296,0.911,0.822,3.07874343444116e-59,1.54802298627136e-54,"Endothelial",0.529759245330647,0.171,1.57805624126908e-17,"IT",2.10179672382019,0.199,5.19235682019432e-38
"DCSTAMP",81501,"ENSG00000164935","L5/6 IT Car3",0.446,0.021,3.25277838336188,0.714,0.428,5.5690331850688e-32,2.80016557578444e-27,"Microglia",2.58350072971439,0.008,8.47007173026767e-30,"IT",2.5983122301139,0.062,7.20778321734032e-18
"HSD3BP2",440606,NA,"L5/6 IT Car3",0.569,0.057,2.50583301858296,0.763,0.526,3.57456775181538e-31,1.79732841129029e-26,"L5 ET",1.37857272106472,0.292,0.000440891602573696,"L5 ET",1.37857272106472,0.292,0.000440891602573696
"KRT17P1",147228,NA,"L5/6 IT Car3",0.954,0.122,2.86550850109916,0.959,0.918,1.22782217828462e-75,6.1736126946329e-71,"L6b",1.53723583057192,0.663,8.07844170347289e-30,"L6b",1.53723583057192,0.663,8.07844170347289e-30
"LOC102724392",102724392,NA,"L5/6 IT Car3",0.892,0.202,2.81460175829822,0.909,0.818,6.46784201166381e-59,3.25209564188468e-54,"IT",1.9719002964347,0.448,2.72703799510295e-29,"L6b",3.02940886883063,0.474,3.50280802202659e-42
"LOC105371828",105371828,NA,"L5/6 IT Car3",0.462,0.022,2.85306488497359,0.723,0.446,7.79031049173585e-35,3.9170460183497e-30,"L5 ET",1.54674009115938,0.262,6.55582421493875e-05,"L5 ET",1.54674009115938,0.262,6.55582421493875e-05
"LOC105374446",105374446,NA,"L5/6 IT Car3",0.554,0.048,2.61071253945475,0.761,0.522,1.97848807566006e-36,9.94803589322633e-32,"SST",1.07306809390812,0.148,1.38754150786309e-11,"SST",1.07306809390812,0.148,1.38754150786309e-11
"LOC105377997",105377997,NA,"L5/6 IT Car3",0.538,0.09,2.50823200338696,0.738,0.476,5.58776315415472e-29,2.80958319154054e-24,"IT",1.47392045806561,0.196,2.1365639042681e-11,"VLMC",3.45321397234528,0.273,0.00052665632722494
"LOC105378486",105378486,NA,"L5/6 IT Car3",0.769,0.419,2.92545881473401,0.78,0.56,9.37821965374439e-43,4.71546262409922e-38,"L6b",0.773708447463502,0.659,0.00496105592076798,"L6b",0.773708447463502,0.659,0.00496105592076798
"NR4A2",4929,"ENSG00000153234","L5/6 IT Car3",0.892,0.056,2.71562321821993,0.925,0.85,1.5012783770066e-65,7.54857780742691e-61,"Endothelial",0.24935883500664,0.1,1.54531937266405e-23,"L6b",0.452841722473346,0.715,0.000378675890360424
"POSTN",10631,"ENSG00000133110","L5/6 IT Car3",0.369,0.057,4.14731351382933,0.666,0.332,7.16803319052467e-31,3.60415876852771e-26,"PVALB",1.6228626543245,0.343,2.66541789043315e-07,"PVALB",1.6228626543245,0.343,2.66541789043315e-07
"SMYD1",150572,"ENSG00000115593","L5/6 IT Car3",0.785,0.067,3.89264693251764,0.881,0.762,3.38296402178274e-115,1.70098813979258e-110,"OPC",3.34477500183836,0.074,3.61648647123245e-55,"VLMC",4.31907228608662,0.091,2.53052637862904e-06
"THEMIS",387357,"ENSG00000172673, ENSG00000275122","L5/6 IT Car3",0.938,0.23,2.71245026578842,0.931,0.862,4.29207831696137e-56,2.15809989855134e-51,"IT",1.55450070879972,0.47,1.46627042878739e-23,"IT",1.55450070879972,0.47,1.46627042878739e-23
"TRPC7",57113,"ENSG00000069018","L5/6 IT Car3",0.769,0.153,2.64158443034239,0.853,0.706,1.54587746229137e-57,7.77282646814725e-53,"PAX6",0.346636584193089,0.424,8.12350073195024e-05,"PAX6",0.346636584193089,0.424,8.12350073195024e-05
"ZNF804B",219578,"ENSG00000182348","L5/6 IT Car3",1,0.68,2.55510651467406,0.983,0.966,9.39573425786695e-45,4.72426914219808e-40,"L5 ET",1.23484829171359,1,1.5733323275722e-13,"L5 ET",1.23484829171359,1,1.5733323275722e-13
"C14orf39",317761,"ENSG00000179008","L5/6 NP",0.503,0.23,2.70282707319288,0.66,0.32,4.10232325722606e-63,2.06268915696583e-58,"L5 ET",0.571983896694769,0.446,0.738585450718594,"L5 ET",0.571983896694769,0.446,0.738585450718594
"CD200R1L",344807,"ENSG00000206531","L5/6 NP",0.377,0.019,3.57649566114653,0.682,0.364,1.003109550873e-98,5.04373513274451e-94,"Pericyte",3.10470946662689,0.094,0.000163350625810566,"Pericyte",3.10470946662689,0.094,0.000163350625810566
"CD36",948,"ENSG00000135218","L5/6 NP",0.856,0.089,4.25176215198427,0.917,0.834,3.61975518020576e-200,1.82004910215926e-195,"VIP",2.97922650436349,0.127,4.19035828966751e-92,"IT",3.87198096980992,0.148,5.76358746366781e-139
"CDCP1",64866,"ENSG00000163814","L5/6 NP",0.707,0.139,2.84915692763942,0.82,0.64,1.61847747642017e-127,8.13786659918828e-123,"Microglia",1.5397720123814,0.148,2.31852835338268e-58,"L6b",1.63087473781935,0.272,2.49080569128522e-22
"CES3",23491,"ENSG00000172828","L5/6 NP",0.539,0.101,2.51974900268058,0.735,0.47,3.83736471131885e-64,1.92946535049823e-59,"L6 CT",1.59336665883378,0.322,3.01585191330571e-11,"L6 CT",1.59336665883378,0.322,3.01585191330571e-11
"CHRM2",1129,"ENSG00000181072","L5/6 NP",0.868,0.16,2.50311287236762,0.892,0.784,1.79852850745728e-112,9.04318118834597e-108,"PAX6",0.604561989860568,0.636,9.70408292631968e-05,"L5/6 IT Car3",1.22177620567756,0.677,1.03148718294857e-08
"COL12A1",1303,"ENSG00000111799","L5/6 NP",0.994,0.264,2.88913528284285,0.973,0.946,2.0558916641152e-152,1.03372288763376e-147,"VLMC",0.293396198900645,0.636,2.63954759792446e-06,"L6b",1.76806185398411,0.842,6.34875748872104e-57
"CRYM",1428,"ENSG00000103316","L5/6 NP",0.988,0.298,2.89122483743212,0.971,0.942,1.7024930230371e-149,8.56030516913285e-145,"L5 ET",0.869548296769111,1,1.12420768171133e-09,"L5 ET",0.869548296769111,1,1.12420768171133e-09
"ENPP7P1",100421823,NA,"L5/6 NP",1,0.532,2.64549990214011,0.978,0.956,5.80364523229366e-185,2.91813085924957e-180,"L6b",1.44205136053527,0.932,3.75795340446204e-54,"L5 ET",2.07906549306812,0.938,2.96928645919407e-46
"ENPP7P7",100421859,NA,"L5/6 NP",0.988,0.421,2.67022891443362,0.947,0.894,8.38395166390716e-172,4.21553473612916e-167,"L6b",0.61735839761041,0.929,9.96349356564473e-07,"L6b",0.61735839761041,0.929,9.96349356564473e-07
"ENPP7P8",100421860,NA,"L5/6 NP",0.988,0.369,2.69580848090661,0.959,0.918,7.47501689682551e-169,3.75851324589283e-164,"L6b",0.869001698133111,0.907,3.23443786345548e-18,"L6b",0.869001698133111,0.907,3.23443786345548e-18
"FER1L6.AS2",NA,NA,"L5/6 NP",0.838,0.069,3.3089104880736,0.904,0.808,1.00523766820625e-167,5.05443551950783e-163,"L6b",1.26001477791386,0.384,3.77565424400921e-25,"L6b",1.26001477791386,0.384,3.77565424400921e-25
"GRM4",2914,"ENSG00000124493","L5/6 NP",0.934,0.242,2.81385469342306,0.932,0.864,6.56869111366849e-154,3.30280357886365e-149,"L6 CT",0.832730607140582,0.868,7.03401132781279e-12,"L6 CT",0.832730607140582,0.868,7.03401132781279e-12
"HTR2C",3358,"ENSG00000147246","L5/6 NP",0.994,0.376,3.90747884318858,0.989,0.978,0,0,"VIP",1.50631725649686,0.605,5.66485874637685e-65,"VIP",1.50631725649686,0.605,5.66485874637685e-65
"IFNG.AS1",NA,NA,"L5/6 NP",0.88,0.025,5.01555039509557,0.937,0.874,3.34910156787916e-270,1.68396175934532e-265,"L6b",3.75116166594238,0.105,1.17257465934893e-78,"L6b",3.75116166594238,0.105,1.17257465934893e-78
"IL26",55801,"ENSG00000111536","L5/6 NP",0.713,0.044,3.23712601537993,0.846,0.692,1.12246195152524e-153,5.64385093846408e-149,"Oligodendrocyte",1.94377913400636,0.077,4.28374170707106e-85,"Pericyte",4.47639030755354,0.094,1.70044381601551e-14
"IMPA1P",650747,NA,"L5/6 NP",0.407,0.033,2.78233797550068,0.692,0.384,4.79297755200793e-70,2.40995704292511e-65,"L5 ET",1.0678633969774,0.338,0.0140321684334406,"L5 ET",1.0678633969774,0.338,0.0140321684334406
"ITGA8",8516,"ENSG00000077943","L5/6 NP",0.994,0.479,3.00425401562014,0.977,0.954,7.36412697867213e-210,3.70275668614613e-205,"VLMC",0.284064088862091,0.818,2.4619501980328e-09,"L6b",1.88456727406559,0.836,1.04754896087536e-58
"LINC01507",101927477,NA,"L5/6 NP",0.898,0.116,3.75111985946076,0.935,0.87,2.45221747566804e-225,1.23299946894065e-220,"L6b",1.86273995837734,0.505,1.20296805601251e-39,"L6b",1.86273995837734,0.505,1.20296805601251e-39
"LOC100128317",100128317,NA,"L5/6 NP",0.467,0.052,4.75234914109781,0.719,0.438,1.1045101754875e-193,5.5535876133687e-189,"Astrocyte",4.46644473822061,0.068,4.32794851705058e-85,"Astrocyte",4.46644473822061,0.068,4.32794851705058e-85
"LOC101927605",101927605,NA,"L5/6 NP",0.671,0.161,4.13319573457595,0.798,0.596,1.1890872836956e-243,5.97884977114983e-239,"Microglia",3.69001129761043,0.152,1.93324716791543e-79,"PAX6",4.25980374047232,0.212,7.73880871639063e-19
"LOC101928095",101928095,NA,"L5/6 NP",1,0.393,2.80732661894347,0.959,0.918,8.30542414722593e-179,4.17605031546667e-174,"L6b",0.891470659798126,0.941,3.86113855823813e-13,"L6b",0.891470659798126,0.941,3.86113855823813e-13
"LOC105369146",105369146,NA,"L5/6 NP",0.419,0.055,4.09308950643786,0.692,0.384,7.11470541711802e-135,3.57734503078111e-130,"Oligodendrocyte",3.6680046224005,0.056,1.9873679247803e-63,"L6b",4.51830676409758,0.084,2.4321640627597e-38
"LOC105369360",105369360,NA,"L5/6 NP",0.916,0.148,2.56315974443111,0.918,0.836,3.40044809035903e-128,1.70977930431342e-123,"L6b",0.576047344991992,0.681,3.92095905930141e-09,"L6b",0.576047344991992,0.681,3.92095905930141e-09
"LOC105369818",105369818,NA,"L5/6 NP",0.743,0.092,3.58317533772354,0.854,0.708,7.09587191858519e-181,3.56787535938382e-176,"Oligodendrocyte",2.63393869321277,0.101,6.91770072546686e-102,"L6b",3.2389594313682,0.146,2.94726679282945e-51
"LOC105370307",105370307,NA,"L5/6 NP",0.749,0.131,2.59017465226456,0.831,0.662,3.15933901816465e-85,1.58854725172337e-80,"L6 CT",0.934922251401761,0.505,6.93620751415509e-09,"L6 CT",0.934922251401761,0.505,6.93620751415509e-09
"LOC105373484",105373484,NA,"L5/6 NP",0.503,0.123,2.87069108595004,0.713,0.426,7.74881672970231e-92,3.89618253986162e-87,"Pericyte",-1.13436511367811,0.25,0.0191992489895719,"Pericyte",-1.13436511367811,0.25,0.0191992489895719
"LOC105373538",105373538,NA,"L5/6 NP",0.719,0.131,2.66580125927861,0.822,0.644,1.37401702220779e-91,6.90869498936298e-87,"L6 CT",1.37743281649888,0.344,4.51403890307451e-18,"L6 CT",1.37743281649888,0.344,4.51403890307451e-18
"LOC105374731",105374731,NA,"L5/6 NP",0.419,0.148,2.82814392355674,0.661,0.322,6.94276634982671e-107,3.49089234835637e-102,"L5 ET",1.37349982262707,0.323,0.000377002323783234,"VLMC",3.35223391720978,0.364,0.00490336032414917
"LOC105374950",105374950,NA,"L5/6 NP",0.85,0.374,2.63269019614835,0.853,0.706,8.05850705631568e-128,4.05189793298609e-123,"L6b",0.410726014044098,0.827,0.145580017147567,"L6b",0.410726014044098,0.827,0.145580017147567
